name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Gilliamella apicola	133069	S	5198	1932	7130	0.09043
Gilliamella sp946481345	133105	S	2190	4803	6993	0.08869
Gilliamella apicola_N	133081	S	2154	1357	3511	0.04453
Gilliamella apis_A	133086	S	1891	2472	4363	0.05534
Gilliamella sp946482005	133106	S	1206	2563	3769	0.04780
Gilliamella apis	133085	S	423	313	736	0.00933
Gilliamella apicola_Q	133083	S	301	215	516	0.00654
Gilliamella sp002142215	133091	S	261	205	466	0.00591
Gilliamella apicola_R	133084	S	191	246	437	0.00554
Gilliamella sp946480175	133104	S	159	67	226	0.00287
Gilliamella sp945271295	133099	S	33	1	34	0.00043
Gilliamella apicola_P	133082	S	13	12	25	0.00032
Gilliamella bombi	133087	S	6	527	533	0.00676
Gilliamella sp009795805	133092	S	4	0	4	0.00005
Gilliamella apicola_L	133079	S	4	0	4	0.00005
Gilliamella sp945273075	133100	S	3	31	34	0.00043
Gilliamella bombicola	133088	S	2	0	2	0.00003
Gilliamella sp009795885	133094	S	2	1	3	0.00004
Gilliamella sp019469205	133096	S	2	1	3	0.00004
Gilliamella apicola_A	133070	S	2	0	2	0.00003
Gilliamella apicola_M	133080	S	1	2	3	0.00004
Frischella perrara	133059	S	2282	224	2506	0.03178
Rahnella victoriana	133416	S	938	320	1258	0.01596
Rahnella variigena	133415	S	277	173	450	0.00571
Rahnella inusitata	133408	S	106	30	136	0.00172
Rahnella bonaserana	133404	S	9	5	14	0.00018
Rahnella aceris	133402	S	6	2	8	0.00010
Rahnella aquatilis	133403	S	3	1	4	0.00005
Rahnella ecdela	133407	S	2	1	3	0.00004
Rahnella rivi	133411	S	1	0	1	0.00001
Serratia_J liquefaciens	133481	S	273	193	466	0.00591
Serratia_J liquefaciens_A	133482	S	7	4	11	0.00014
Serratia_J sp017832355	133490	S	2	1	3	0.00004
Hafnia paralvei	133110	S	191	37	228	0.00289
Hafnia alvei	133108	S	6	0	6	0.00008
Hafnia alvei_B	133109	S	2	0	2	0.00003
Escherichia coli	133040	S	12	96	108	0.00137
Escherichia coli_F	133042	S	7	55	62	0.00079
Escherichia fergusonii	133043	S	3	41	44	0.00056
Escherichia coli_E	133041	S	1	2	3	0.00004
Escherichia ruysiae	133045	S	1	7	8	0.00010
Escherichia sp002965065	133046	S	1	2	3	0.00004
Escherichia sp004211955	133047	S	1	4	5	0.00006
Escherichia sp005843885	133048	S	1	4	5	0.00006
Klebsiella grimontii	133137	S	13	11	24	0.00030
Serratia_A fonticola_B	133463	S	4	6	10	0.00013
Serratia_A silvae	133465	S	2	2	4	0.00005
