#Classification	SRR5091536_bracken_P.kreport
k__Bacteria	2540028
k__Bacteria|p__Bacteroidetes	1701389
k__Bacteria|p__Firmicutes	632153
k__Bacteria|p__Actinobacteria	14102
k__Bacteria|p__Proteobacteria	192316
k__Bacteria|p__Verrucomicrobia	47
k__Bacteria|p__Fusobacteria	13
k__Bacteria|p__Spirochaetes	2
k__Bacteria|p__Candidatus_Saccharibacteria	2
k__Eukaryota	24
k__Eukaryota|k__Viridiplantae	24
k__Eukaryota|k__Viridiplantae|p__Streptophyta	24
k__Archaea	1
k__Archaea|p__Euryarchaeota	1
k__Viruses	12
k__Viruses|k__Heunggongvirae	12
k__Viruses|k__Heunggongvirae|p__Uroviricota	12
