name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Gilliamella sp. wkB7	3120264	S	5620	3024	8644	0.36545
Gilliamella sp. B3022	2817969	S	19	35	54	0.00228
Gilliamella sp. ESL0443	2704655	S	3	1	4	0.00017
Gilliamella apicola	1196095	S	2091	1169	3260	0.13783
Gilliamella apis	1970738	S	908	102	1010	0.04270
Frischella perrara	1267021	S	2635	1410	4045	0.17101
Orbus mooreae	3074107	S	1	0	1	0.00004
Pseudomonas sp. CIP-10	2892442	S	1	20	21	0.00089
Enterobacter roggenkampii	1812935	S	2	10	12	0.00051
Stenotrophomonas maltophilia	40324	S	1	1	2	0.00008
Snodgrassella alvi	1196083	S	1199	595	1794	0.07585
Azonexus hydrophilus	418702	S	2	0	2	0.00008
Rugosibacter aromaticivorans	1565605	S	1	0	1	0.00004
Bartonella apihabitans	2750929	S	130	13	143	0.00605
Commensalibacter melissae	2070537	S	61	2	63	0.00266
Lactobacillus apis	303541	S	1320	81	1401	0.05923
Lactobacillus sp. IBH004	2879107	S	714	99	813	0.03437
Lactobacillus sp. wkB8	1545702	S	17	36	53	0.00224
Lactobacillus helsingborgensis	1218494	S	611	642	1253	0.05297
Lactobacillus kullabergensis	1218493	S	230	43	273	0.01154
Lactobacillus kimbladii	1218506	S	2	4	6	0.00025
Lactobacillus panisapium	2012495	S	1	0	1	0.00004
Bombilactobacillus mellifer	1218492	S	15	8	23	0.00097
Bombilactobacillus bombi	1303590	S	8	6	14	0.00059
Streptococcus parauberis	1348	S	2	2	4	0.00017
Lactococcus lactis	1358	S	2	12	14	0.00059
Bifidobacterium asteroides	1684	S	337	15	352	0.01488
Bifidobacterium coryneforme	1687	S	58	10	68	0.00287
Streptomyces sp. T12	477697	S	2	1	3	0.00013
Homo sapiens	9606	S	38	46	84	0.00355
Apis mellifera filamentous virus	1100043	S	221	0	221	0.00934
