#Classification	SRR20002449_bracken_P.kreport
k__Bacteria	81383
k__Bacteria|p__Proteobacteria	74772
k__Bacteria|p__Actinobacteria	5229
k__Bacteria|p__Firmicutes	1306
k__Bacteria|p__Deinococcus-Thermus	19
k__Bacteria|p__Cyanobacteria	1
k__Bacteria|p__Bacteroidetes	48
k__Bacteria|p__Chlamydiae	7
k__Eukaryota	3237
k__Eukaryota|k__Metazoa	2935
k__Eukaryota|k__Metazoa|p__Chordata	2935
k__Eukaryota|k__Fungi	255
k__Eukaryota|k__Fungi|p__Basidiomycota	255
k__Eukaryota|k__Viridiplantae	45
k__Eukaryota|k__Viridiplantae|p__Streptophyta	45
k__Eukaryota|p__Euglenozoa	1
k__Viruses	9
k__Viruses|k__Heunggongvirae	9
k__Viruses|k__Heunggongvirae|p__Uroviricota	9
