name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Gilliamella apicola	133069	S	270	2863	3133	0.10986
Gilliamella apis_A	133086	S	105	2601	2706	0.09489
Gilliamella sp946481345	133105	S	44	1985	2029	0.07115
Gilliamella apicola_N	133081	S	32	410	442	0.01550
Gilliamella sp946482005	133106	S	19	751	770	0.02700
Gilliamella apis	133085	S	15	219	234	0.00821
Gilliamella apicola_R	133084	S	12	306	318	0.01115
Gilliamella sp946480175	133104	S	9	73	82	0.00288
Gilliamella sp945271295	133099	S	9	10	19	0.00067
Gilliamella apicola_Q	133083	S	8	109	117	0.00410
Gilliamella sp002142215	133091	S	7	108	115	0.00403
Gilliamella apicola_P	133082	S	1	20	21	0.00074
Frischella perrara	133059	S	401	1509	1910	0.06698
Rahnella victoriana	133416	S	61	286	347	0.01217
Rahnella variigena	133415	S	11	114	125	0.00438
Rahnella inusitata	133408	S	10	41	51	0.00179
Hafnia paralvei	133110	S	56	396	452	0.01585
Hafnia alvei	133108	S	2	16	18	0.00063
Serratia_J liquefaciens	133481	S	8	119	127	0.00445
Serratia_J liquefaciens_A	133482	S	2	26	28	0.00098
Escherichia coli_F	133042	S	1	71	72	0.00252
Klebsiella grimontii	133137	S	2	47	49	0.00172
Enterobacter sp946477805	132996	S	1	7	8	0.00028
CALYPF01 sp945271245	132863	S	1	3	4	0.00014
Snodgrassella alvi	130431	S	257	1551	1808	0.06340
Snodgrassella sp946481965	130443	S	39	189	228	0.00800
Snodgrassella alvi_G	130436	S	11	59	70	0.00245
Snodgrassella alvi_B	130432	S	1	8	9	0.00032
Vogesella mureinivorans	129842	S	20	227	247	0.00866
Limnobacter parvus	127534	S	4	7	11	0.00039
Tepidimonas fonticaldi	129258	S	1	33	34	0.00119
Entomomonas sp945283395	138084	S	78	45	123	0.00431
Commensalibacter melissae	113763	S	38	102	140	0.00491
Commensalibacter sp945266285	113767	S	6	43	49	0.00172
Bombella apis	113693	S	4	7	11	0.00039
Bombella pollinis	113699	S	4	17	21	0.00074
Bombella pluederhausensis	113698	S	1	0	1	0.00004
Bartonella_A sp945285915	119309	S	1	65	66	0.00231
Lactobacillus apis	55371	S	239	1497	1736	0.06088
Lactobacillus melliventris	55401	S	62	715	777	0.02725
Lactobacillus helsingborgensis	55384	S	44	587	631	0.02213
Lactobacillus kullabergensis	55399	S	16	400	416	0.01459
Lactobacillus apis_A	55372	S	16	421	437	0.01532
Lactobacillus huangpiensis	55387	S	13	198	211	0.00740
Lactobacillus sp945290125	55440	S	10	66	76	0.00267
Lactobacillus kimbladii	55396	S	8	225	233	0.00817
Lactobacillus kimbladii_B	55397	S	7	200	207	0.00726
Lactobacillus sp946482465	55445	S	7	181	188	0.00659
Lactobacillus sp016100975	55419	S	6	95	101	0.00354
Lactobacillus sp946477855	55442	S	6	163	169	0.00593
Lactobacillus laiwuensis	55400	S	5	82	87	0.00305
Lactobacillus sp946479925	55443	S	4	123	127	0.00445
Lactobacillus sp946482425	55444	S	1	65	66	0.00231
Bombilactobacillus mellis	55231	S	242	4176	4418	0.15493
Bombilactobacillus mellis_A	55232	S	29	1159	1188	0.04166
Bombilactobacillus mellifer	55230	S	21	211	232	0.00814
Fructobacillus fructosus	55294	S	33	167	200	0.00701
Fructobacillus apis	55289	S	2	11	13	0.00046
Apilactobacillus waqarii	55221	S	1	12	13	0.00046
CALYQJ01 sp945273735	55234	S	1	4	5	0.00018
Bifidobacterium indicum	42787	S	66	199	265	0.00929
Bifidobacterium choladohabitans	42770	S	5	267	272	0.00954
Bifidobacterium polysaccharolyticum	42812	S	2	41	43	0.00151
Bifidobacterium asteroides_G	42752	S	1	9	10	0.00035
Bifidobacterium asteroides_F	42751	S	1	31	32	0.00112
Bifidobacterium asteroides	42750	S	1	22	23	0.00081
Bifidobacterium asteroides_H	42753	S	1	81	82	0.00288
Bifidobacterium apousia	42747	S	1	39	40	0.00140
Bifidobacterium asteroides_J	42755	S	1	42	43	0.00151
Microbacterium sp017405925	44340	S	1	9	10	0.00035
Cutibacterium acnes	48418	S	1	76	77	0.00270
Saccharomonospora azurea	47511	S	1	1	2	0.00007
CAMLLW01 sp946481295	63976	S	3	11	14	0.00049
Apibacter sp945280365	89010	S	4	33	37	0.00130
Veillonella sp022737715	73030	S	2	4	6	0.00021
