feature	Acinetobacter	Alcaligenes	Azospirillum	Corynebacterium	Cutibacterium	Escherichia	Lactobacillus	Meiothermus	Micrococcus	Moraxella	Neisseria	Paraburkholderia	Prevotella	Pseudomonas	Staphylococcus	Streptococcus
SRR20002340	0.0458187026427647	0	0	0	0.488869894659028	0	0	0	0	0	0	0.0270929587876548	0	0.438218443910553	0	0
SRR20002343	0.0390098128332126	0	0	0	0.34611133527533	0	0	0.0458827091553727	0.00101515385755258	0.00149691091728212	0	0.00385116978440249	0	0.205276619002012	0.357356289174835	0
SRR20002345	0.0111882824469524	0.0964430644361623	0.00318173641044092	0	0.775352917152392	0	0	0.00630070373174543	0.00233394345161478	0.00530768033138797	0	0.00146112490823098	0	0.0983058294637694	0.000124717667303725	0
SRR20002351	0.0360472584936717	0.00656499747785198	0	0.00942182582761109	0.693009554511939	0	0.000566695711829486	0	0	0	0.00730885509305262	0.0152770637971874	0	0.100289574466745	0.00585449670638231	0.12565967791373
SRR20002352	0.000580708348621468	0	0	0	0.0151722953828527	0	0	0	0	0	0	4.01721956402437e-05	0	0.00770054214579233	0.972849098787694	0.00365718313939931
SRR20002353	0.113192818110851	0.000222344484639567	0	0	0.435736763605616	0	0	0	0	0	0	0.0429416986794036	0	0.40790637511949	0	0
SRR20002355	0.0126573010773682	0	0	0	0.680840773149216	0	0	0	0	0	0	0.0131454003301326	0	0.293356525443283	0	0
SRR20002356	0	0	0	0	0.075514406115417	0.00692177871232534	0	0	0	0	0	0	0	0.890946503822136	0	0.026617311350122
SRR20002360	0.0139639375962569	0	0	0	0.566134928212281	0	0	0	0	0	0	0.0112107125483681	0	0.408690421643094	0	0
SRR20002363	8.94978350913567e-05	0	0	0	0.00353398020473687	0	0	0	0	0	0	0.000283804571579869	0	0.00881282982764899	0.974528137890956	0.0127517496699873
SRR20002365	0.0194779403693071	0	0	0	0.841668302191825	0	0	0	0	0	0	0	0	0.138853757438867	0	0
SRR20002368	0.00102783296954596	9.77977499765072e-05	0	0	0.0118675149974369	0	0	0	0	0	0	6.86497439420821e-05	0	0.00760436589863359	0.979333838640465	0
SRR20002369	0	0	0	0	0	0.792005120624228	0.0594053370315619	0	0	0	0	0	0.00554124693295945	0	0.14304829541125	0
SRR20002371	0	0	0	0	0.361319358740567	0	0	0	0	0	0	0	0	0.0263282310105792	0.324547023031062	0.287805387217791
SRR20002373	0.0594233806536764	0.0239896574602608	0	0	0.431532230479914	0	0	0.0187806981925445	0	0	0	0.0154882092629163	0	0.450785823950688	0	0
SRR20002375	0.0524064023991801	0	0	0	0.527010264840685	0	0	0.00731859983629448	0	0	0	0.00511293158989245	0	0.408151801333948	0	0
SRR20002377	0	0	0	0	0.0935095822668243	0	0	0	0	0	0	0	0	0.00801966485632038	0.898470752876855	0
SRR20002378	0	0	0	0	0.269579124304388	0	0	0	0	0	0	0.0466841827548128	0	0.683736692940799	0	0
SRR20002379	0.123001524812291	0	0	0	0.189273893005757	0	0	0	0	0.000358918262859221	0	0.0504528096275101	0	0.636912854291582	0	0
SRR20002380	0	0	0	0	0.000394162258701343	0	0	0	0	0	0	0	0	0.000662816490501112	0.998943021250798	0
SRR20002382	0.0393908417920554	0	0	0	0.611494312743751	0	0	0.0669689886645528	0	0	0	0.000981841147478009	0	0.281164015652163	0	0
SRR20002384	0.000649601007216407	0	0	0.96957781674746	0.0152866711249004	0	0	0.00114899971968616	0	0	0	0.00180003578067404	0	0.0115368756200628	0	0
SRR20002386	0	0	0	0	0.749713543002753	0	0	0	0	0	0	0	0	0.250286456997247	0	0
SRR20002388	0.0870581511834413	0	0.0246672791399679	0	0.357251910933313	0	0	0.00213479618095762	0.0188709337116713	0	0	0.00769855681132887	0	0.50231837203932	0	0
SRR20002391	0.0295236965210532	0.00119830006186901	0.00359678356487912	0.00125809735375795	0.766194629041771	0	0	0	0.00297621009472456	0	0	0.0201170017983133	0	0.175135281563632	0	0
SRR20002394	0	0	0	0.983787247378035	0	0	0	0	0	0	0	0	0	0	0.016212752621965	0
SRR20002396	0.0285042936070911	0	0	0	0.151163101727589	0.475954877925049	0	0.0116633000359722	0.00155464548917605	0.000569560124334745	0.0206877150262413	0.00895385410037171	0	0.229245874724444	0.0042700867945064	0.0674326904452254
SRR20002397	0.0353933596632888	0.0177830498903301	0	0	0.25362840329595	0	0	0	0.253971587980961	0	0	0.0225290989622967	0	0.414758777895233	0.00193572231193996	0
SRR20002401	0.011526787044155	0	0	0	0.171028875217255	0.019277055490706	0	0	0	8.9418313432649e-05	0.0947885218565184	0.00298836003491913	0	0.0780489026201354	0.0678654341246343	0.554386645298245
SRR20002402	0	0	0	0	0.541608332866663	0	0	0	0	0	0	0.0125534337608034	0	0.445838233372534	0	0
SRR20002403	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SRR20002406	0.000306783572931834	0	0.00241452977867075	0	0.734497097477699	0	0	0.00336508198910203	0.0009680372845362	0	0	0.0003703656605861	0	0.258078104236474	0	0
SRR20002410	0.00515540673560248	0	0	0.950692360416693	0.0106621663750809	0	0	0	3.01159631893697e-05	0.000373661024756995	0	0.000575549518730177	0	0.0325107399659467	0	0
SRR20002412	0.00774952605973551	0	0	0.16464697477648	0.0996546009638689	0	0.00392348941850638	0	0	0	0.0181876321259171	0.00564566271695298	0.0176176348921548	0.070016775074422	0.540615728979766	0.0719419749921962
SRR20002416	0.20850583364697	0	0	0	0.363698843088806	0	0	0	0	0	0	0	0	0.427795323264224	0	0
SRR20002417	0.231033495562554	0	0	0	0.292012596621815	0	0	0	0	0	0	0	0	0.476953907815631	0	0
SRR20002419	0.0218594502840962	0	0	0	0.784677955408344	0	0.0018574223664297	0	0	0.00114464686067079	0	0.00707067293067901	0	0.179246891465095	0.00414296068468509	0
SRR20002420	0	0	0	0	0.442936853413826	0	0	0	0	0	0	0	0	0.557063146586174	0	0
SRR20002421	0	0	0	0	0.0718268899368023	0	0	0	0	0	0	0	0	0.0356299365798882	0.89254317348331	0
SRR20002422	0.00428219840774311	0	0	0	0.424060256193537	0	6.55581228136338e-05	0	0	0	0	0.000989077412620028	0	0.0219611880250593	0.538640751891257	0.0100009699469706
SRR20002425	0.0849274461895504	0	0.00202382755182402	0	0.288603510855765	0	0	0	0.0162668934617337	0.00215897154311852	0	0.045537600946082	0	0.560481749451926	0	0
SRR20002427	0.00104950746705659	0	0	0.0326464701467782	0.0018776588234773	0	0.000369155610663051	0	0	0	0	0.000132826144178069	0.958807487002347	0.00372468465644664	0	0.00139221014905289
SRR20002430	0.0042143971115389	0	0	0	0.447334236389028	0	0	0	0	0	0.0749558865113362	0	0	0.445611680288649	0.000438973973967794	0.0274448257254801
SRR20002433	0.0301820639275973	0	0	0	0.846024394743048	0	4.53672543438076e-05	0	0	0	0	0.00231244599263766	0	0.119645005514689	0.00179072256768388	0
SRR20002435	0	0	0	0.983861040356329	0.000749451135236431	0.0130697133813092	0.00160022586575001	0	0	0	0	0	0	0.000719569261375033	0	0
SRR20002439	0	0	0	0	0.973929507719196	0	0	0	0	0	0	0	0	0.026070492280804	0	0
SRR20002441	0	0	0	0	2.30720894219899e-05	0.99684673576846	4.2485688961209e-05	0	0	0	0	0	0.000117779771064685	0.000114239296984584	0.00285568738510793	0
SRR20002442	0.118849342754886	0	0	0	0.200786858041082	0	0	0	0	0	0	0.0462738123019803	0	0.634089986902051	0	0
SRR20002443	0.00749093807368644	0	0	0.213319358203007	0.424860147536588	0	0.000142895938807242	0	0.0013311519736461	0	0	0.00726827013020525	0.000105437780090781	0.0850442405132878	0.260437559850681	0
