#Classification	SRR20002344_bracken_P.kreport
k__Bacteria	2077652
k__Bacteria|p__Proteobacteria	1603119
k__Bacteria|p__Firmicutes	326740
k__Bacteria|p__Actinobacteria	91332
k__Bacteria|p__Deinococcus-Thermus	50024
k__Bacteria|p__Cyanobacteria	157
k__Bacteria|p__Chloroflexi	6
k__Bacteria|p__Bacteroidetes	5941
k__Bacteria|p__Verrucomicrobia	194
k__Bacteria|p__Chlamydiae	7
k__Bacteria|p__Fusobacteria	63
k__Bacteria|p__Candidatus_Saccharibacteria	19
k__Bacteria|p__Spirochaetes	19
k__Bacteria|p__Synergistetes	13
k__Bacteria|p__Acidobacteria	9
k__Bacteria|p__Aquificae	5
k__Eukaryota	14095
k__Eukaryota|k__Fungi	7799
k__Eukaryota|k__Fungi|p__Basidiomycota	6447
k__Eukaryota|k__Fungi|p__Ascomycota	1352
k__Eukaryota|k__Metazoa	4989
k__Eukaryota|k__Metazoa|p__Chordata	4989
k__Eukaryota|k__Viridiplantae	1278
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1278
k__Eukaryota|p__Apicomplexa	20
k__Eukaryota|p__Euglenozoa	7
k__Archaea	85
k__Archaea|p__Euryarchaeota	85
k__Viruses	748
k__Viruses|k__Heunggongvirae	742
k__Viruses|k__Heunggongvirae|p__Uroviricota	742
k__Viruses|k__Bamfordvirae	4
k__Viruses|k__Bamfordvirae|p__Nucleocytoviricota	4
k__Viruses|k__Shotokuvirae	2
k__Viruses|k__Shotokuvirae|p__Cossaviricota	2
