#Classification	SRR20002438_bracken_P.kreport
k__Bacteria	62125
k__Bacteria|p__Proteobacteria	54970
k__Bacteria|p__Actinobacteria	3847
k__Bacteria|p__Firmicutes	3256
k__Bacteria|p__Deinococcus-Thermus	8
k__Bacteria|p__Bacteroidetes	42
k__Eukaryota	1831
k__Eukaryota|k__Metazoa	1601
k__Eukaryota|k__Metazoa|p__Chordata	1601
k__Eukaryota|k__Fungi	137
k__Eukaryota|k__Fungi|p__Basidiomycota	136
k__Eukaryota|k__Fungi|p__Ascomycota	1
k__Eukaryota|k__Viridiplantae	76
k__Eukaryota|k__Viridiplantae|p__Streptophyta	76
k__Eukaryota|p__Apicomplexa	15
