#Classification	SRR20002408_bracken_P.kreport
k__Bacteria	19810
k__Bacteria|p__Proteobacteria	15115
k__Bacteria|p__Actinobacteria	2310
k__Bacteria|p__Firmicutes	2349
k__Bacteria|p__Deinococcus-Thermus	16
k__Bacteria|p__Bacteroidetes	17
k__Bacteria|p__Chlamydiae	1
k__Eukaryota	2631
k__Eukaryota|k__Metazoa	2447
k__Eukaryota|k__Metazoa|p__Chordata	2447
k__Eukaryota|k__Fungi	159
k__Eukaryota|k__Fungi|p__Basidiomycota	109
k__Eukaryota|k__Fungi|p__Ascomycota	50
k__Eukaryota|p__Apicomplexa	12
k__Eukaryota|k__Viridiplantae	12
k__Eukaryota|k__Viridiplantae|p__Streptophyta	12
