name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Bacteroides thetaiotaomicron	818	S	362026	3407410	3769436	0.42633
Bacteroides uniformis	820	S	30129	842077	872206	0.09865
Bacteroides ovatus	28116	S	1059	65125	66184	0.00749
Bacteroides xylanisolvens	371601	S	1007	42539	43546	0.00493
Bacteroides caccae	47678	S	162	7642	7804	0.00088
Bacteroides nordii	291645	S	135	257	392	0.00004
Bacteroides sp. HF-162	2785531	S	80	18302	18382	0.00208
Bacteroides sp. CACC 737	2755405	S	22	2617	2639	0.00030
Bacteroides sp. A1C1	2528203	S	15	2551	2566	0.00029
Bacteroides sp. DH3716P	2847299	S	1	321	322	0.00004
Bacteroides stercoris	46506	S	117	1692	1809	0.00020
Bacteroides faecis	674529	S	80	1508	1588	0.00018
Bacteroides eggerthii	28111	S	36	425	461	0.00005
Bacteroides fragilis	817	S	21	413	434	0.00005
Bacteroides salyersiae	291644	S	17	110	127	0.00001
Bacteroides humanifaecis	2792859	S	9	1795	1804	0.00020
Bacteroides cellulosilyticus	246787	S	5	103	108	0.00001
Bacteroides finegoldii	338188	S	4	54	58	0.00001
Bacteroides helcogenes	290053	S	1	0	1	0.00000
Phocaeicola vulgatus	821	S	82	1084	1166	0.00013
Phocaeicola dorei	357276	S	43	1117	1160	0.00013
Phocaeicola coprophilus	387090	S	1	15	16	0.00000
Parabacteroides distasonis	823	S	323	3770	4093	0.00046
Parabacteroides goldsteinii	328812	S	92	1689	1781	0.00020
Parabacteroides merdae	46503	S	29	827	856	0.00010
Parabacteroides johnsonii	387661	S	2	43	45	0.00001
Prevotella corporis	28128	S	178	443	621	0.00007
Prevotella jejuni	1177574	S	1	1	2	0.00000
Paraprevotella xylaniphila	454155	S	160	780	940	0.00011
Paraprevotella clara	454154	S	5	21	26	0.00000
Segatella copri	165179	S	53	170	223	0.00003
Hoylesella buccalis	28127	S	8	78	86	0.00001
Alistipes onderdonkii	328813	S	60	535	595	0.00007
Alistipes finegoldii	214856	S	9	131	140	0.00002
Alistipes communis	2585118	S	5	48	53	0.00001
Alistipes shahii	328814	S	2	47	49	0.00001
Alistipes dispar	2585119	S	2	14	16	0.00000
Alistipes sp. dk3624	2662363	S	2	15	17	0.00000
Alistipes indistinctus	626932	S	1	7	8	0.00000
Odoribacter splanchnicus	28118	S	6	92	98	0.00001
Butyricimonas virosa	544645	S	1	2	3	0.00000
Butyricimonas faecihominis	1472416	S	1	19	20	0.00000
Coprobacter fastidiosus	1099853	S	2	44	46	0.00001
Barnesiella sp. An22	1965590	S	1	1	2	0.00000
Klebsiella pneumoniae	573	S	383	515816	516199	0.05838
Klebsiella oxytoca	571	S	15	1235	1250	0.00014
Klebsiella aerogenes	548	S	2	135	137	0.00002
Klebsiella quasipneumoniae	1463165	S	1	194	195	0.00002
Citrobacter freundii	546	S	2	1329	1331	0.00015
Citrobacter freundii complex sp. CFNIH9	2077149	S	2	2246	2248	0.00025
Citrobacter amalonaticus	35703	S	10	3195	3205	0.00036
Escherichia coli	562	S	132	194093	194225	0.02197
Proteus mirabilis	584	S	84	10126	10210	0.00115
Haemophilus parainfluenzae	729	S	1	17	18	0.00000
Sutterella wadsworthensis	40545	S	4	290	294	0.00003
Akkermansia muciniphila	239935	S	13	132	145	0.00002
Treponema pedis	409322	S	1	3	4	0.00000
Enterocloster bolteae	208479	S	34459	359554	394013	0.04456
Enterocloster clostridioformis	1531	S	752	27806	28558	0.00323
Enterocloster asparagiformis	333367	S	173	443	616	0.00007
Blautia coccoides	1532	S	1105	78491	79596	0.00900
Blautia producta	33035	S	162	12816	12978	0.00147
Blautia pseudococcoides	1796616	S	160	253	413	0.00005
Blautia wexlerae	418240	S	80	4469	4549	0.00051
Blautia parvula	2877527	S	58	1966	2024	0.00023
Blautia obeum	40520	S	24	750	774	0.00009
Blautia argi	1912897	S	11	382	393	0.00004
Blautia hydrogenotrophica	53443	S	3	126	129	0.00001
Blautia luti	89014	S	1	26	27	0.00000
Blautia sp. SC05B48	2479767	S	1	58	59	0.00001
Hungatella hathewayi	154046	S	12492	87915	100407	0.01136
Wansuia hejianensis	2763667	S	445	8717	9162	0.00104
[Ruminococcus] torques	33039	S	152	3202	3354	0.00038
Mediterraneibacter gnavus	33038	S	125	3172	3297	0.00037
[Ruminococcus] lactaris	46228	S	4	31	35	0.00000
Mediterraneibacter glycyrrhizinilyticus	342942	S	1	55	56	0.00001
[Clostridium] symbiosum	1512	S	246	1071	1317	0.00015
