#Classification	S-10-POLPIL-B_bracken_O.kreport
k__Bacteria	47532
k__Bacteria|p__Proteobacteria	38865
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	25045
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	25045
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	8658
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	6660
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	975
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	1022
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	5159
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	4862
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	294
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	2
k__Bacteria|p__Proteobacteria|c__Oligoflexia	1
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bdellovibrionales	1
k__Bacteria|p__Actinobacteria	4028
k__Bacteria|p__Actinobacteria|c__Actinomycetia	4028
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	3595
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	69
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Nakamurellales	300
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales	7
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales	3
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales	2
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	2
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Catenulisporales	50
k__Bacteria|p__Cyanobacteria	664
k__Bacteria|p__Cyanobacteria|o__Nostocales	658
k__Bacteria|p__Cyanobacteria|o__Chroococcidiopsidales	5
k__Bacteria|p__Firmicutes	65
k__Bacteria|p__Firmicutes|c__Bacilli	65
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	65
k__Bacteria|p__Acidobacteria	3352
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	3352
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales	3352
k__Bacteria|p__Bacteroidetes	430
k__Bacteria|p__Bacteroidetes|c__Cytophagia	337
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales	337
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	93
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales	93
k__Bacteria|p__Planctomycetes	125
k__Bacteria|p__Planctomycetes|c__Planctomycetia	125
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Gemmatales	113
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Isosphaerales	12
k__Eukaryota	378
k__Eukaryota|k__Viridiplantae	234
k__Eukaryota|k__Viridiplantae|p__Streptophyta	234
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida	233
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida|o__Funariales	233
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	1
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Rosales	1
k__Eukaryota|k__Metazoa	131
k__Eukaryota|k__Metazoa|p__Chordata	131
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia	131
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia|o__Primates	131
k__Eukaryota|k__Fungi	11
k__Eukaryota|k__Fungi|p__Ascomycota	11
k__Eukaryota|k__Fungi|p__Ascomycota|c__Eurotiomycetes	11
k__Eukaryota|k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales	11
k__Viruses	1
k__Viruses|c__Naldaviricetes	1
k__Viruses|c__Naldaviricetes|o__Lefavirales	1
