#Classification	S-10-POLPIL-B_bracken_C.kreport
k__Bacteria	47539
k__Bacteria|p__Proteobacteria	38865
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	25045
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	8658
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	5159
k__Bacteria|p__Proteobacteria|c__Oligoflexia	1
k__Bacteria|p__Actinobacteria	4692
k__Bacteria|p__Actinobacteria|c__Actinomycetia	4692
k__Bacteria|p__Firmicutes	65
k__Bacteria|p__Firmicutes|c__Bacilli	65
k__Bacteria|p__Acidobacteria	3359
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	3359
k__Bacteria|p__Bacteroidetes	430
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	93
k__Bacteria|p__Bacteroidetes|c__Cytophagia	337
k__Bacteria|p__Planctomycetes	125
k__Bacteria|p__Planctomycetes|c__Planctomycetia	125
k__Eukaryota	386
k__Eukaryota|k__Viridiplantae	241
k__Eukaryota|k__Viridiplantae|p__Streptophyta	241
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida	233
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	8
k__Eukaryota|k__Metazoa	131
k__Eukaryota|k__Metazoa|p__Chordata	131
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia	131
k__Eukaryota|k__Fungi	12
k__Eukaryota|k__Fungi|p__Ascomycota	11
k__Eukaryota|k__Fungi|p__Ascomycota|c__Eurotiomycetes	11
k__Eukaryota|k__Fungi|p__Basidiomycota	1
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Agaricomycetes	1
k__Viruses	1
k__Viruses|c__Naldaviricetes	1
