feature	Acidaminococcaceae	Actinomycetaceae	Acutalibacteraceae	Akkermansiaceae	Anaerofustaceae	Anaerotignaceae	Anaerovoracaceae	Atopobiaceae	Bacteroidaceae	Barnesiellaceae	Bianqueaceae	Bifidobacteriaceae	Borkfalkiaceae	Burkholderiaceae	Butyricicoccaceae	CAG.138	CAG.272	CAG.274	CAG.382	CAG.508	CAG.74	Campylobacteraceae	Christensenellaceae	Clostridiaceae	Coprobacillaceae	Coriobacteriaceae	Desulfovibrionaceae	Dialisteraceae	Eggerthellaceae	Enterobacteriaceae	Erysipelotrichaceae	Eubacteriaceae	GCA.900066905	Gemellaceae	Lachnospiraceae	Lactobacillaceae	Marinifilaceae	Megasphaeraceae	Micrococcaceae	Monoglobaceae	Mycobacteriaceae	Nanosynbacteraceae	Oscillospiraceae	Pasteurellaceae	Peptococcaceae	Peptoniphilaceae	Peptostreptococcaceae	Porphyromonadaceae	Pseudomonadaceae	QALW01	QAND01	Rhizobiaceae	Rikenellaceae	Ruminococcaceae	Selenomonadaceae	Staphylococcaceae	Streptococcaceae	Tannerellaceae	Turicibacteraceae	UBA1255	UBA1381	UBA644	UBA660	UMGS124	UMGS1783	Veillonellaceae	Xanthobacteraceae
NS4	0	0	8013	0	0	521	0	0	300852	0	0	39073	0	18018	2404	750	0	143	0	0	0	0	0	51	934	3090	130	2568	173	8355	520	0	0	0	426949	0	1619	0	0	0	0	0	7676	2016	0	0	487	0	0	0	0	0	5302	169525	0	0	2217	5059	94	0	2967	0	0	0	0	563	0
NS40	1066	0	218886	0	0	0	3711	4071	64297	4908	0	49455	0	458	3176	3718	396	0	0	0	1260	0	253	2641	1125	10783	0	37	1843	497	5619	0	0	0	281082	8639	553	6387	0	18366	0	0	49734	0	3340	213	566	96	0	0	464	0	29972	207362	2682	0	392	11062	0	0	10900	0	0	59	0	0	0
NS41	1410	0	45375	1997	0	1638	928	193	459667	9065	450	4215	32	2899	1533	1935	856	0	742	0	1199	40	273	933	11246	1184	43	53	308	0	2667	0	0	0	202053	1644	2645	1010	0	861	0	0	55683	0	179	34	279	0	0	0	245	0	33435	131733	2069	0	222	25556	0	0	1446	0	0	0	0	0	0
NS46	0	35	169013	1746	0	538	3025	0	109817	0	3036	29727	0	340	799	4510	1173	105	38	25660	7430	57	1472	298	8974	0	717	5193	11907	1574	1415	649	477	0	342938	195	2482	0	0	1414	0	0	47491	0	0	306	4622	410	0	97	657	0	8028	197867	0	759	0	3436	3005	1532	109	0	0	0	0	0	0
NS51	249	104	47489	0	81	160	480	0	21519	206	0	88898	0	1367	4057	1688	0	0	0	0	1709	0	0	19639	1794	18212	36	175	2698	5680	1682	0	0	0	548995	1372	0	0	0	688	0	0	4757	0	2960	2221	37706	1674	906	0	0	1090	159	171853	0	0	5673	863	150	0	10584	0	0	0	0	141	147
NS55	0	0	40585	176	0	137	271	0	43267	0	0	11514	0	0	2696	1132	0	0	0	0	510	0	3176	893	55307	4590	0	445	2286	879	1217	0	0	0	705142	0	1140	0	0	414	0	0	3048	0	0	0	6542	0	0	0	0	0	407	114778	0	0	1633	88	80	0	7716	0	0	0	0	0	0
NS58	46	872	11501	0	0	0	0	0	4517	0	0	23606	0	952	643	820	0	0	0	0	1627	0	0	1740	25801	8209	0	0	1042	0	640	0	0	175	855444	0	0	0	0	0	0	31	513	112	0	0	14215	0	0	0	0	65	1422	35560	0	0	8928	71	8548	0	2662	0	0	0	0	87	0
NS6	0	0	27190	31	0	60	301	0	360606	0	326	0	0	221	2572	2240	0	0	0	0	0	0	0	0	8558	3386	53	895	1833	174	1845	0	0	0	415432	65	6888	0	0	0	0	0	12063	0	0	3201	1736	2497	30	0	0	0	50650	77603	0	0	596	24788	0	0	4146	0	0	0	0	23	0
NS62	550	104	105946	8197	127	179	3195	0	12532	310	375	21654	70	52	510	1411	0	0	0	2988	1115	0	626	3847	8899	0	0	0	5953	0	3043	0	0	0	695195	0	143	0	0	945	168	0	7826	0	0	0	5652	0	0	0	213	0	9481	103131	0	0	2208	1774	74	0	1527	0	0	0	0	0	0
NS67	0	357	143550	3606	45	5938	8974	0	56473	0	2188	68406	0	357	4910	5158	167	0	0	0	5907	0	3842	451	1663	8977	449	115216	3807	2463	2306	15	0	0	260362	8359	0	0	0	57	0	29	84635	0	0	822	3627	27	6755	610	1159	42	0	192270	0	0	885	1022	564	1171	563	0	0	47	329	45	0
NS7	346	703	17763	0	0	132	366	0	107313	0	397	106177	0	1453	1548	1930	0	0	0	0	1859	0	0	2374	1275	25262	490	4164	1563	305	366	0	0	63	340751	44588	587	8211	20	0	0	46	16117	253	0	0	95538	0	0	0	0	0	12667	198027	2643	0	5793	1242	4264	0	1915	0	0	0	0	1499	0
NS70	510	46	41178	0	0	0	1077	0	118564	0	130	38951	0	1412	4321	562	0	0	0	0	354	0	0	7484	15839	18113	34	0	1911	0	408	0	0	0	606424	58	0	0	36	0	0	0	4241	0	0	0	4236	0	0	0	0	975	225	122949	0	0	13666	1462	1174	0	3344	0	0	151	0	86	115
NS71	4700	242	96495	38135	583	0	6044	0	54911	0	838	83271	0	511	517	13869	311	0	458	358	33321	0	1181	23582	21616	15879	66	44	7309	0	13063	559	153	0	381728	204	132	210	0	1886	0	0	99292	0	0	0	42830	0	0	0	758	0	2931	47946	0	0	5177	1765	3880	325	0	69	0	0	129	0	0
NS72	0	2040	79960	1364	0	0	5852	2568	14588	0	0	149067	0	75	254	540	0	406	0	572	0	0	0	46955	19345	29278	0	1426	3614	0	12380	282	0	141	467538	68599	0	2643	0	31	0	160	395	0	33	0	2387	0	0	0	0	53	113	58895	7311	63	14400	2156	141	0	7604	0	6769	0	0	0	0
NS77	18741	0	28334	0	0	18227	2904	0	328471	2067	592	5015	0	3300	3006	2759	0	0	0	0	2245	0	171	0	3728	5993	864	0	454	32137	2388	0	0	0	292250	0	2588	0	37	0	0	0	65456	0	0	0	1461	0	0	0	0	0	16495	147504	0	0	2059	20720	0	0	0	0	0	0	0	103	0
NS78	0	0	65410	0	0	0	981	2120	10437	0	430	59064	52	541	3351	1352	301	0	0	27361	3847	0	0	1947	47022	16458	0	7574	2658	0	63383	0	0	0	527540	892	64	0	0	0	0	0	11059	0	2052	0	29420	0	0	0	213	477	2077	68511	0	0	22633	582	808	0	4952	178	23828	443	0	0	51
NS79	3413	0	48954	0	0	1737	548	0	50966	0	288	96415	0	2236	2453	1199	0	7846	0	0	1973	0	0	968	14453	12309	159	0	1594	0	431	0	0	0	531288	0	287	0	0	0	0	0	5773	0	0	0	1077	0	0	0	0	955	32908	183985	0	0	732	792	0	0	3546	0	0	0	0	0	102
NS81	0	83	54439	250	0	0	1165	0	23120	0	92	28075	0	2327	1727	861	0	507	0	0	0	0	0	3092	14420	0	0	3490	3523	75	6526	0	0	0	620763	244	0	610	0	2374	0	0	3773	0	0	0	43058	0	0	0	0	1697	282	182911	0	0	5130	235	1128	0	2994	0	0	0	0	292	212
NS83	5233	284	55696	3559	0	1021	2286	0	35832	317	624	24690	0	623	1204	5021	159	0	0	0	4527	0	726	1255	12275	33282	308	0	5272	1084	51741	0	0	57	460748	5529	342	0	0	0	0	0	53313	28	0	0	20268	0	0	0	64	124	3726	193002	0	0	14446	2191	1219	0	7559	207	0	227	0	0	0
NS86	0	83	48147	0	0	134	302	914	11496	0	495	32106	0	662	6780	2893	323	0	0	2683	2062	0	0	1454	4976	4648	0	4692	370	425	2778	0	0	56	562970	4743	0	3299	37	0	0	0	23389	266	0	0	8040	0	0	0	0	80	2131	264514	0	176	10045	362	0	0	1314	0	224	0	0	0	0
NS9	4049	0	108207	38	69	6758	2157	0	193670	0	9358	994	56	179	2977	3296	0	0	0	0	1408	0	372	238	3997	4586	2674	0	1107	598	2114	0	0	0	382991	73	9147	0	0	0	0	0	38563	0	0	0	2824	0	0	45	298	0	59442	138442	0	0	3133	23863	0	0	1303	453	0	129	165	0	0
