feature	Acidaminococcaceae	Actinomycetaceae	Acutalibacteraceae	Akkermansiaceae	Anaerofustaceae	Anaerotignaceae	Anaerovoracaceae	Atopobiaceae	Bacteroidaceae	Barnesiellaceae	Bianqueaceae	Bifidobacteriaceae	Borkfalkiaceae	Burkholderiaceae	Butyricicoccaceae	CAG.138	CAG.272	CAG.274	CAG.382	CAG.508	CAG.74	Campylobacteraceae	Christensenellaceae	Clostridiaceae	Coprobacillaceae	Coriobacteriaceae	Desulfovibrionaceae	Dialisteraceae	Eggerthellaceae	Enterobacteriaceae	Erysipelotrichaceae	Eubacteriaceae	GCA.900066905	Gemellaceae	Lachnospiraceae	Lactobacillaceae	Marinifilaceae	Megasphaeraceae	Micrococcaceae	Monoglobaceae	Mycobacteriaceae	Nanosynbacteraceae	Oscillospiraceae	Pasteurellaceae	Peptococcaceae	Peptoniphilaceae	Peptostreptococcaceae	Porphyromonadaceae	Pseudomonadaceae	QALW01	QAND01	Rhizobiaceae	Rikenellaceae	Ruminococcaceae	Selenomonadaceae	Staphylococcaceae	Streptococcaceae	Tannerellaceae	Turicibacteraceae	UBA1255	UBA1381	UBA644	UBA660	UMGS124	UMGS1783	Veillonellaceae	Xanthobacteraceae
NS10	0.01650101026355	0	0.282756700325802	0	0.0082050986739469	0.0417548585200703	0.0199013777411154	0	0.210053206152099	0.0145561560258402	0	0.259166172293236	0	0	0.0779757354055569	0.0159207238099017	0	0	0	0	0	0	0	0	0.0486829210052886	0.292363472947376	0.00757779115703159	0.163427027002323	0.10464251210037	0.0154472178672164	0.0315642581285689	0	0	0	0.851935883832624	0	0	0.182309155554157	0	0	0	0	0.0674032626153764	0	0	0	0.0185626100708225	0	0	0	0	0	0.0177164551454734	0.271390876475015	0	0	0.0134972899266633	0.0254678379506735	0	0	0.0527690422045739	0	0	0	0	0	0
NS11	0.100269681198502	0	0.233539935689611	0.0477227586331541	0	0	0.0327015480592653	0	0.840892995539496	0	0.018191871103561	0.152255091643014	0	0.0535255757410352	0.0432171207642504	0.0374109589070966	0	0	0	0	0	0	0.0114360649724387	0	0.0948216424827976	0.0828113683876287	0.0769961977623709	0	0.0248467100609739	0.0361025106788733	0.0562653202052214	0	0.0076455796831522	0	0.284034244105481	0.0399740700017582	0.105098842111636	0.193072128047327	0	0	0	0	0.18961768483099	0	0.0282095109015967	0	0.0115223799268221	0	0	0	0.00675091121942666	0	0.1277964179018	0.271582680845	0	0	0.0182733975389876	0.258031152996564	0	0	0.0141471954538085	0	0.0536459838819055	0.00802493496892035	0	0	0
NS13	0	0.00717513170122687	0.0470990453848227	0	0	0.0110353433246194	0.034632462277756	0	0.41106020870547	0	0	0.00580184836195522	0	0	0.0453619461851515	0.0303644946828059	0	0	0	0	0.0266462102814873	0	0	0	0.20021364784135	0	0	0.0142467597583965	0.0615764550122561	0	0.0600009345477697	0	0	0	0.909853585831684	0	0	0	0	0.0284268050260022	0	0	0.04994970744366	0	0	0.0209202703547261	0.0244357884056921	0	0	0	0	0	0.242486983368316	0.316585038523604	0	0	0.043510278320376	0.0116464771890687	0.0138592346215283	0	0.039735888733592	0	0	0	0	0	0
NS21	0	0.0050735625149081	0.12327847409237	0.00562861781778378	0	0.0153507646756841	0	0	0.64447865168949	0	0.0359520199772904	0.038223129812372	0	0	0.0595026775722643	0.017434747773898	0	0	0	0	0	0	0	0.00850141349839206	0.0345034789386891	0	0.0324769794890797	0.0838204089888017	0.0308499924982057	0.0407821595012466	0.0548068561252237	0	0	0	0.650450632146297	0	0.0807628349978419	0	0	0	0.00808353226845913	0	0.184275798954564	0.00873122860833985	0	0	0.0480576797000429	0	0	0	0	0	0.0251547907962338	0.422977223820976	0	0	0.0491289905959535	0.106971026918859	0	0	0.0710544903707788	0	0	0	0	0.0702106883782974	0
NS25	0.125800628821789	0	0.101351112121928	0	0	0.158844486761814	0.0173493439874007	0	0.681169327272793	0	0	0.0578710036441439	0	0.0229086976890578	0.104403981642424	0.0374372682217834	0	0	0	0	0	0	0	0.0109903908421761	0.042948484125057	0	0.0616167388946771	0	0.0194738273666592	0	0.103814898380963	0	0	0	0.481815205854736	0	0.0385715541848932	0	0	0.107899670016734	0	0	0.267843191125652	0	0	0	0.0359795707555285	0	0	0	0	0	0.0892308869211476	0.453908448112605	0	0	0.0102925748899298	0.122815191584224	0.00644840244247111	0	0.0683106242055656	0	0	0	0	0	0
NS27	0	0	0.307299639359383	0.0816688832326452	0	0.0146578373197713	0.0142467597583965	0.0252334163714213	0.454111908329386	0	0	0.367472868955842	0	0.00861708714902138	0.0426473916352981	0.04292539796196	0	0.0554814796054536	0	0.10760336273602	0.0233794118966425	0	0	0.0502762277011671	0.126810730525213	0.0809104449204553	0	0.0765931364480792	0.0283045809989543	0	0.0756465329792632	0	0	0	0.594541950080083	0.0167393264354979	0	0.0210382822818387	0	0	0	0	0.069671030109457	0.0172921738935397	0	0	0.0597772304065426	0	0	0	0	0	0.0936618905790529	0.410079541417687	0	0	0.10909069767424	0.115327937703085	0	0	0.0810577883852796	0	0.0158895955980322	0	0	0.0145221040948332	0
NS28	0.0494108116240567	0	0.168968280534788	0.181322921361294	0	0.0242398959464865	0.0175697428791421	0.0214029821104706	0.768394463942044	0.101995864007437	0.0189601529519263	0.102901187081653	0.0790254202336599	0.0520454805819497	0.0478001916825795	0.113440068177454	0.0456337438285623	0	0.00946651126261781	0.206225669105559	0.0887223389324747	0.0161213453133666	0.00598709376275359	0	0.0403958997258551	0.0238254291065107	0.0208131684306217	0.113820121323631	0.0195548957848701	0.0181551595436363	0.041141623724636	0	0	0	0.401087084408907	0	0.0464780850397869	0.0120159099934614	0	0	0.00564468238532441	0	0.18601400448378	0.0076646525551575	0	0.0100778908879305	0.0190126079199005	0.00822851702261957	0	0	0.00822851702261957	0	0.108051060092769	0.31085145926086	0	0	0.0251672996473829	0.111015431448642	0	0	0.0224699828433556	0.0151992769639709	0.169397217441897	0	0	0.00631095514105058	0
NS29	0	0.0103891893223063	0.359227715902287	0	0.037940024025038	0.013752795112013	0.0852339165712407	0	0.233924967275396	0.074660976948284	0	0.385954715109922	0	0.0064489387829527	0.011476143029429	0.0364613788789742	0	0	0	0	0.0361611487041262	0	0.032357419527022	0.110477246602435	0.150047364282425	0.112011960728788	0.0208033197044953	0.0972288418508811	0.0925196527099804	0.00689421237943824	0.142845197752443	0.088420287773698	0.00789833207447657	0	0.677310635658125	0	0	0.0134248467941347	0	0.0492238327354223	0	0	0.127913741536783	0	0	0.0103891893223063	0.146362364844375	0	0	0	0.0233601645646658	0	0.0606885319652922	0.365951792203398	0	0	0.0588872850325449	0.00944035452878974	0.00731242372765934	0	0.0111700444828257	0	0	0	0	0	0
NS30	0	0.00928114418297834	0.0650357689192728	0	0	0.00744618265020862	0	0	0.16720683787721	0.00580199771370726	0	0.236027742812312	0	0.0913009741055052	0.029672235624515	0.0137520052883651	0	0	0	0	0	0	0	0.053775894238659	0.050464569159416	0.115218268635668	0	0.0426833405964842	0.0400969462389939	0.123013648839011	0.064252478047895	0	0	0	1.05036702695497	0.00554011432334015	0	0	0	0.0163507203810399	0	0.0140370697741193	0.0240894270402436	0	0	0	0.0767701014848403	0	0.191555552454375	0	0	0	0.0280062540222465	0.244741309004159	0	0	0.0402942116344299	0.0145224779463547	0	0	0.0729194703273882	0	0	0	0	0	0
NS32	0.0305097623877888	0	0.371143223940671	0.0552806925927503	0	0.0333457501332223	0.0426380201805204	0	0.512774456713585	0.0279214643331978	0.0246538581619155	0.0945373875006786	0	0.0281233840284162	0.063538628536856	0.0783966195638052	0.0313415120920232	0	0	0.154910115018351	0.0723579490397764	0.0148343995461735	0.0169079224599497	0.0242754407255991	0.0180835789782743	0.0471558423404264	0.0511273448643852	0.211119172376126	0.0246120988742633	0.0262503099971455	0.0259349083659458	0	0.00641327893959106	0	0.523335152911327	0.0729190658206676	0.0510063235308602	0	0	0.0130257101521041	0	0	0.236015408047982	0	0	0.0106353475487004	0.0254544859729485	0.00591274495016691	0	0	0.0385290036310443	0	0.084581645574211	0.417340780718403	0	0	0.0226080105957236	0.0727348690008564	0.00918248412395147	0.0107316006781871	0.0525481440326824	0.0124608270845448	0.14982441182035	0	0	0	0
