feature	Acidaminococcaceae	Actinomycetaceae	Acutalibacteraceae	Akkermansiaceae	Anaerofustaceae	Anaerotignaceae	Anaerovoracaceae	Atopobiaceae	Bacteroidaceae	Barnesiellaceae	Bianqueaceae	Bifidobacteriaceae	Borkfalkiaceae	Burkholderiaceae	Butyricicoccaceae	CAG.138	CAG.272	CAG.274	CAG.382	CAG.508	CAG.74	Campylobacteraceae	Christensenellaceae	Clostridiaceae	Coprobacillaceae	Coriobacteriaceae	Desulfovibrionaceae	Dialisteraceae	Eggerthellaceae	Enterobacteriaceae	Erysipelotrichaceae	Eubacteriaceae	GCA.900066905	Gemellaceae	Lachnospiraceae	Lactobacillaceae	Marinifilaceae	Megasphaeraceae	Micrococcaceae	Monoglobaceae	Mycobacteriaceae	Nanosynbacteraceae	Oscillospiraceae	Pasteurellaceae	Peptococcaceae	Peptoniphilaceae	Peptostreptococcaceae	Porphyromonadaceae	Pseudomonadaceae	QALW01	QAND01	Rhizobiaceae	Rikenellaceae	Ruminococcaceae	Selenomonadaceae	Staphylococcaceae	Streptococcaceae	Tannerellaceae	Turicibacteraceae	UBA1255	UBA1381	UBA644	UBA660	UMGS124	UMGS1783	Veillonellaceae	Xanthobacteraceae
NS10	0.000272258627875917	0	0.0778431968509082	0	6.73221334384087e-05	0.00174245521840587	0.000396012549637698	0	0.0434772277933488	0.000211866714056168	0	0.065676701294664	0	0	0.00606790229182363	0.000253448031768127	0	0	0	0	0	0	0	0	0.00236815504683343	0.0830685824433776	5.74218196974662e-05	0.0264714588805319	0.0109101457425186	0.000238597561156713	0.00099597156233881	0	0	0	0.566341507362368	0	0	0.032870031651303	0	0	0	0	0.00453632375609983	0	0	0	0.000344530918184797	0	0	0	0	0	0.000313839945587876	0.0718624173200049	0	0	0.000182165772833341	0.00064847055003173	0	0	0.00278198816120483	0	0	0	0	0	0
NS11	0.0100203597382461	0	0.0535565143731826	0.00227573327256785	0	0	0.0010690101006098	0	0.555380964883167	0	0.000330907667843998	0.0230030366227603	0	0.00286225225269853	0.00186655702460507	0.00139892702693331	0	0	0	0	0	0	0.000130777880704814	0	0.00896422927740267	0.00684206094051093	0.00591670836037232	0	0.0006172319672659	0.00130282509944568	0.00316244693340731	0	5.84537497089697e-05	0	0.078529145138679	0.00159707533103151	0.0110051568096142	0.036815954901446	0	0	0	0	0.0355260094417667	0	0.000795565440954282	0	0.000132759363745796	0	0	0	4.55741099425865e-05	0	0.0162432072284501	0.0719615195993441	0	0	0.000333879892405471	0.0651154956927512	0	0	0.000200129787139184	0	0.00287513189246492	6.43981988319158e-05	0	0	0
NS13	0	5.14816314529007e-05	0.00221668024659701	0	0	0.000121773859013592	0.00119892799402813	0	0.159665329794301	0	0	3.36610667192043e-05	0	0	0.00205629516399375	0.000921719209281742	0	0	0	0	0.000709852495225574	0	0	0	0.0395527434264392	0	0	0.00020295643168932	0.00378687000591049	0	0.0035957939507103	0	0	0	0.623174258392248	0	0	0	0	0.000807865601260904	0	0	0.00249289899996931	0	0	0.000437593867349656	0.00059698891857883	0	0	0	0	0	0.0576564571331265	0.0969220914610784	0	0	0.0018919499558941	0.000135634298250912	0.000192066086574284	0	0.00157811001030623	0	0	0	0	0	0
NS21	0	2.57408157264504e-05	0.0151207491765414	3.16810039710158e-05	0	0.00023562746703443	0	0	0.360938708147661	0	0.00129199094319299	0.00146029627678901	0	0	0.00353639206826464	0.000303939631846933	0	0	0	0	0	0	0	7.22722903088799e-05	0.00119001771166128	0	0.00105438341341037	0.00700942212858725	0.00095142015050457	0.00166226267710424	0.00300078509487966	0	0	0	0.366684850242904	0	0.00650846625329557	0	0	0	6.53420706902202e-05	0	0.0335749339896581	7.62324158052569e-05	0	0	0.00230776313301369	0	0	0	0	0	0.000632630048046223	0.168491459494351	0	0	0.00241171642729358	0.0113992212413211	0	0	0.0050402497255138	0	0	0	0	0.00492144596062249	0
NS25	0.0157424888794726	0	0.0102369244081345	0	0	0.0250200728861098	0.00030096953772465	0	0.396524395858105	0	0	0.00334531601306445	0	0.00052471662826995	0.0108606441738139	0.00140089439434336	0	0	0	0	0	0	0	0.000120783827639498	0.00184343841856348	0	0.00379182016278096	0	0.000379182016278096	0	0.0107388703148003	0	0	0	0.214728894758675	0	0.00148702712388956	0	0	0.01159722751614	0	0	0.0700407595916715	0	0	0	0.00129397100594118	0	0	0	0	0	0.00794104165160994	0.192266072911851	0	0	0.000105933357028084	0.0150078855998947	4.15813177119583e-05	0	0.00465908764648752	0	0	0	0	0	0
NS27	0	0	0.091497709562416	0.00665499089666152	0	0.000214836808178451	0.00020295643168932	0.0006365901735426	0.192426457994454	0	0	0.12906643011517	0	7.42523530570684e-05	0.00181769760283703	0.0018414583558153	0	0.00307503744793673	0	0.011533865508198	0.000546497318500023	0	0	0.00252557003531442	0.0159949468798666	0.00653222700627383	0	0.00585504554639337	0.000800935381642244	0	0.0057114909971497	0	0	0	0.313744902575963	0.000280178878868671	0	0.000442544024220128	0	0	0	0	0.00484620357619133	0.000298989474976462	0	0	0.00356906310360975	0	0	0	0	0	0.00874692719012266	0.158947557048083	0	0	0.0118536456420304	0.0132416696285105	0	0	0.00655598775925209	0	0.000252458000394032	0	0	0.000210876682682074	0
NS28	0.00243944209461451	0	0.0282796058658128	0.0325192566571877	0	0.000587457484009208	0.00030866410176755	0.00045801769939701	0.482999577827164	0.0103671310567862	0.000359444324961566	0.0105513338271959	0.00623202778375192	0.00270628718904581	0.00228311866242901	0.0128135429859568	0.00208099346030381	0	8.96121585776758e-05	0.0419295289984945	0.00785102078205526	0.00025987525987526	3.58448634310703e-05	0	0.0016309412861137	0.000567543670991947	0.000433125433125433	0.012899172381931	0.000382345209931417	0.000329573605435674	0.00169167841581635	0	0	0	0.152427294668674	0	0.00215865733107112	0.000144375144375144	0	0	3.18621008276181e-05	0	0.034203965238448	5.87457484009208e-05	0	0.000101560446388033	0.000361435706263292	6.77069642586884e-05	0	0	6.77069642586884e-05	0	0.0116296668020806	0.0935560892457444	0	0	0.000633259253948909	0.012273878653189	0	0	0.000504815159987574	0.000231000231000231	0.0284219896288862	0	0	3.98276260345226e-05	0
NS29	0	0.000107931371490869	0.123588351729526	0	0.00143875488785534	0.000189127449126201	0.00724724502698779	0	0.0537300190810782	0.00556391171015773	0	0.141709929983236	0	4.15882348863899e-05	0.000131696077140235	0.00132884312422703	0	0	0	0	0.00130705881071511	0	0.00104663724464081	0.0121556469396505	0.0223457546828848	0.012494293995154	0.000432715682032199	0.0094236959860422	0.00853549011239716	4.75294112987313e-05	0.0202663429385653	0.0077977940411981	6.23823523295848e-05	0	0.392752358894585	0	0	0.000180215684507689	0	0.00242102938802912	0	0	0.0162728821934031	0	0	0.000107931371490869	0.0212694115561822	0	0	0	0.000545598033866686	0	0.00367857839530806	0.128048194823057	0	0	0.00346370584839504	8.91176461851211e-05	5.34705877110727e-05	0	0.00012476470465917	0	0	0	0	0	0
NS30	0	8.61371640279322e-05	0.00422369128440412	0	0	5.54446113283242e-05	0	0	0.0276985436878785	3.3662799735054e-05	0	0.0546822479225597	0	0.00831273136986803	0.000880183204837146	0.000189105727923391	0	0	0	0	0	0	0	0.00288906028314375	0.00254451162703202	0.0132166092253893	0	0.00182076143272836	0.00160690364617625	0.0150561822226755	0.00412270288519896	0	0	0	0.752739805369613	3.0692552699608e-05	0	0	0	0.000267322233190134	0	0.000197026386684581	0.000580188254257107	0	0	0	0.00588207921252811	0	0.0362469146558919	0	0	0	0.000784145217357728	0.0587118830673147	0	0	0.00162274496369863	0.000210887539516662	0	0	0.00530783145234189	0	0	0	0	0	0
NS32	0.00093055681229281	0	0.131537547196196	0.00305284328806337	0	0.0011115269768934	0.00181689932300707	0	0.240685177720928	0.000779405595268453	0.000607689586812211	0.0089107241274359	0	0.00079071623055599	0.00403172736022111	0.00613344904455979	0.000981968790872523	0	0	0.0238058025615504	0.00522654174241365	0.000220043268321173	0.000285850600903206	0.000589181274523514	0.000326980183766976	0.00222202571421521	0.00261172851184943	0.0439130273840763	0.000605633107669022	0.000688920512968158	0.000672468679822649	0	4.11295828637706e-05	0	0.249771730815106	0.0053077726685696	0.0025993896369903	0	0	0.000169659529313054	0	0	0.054676639219525	0	0	0.000113106352875369	0.000647790930104387	3.4960145434205e-05	0	0	0.00148374970181052	0	0.00713701086643579	0.164293146988903	0	0	0.00051103506708235	0.00528103843970814	8.43156448707297e-05	0.000115162832018558	0.00275876677058741	0.000155264175310734	0.0222798950373045	0	0	0	0
NS34	0.00791575831992716	0.00259560700704791	0.0241251604277544	0.00774913165688396	3.7689364259771e-05	0.00036995086497091	0.00398812983390892	0	0.489285310471097	0	0.000485994433875994	0.0156638981514359	0	0.000316392294707025	0.000101166188276227	0.00103943299326947	0	0	0	0	0.000264817375193654	0.000310441342455482	0.000160675710791655	0.00884708234729361	0.00607889772495095	0.00297448430039613	0	0.00127350378183016	0.00269478954457362	0.024613138512381	0.00322343246958568	0.000595095225154278	0	0	0.248894610619276	0	0.00713915905110083	0	0	0.000555422210143993	0.000387803721725538	0	0.0223706213389246	0	7.53787285195419e-05	0.00731471214252134	0.00796237411256425	0.00335137794299384	0	0	0.000194397773550398	0	0.0172260231174658	0.0303647338634971	0	0	0.000282670231948282	0.0475114109509423	0.00165932385280518	0	0	0	0	0	0	0	0
