feature	Acidaminococcaceae	Actinomycetaceae	Akkermansiaceae	Atopobiaceae	Bacillales.unclassified	Bacteria.unclassified	Bacteroidaceae	Bacteroidales.unclassified	Barnesiellaceae	Bianqueaceae	Bifidobacteriaceae	Burkholderiaceae	Campylobacteraceae	Carnobacteriaceae	Christensenellaceae	Clostridia.unclassified	Clostridiaceae	Coprobacillaceae	Coriobacteriaceae	Corynebacteriaceae	Desulfovibrionaceae	Eggerthellaceae	Enterobacteriaceae	Erysipelotrichaceae	Eubacteriaceae	Eubacteriales.Family.XIII.Incertae.Sedis	Eubacteriales.incertae.sedis	Eubacteriales.unclassified	FGB1011	FGB10477	FGB1126	FGB12107	FGB1217	FGB1226	FGB1227	FGB1249	FGB1258	FGB1292	FGB1311	FGB1354	FGB1359	FGB1374	FGB1380	FGB1473	FGB14936	FGB1765	FGB1776	FGB2834	FGB2875	FGB28775	FGB2881	FGB2890	FGB2898	FGB2949	FGB2952	FGB2959	FGB2960	FGB2982	FGB2984	FGB3004	FGB3009	FGB3023	FGB3038	FGB3047	FGB3048	FGB3054	FGB3057	FGB3062	FGB3069	FGB3072	FGB38642	FGB40183	FGB45503	FGB45555	FGB45628	FGB4605	FGB4806	FGB618	FGB72924	FGB72939	FGB75721	FGB79291	FGB82363	FGB9119	FGB9272	FGB9491	FGB9989	Firmicutes.unclassified	Lachnospiraceae	Lactobacillaceae	Micrococcaceae	Nanogingivalaceae	Nitrobacteraceae	Odoribacteraceae	Oscillospiraceae	Pasteurellaceae	Peptoniphilaceae	Peptostreptococcaceae	Phyllobacteriaceae	Porphyromonadaceae	Prevotellaceae	Rikenellaceae	Saccharibacteria.unclassified	Selenomonadaceae	Sphingomonadaceae	Staphylococcaceae	Streptococcaceae	Sutterellaceae	Tannerellaceae	Tissierellia.unclassified	Turicibacteraceae	Veillonellaceae	Yeguiaceae
NS34	0.0164513316444058	0.00736423171109653	0.0105348543030806	0.000110363362033502	0	9.83656171328115e-05	0.439284875607023	8.34280274551309e-05	0	0.000315159305619787	0.0289236628384193	0	0.00101631228493198	0	0.000117196514758398	3.03519109408191e-05	0.0859713507359166	0.00685639338968751	0.00724775029371632	0	0	0.00404546477893142	0.00670928196794163	0.00324972030753796	0.000998514305741553	0.00119377561761868	0.00679549092964526	0.0160982324501099	0.000417140137275655	0	0.000173172748417579	0	8.63281445999998e-05	0	0.00767756354563873	0	0	0.00455254827533013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.31669350731705e-06	0.000158751617957478	0	0.000830267783707039	0	0	0	0.0071854176389177	0	0	2.54256845577542e-05	0	0.000513519372802392	0	0	0.000115567681841417	0	0.0167017746372996	0.00655120571973022	0	0	0	0	0	0	0	0.000116084141058996	0	0	0.134610049652786	0	0	0	0	0.00719296588902078	0.0763434385465376	0	0.0128998799709051	0.00661278354951853	0	0.00566313423128641	0.00146789627925697	0.0230719415374522	0	0	0	0	0.000448922242972847	0.000263910660183064	0.0341116943171648	0.00272122361742576	0.00248397019839622	0.00350099758070639	0
NS36	0.0189425436424905	0	0.166804403003568	0	0	9.47081614302434e-05	0.104557445676412	0	0.0119301297283086	0	0.020802913774234	0	0	0	0.00201074394463794	0.000126241094315987	0.013711977389028	0.00093322899638731	0.0117712256191191	0	0.00596223965918477	0.000631606468414318	0	0.00876076011210122	0.0580790326848145	0.000769731650731174	0.0582187983087266	0.0314216015828147	0.00170769970061576	0	0.000851936001780134	0	0.00013506302467246	0	0.00152451705581708	0	0	0.002029262707535	0	0	0	0	0	0	0	0	0	0	0	0.000125147466585845	0	0	0	0	0	0	0	0	0	0	0.000169184209852871	0	0.000586877094251535	0	0	0	0.00969690544910224	0	0	0	0	0	0	0	0.000165575238343405	0	0	0	0	0	0	0.000101525107614791	0	0	0	0.000148660462783885	0	0.000488231872992783	0.0944261512928976	2.99289455482024e-05	0	0	0	0.00510771540510997	0.238689647333491	0	0.000125840097481601	0.00333662175040368	0	0.0006869075773018	9.23021804239324e-05	0.103838968711967	0	0	0	2.24193684678983e-05	0.000479847393728366	0.00074293777134271	0.0183709044279456	7.53144963490696e-05	0.000666420284490485	4.81560743838921e-05	0
NS38	0	0	0.108614203738203	0	0	0	0.139864927964344	0	0.00732569754162476	5.75421590018663e-05	0.18327636923547	0	0	0	0.000284384963800967	0	0.0201419728714588	0.00521812358398117	0.00417529073175836	0	0.00224477769273152	0.00448712700077122	0.000464718922654522	0.00358836070993932	0.00163535871702735	0.00147756650303049	0.0162210818316546	0.0101891326300837	0.000146811691912101	0.00234180749846128	3.257202945335e-05	0	0.000245636390674939	7.32210775555859e-05	0.00345749189143875	1.10861040278825e-05	0	0.00230158077813153	0.000208471546695752	0.0700124423040873	0.00125816722522154	0	0	0	0	0.0308762778648565	0.0211405668895132	0	0.000129812999069348	0	8.94806967964802e-05	0.000421113580144851	0.000989355598031171	0	0.00193389166120676	0.000689925207335221	0	0.00339197829573112	0.00265913402851652	1.97966143355045e-05	0	0.000121524816534217	0.000643469152361237	0	0	0.00786173706685866	0.000338073381878855	0	0.00148010046966544	0.0011081352840442	0.0198282361274697	0	0.000323503073727924	0	2.42310559466575e-05	0	0	0	0	0	9.05365162277071e-05	0.000132769293476783	0.00112582025951725	0	2.42310559466575e-05	3.13050461358777e-05	0	0.000378722429981091	0.110089711393342	0.00245889787338434	0	0	0	0.00351619545181496	0.139503309809148	8.64188204459222e-05	0	0.00181384499187626	0	0	0	0.035342552431861	0	0	0	0	0.000503256331894304	0.000309407884321044	0.0128284700442647	0	0	0.00823745041146075	0.000100830755682169
NS39	0.00287879659575712	0	0.00236619748609792	0	0	0.000177178855843488	0.0634252202776693	0	0.00439458859868834	0	0.0642633921630512	0	0	0	0.000430789291655372	0	0.0136945090348528	0.000131312332879301	0.0058777324242495	0	0.000441242768400306	0.0023586982527809	1.28017215209703e-05	0.0121394028693809	0.0307109133047345	0.000481920427907768	0.0431110849690026	0.0382533997755305	0.000368863804416359	0	0	0.000129683711502373	0	0.00087657704994478	0	6.8174848336528e-06	0	0	0.0030377954920442	8.35141892122468e-05	0	6.9197471061576e-05	0	0	0.0134510869513757	0.0465981527115845	0.0457820619020805	0	0	0	0	0	0	0	0	0	0.000362387193824389	0	0	1.47333422238386e-05	3.64356689443e-05	0.000240013341060321	1.43167181506709e-05	0	0	0	0.000103701519303008	0.000184072090508626	0.00318005367557309	0	0.000670764757799951	0	0.000140553812320475	0	0	0	0	0	0	0	0	0	0	0.0372429727733517	0.000106352763404984	0.000552367771188847	0	0	0.1381101985066	0	0	0	0	0.00320107425381019	0.320833260266308	0.000147863671058781	0.000361364571099341	0.000977854574640267	0	0	0.0198291091376681	0.0261514173229032	8.12795691834384e-05	0.0066274663813726	0	0	0.00149337005281165	0.000495934146732499	0.00355039460170341	0	3.93899123722162e-06	0.0397171895191473	1.66270880109643e-05
NS4	0	0	0	0	0	2.51165341086499e-05	0.188249782836403	0	0	0	0.0565335413561486	0	0	0	0	0	0.0264105077305482	0	0.00135040084288822	0	0.000106018212395459	0.000129888362104732	0.00411699651726207	0.00122833071019776	0.00215428101126191	1.58630741738841e-06	0.00422157949913703	0.0125231039065728	0	0	0	0	0	0	0	0	0	0.001359994225841	0	0	0	0	4.41899923415344e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000111381442235201	0	0	0	0	0	0	0	0	0	0	0	0	2.98376871365916e-06	0	0	0	0	0	0	0	0	0	0	0	0.453803763121548	0	0	0	0	0.000888181076840618	0.196053055637882	0.00149116674156933	3.64850705999335e-05	9.07216765849279e-05	0	0	0.000221289884725684	0.00567678993924556	0	0	0	0	0.00283348497047372	0.0321421763525905	0.00176068792562847	0	2.42856111757322e-05	0.00640822873555851	0
NS40	0.00120534357731568	1.607767876905e-06	0	0.00639875537329423	0	0.000903324381639077	0.0211696404119959	0	0.00422181087183357	0	0.0670641515460564	0	0	0	0.000366222726227678	0.000191592338664513	0.0189257055823308	0	0.00768038753636905	0	0	0.00264705582866768	7.29926616114872e-05	0.0058847519830477	0.0681587199166533	0.00192208649683993	0.0654400916213321	0.0153955296550105	0.001202235226087	0	0	0	0.000972726361658809	4.86885705389399e-05	0	0	0.00479181817645896	0	0	0.192620265056612	0	0	0	0.00486122015647869	2.47060330417736e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000304511235885808	0.000335005233284439	5.39138161388811e-05	0	0	0	0	0.000122806669664261	0	0	0	0	0.000111713071313616	0.00042091363017373	0	5.19844946865951e-06	0	0	0	9.72967526840345e-05	0	0	0	0.000563603029249049	0.00247296136373015	0	0.208603862608732	0.0123796250792496	0	0	0	0.000337416885099797	0.230155883814118	0	3.30932221329613e-05	0.000254000528419709	0	0.000164099507969437	0.0180734546269148	0.015630102988251	4.78042982066421e-05	0.00345670093534576	0	0	0.000508831736909152	0.000671430661526811	0.00605396955209195	7.69048967786227e-05	0	0.00685667446076805	3.67910882498428e-05
NS41	0.00192932401341427	0	0.00182777581406392	0.00036611039698004	0	0.000663344224947479	0.073214255641833	0	0.00942581123956395	0	0.00671677326168457	0	0.000100446908440096	0	0.000240540289649605	0.000112767600498646	0.0117496038908975	0.014180244704087	0.00144952827351037	0	6.81423750724271e-06	0.000203302890746389	0	0.00318238657724613	0.00900273198153851	0.000305034638581791	0.00300874971039491	0.00498526862802601	0.000720817844326748	0	0.000103337797079533	0	0.000215095880910439	0.000721207884857466	0	0	0.000357713053789297	0	0	0.0162122182077619	0.000227118306680793	0	0	0.00148550377657891	0.0402358698984477	0	0	1.90202117626404e-05	0	0	0	0	0	0.000907371935812911	0	0	0	0.000343396271955898	0	8.7185530395698e-06	0	0.000978474030206666	0.000335870784069111	0.000188274858533447	0	0	0	0	0.000676651490113138	0	0.000101043441016488	0	0	0	1.09211348600927e-05	0.000332268645050131	0	7.11250379543852e-07	0	0	0.000901980199064756	7.35111682599516e-05	0	0	0	0.000396969486027991	0	0.000185957558909772	0.187417893600339	0.00260969236034954	0	0	0	0.00182155810913307	0.227917201461945	0	0	0.000143007213409575	0	7.45895156095826e-05	0.305206210528185	0.0396625332618534	0	0.00298351179370141	0	0	0.00028961656583813	0.00453830512338427	0.0177267455885384	0	0	0.00115743380312415	4.08624814828258e-05
NS46	0	9.11344942122285e-06	0.00155942001327775	0	0	6.59024812624249e-05	0.0629702289111465	0	0	0.00282285695281549	0.0390120925612251	0	9.12025050288048e-05	0	0.00185421289772768	0.000133369211306105	0.00373909867373127	0.00481074511052387	0	0	0.00047111092642396	0.00953613664624449	0.000388511789692056	0.00394234899906951	0.0935658809048309	0.000500695631634646	0.11045582311502	0.0110877694210243	0.00155921598082802	0	0.00063610516743804	0	0.00201244006249242	0.00152636675642167	0	9.19166186028558e-05	0	0.00422510396898544	4.04324304546044e-05	0.074786768237194	0.000597645050664148	0	0.00020090395216636	0	0	0.0530283737386161	0	0	0	0	0.000260175378812597	0.000192436605502612	0.00151592709607721	0.000474001386128453	0.0012635389557626	0	0	0	0	1.48263580136312e-05	0	5.31164477460824e-05	0.000830072016313619	0	6.29440107413563e-05	0.000440200010290037	0.0167827571632648	0.00137776312220248	0.000170605133381623	6.45762703391873e-05	0.00501882420383903	0	0.00134399575177235	0.00110078907169554	7.36897197604101e-05	0	0.0291964314588521	0.000780356109396351	0	0	0	0.000294248797917318	0	0	0	0.000150031861367296	0	0.000159859424362569	0.277369669426965	0.000306150690818169	0	0	0	0.00164195113919308	0.145612042430452	0	0.000178630409737625	0.00254931744854565	0	0.000458222876682753	0.00408520571928801	0.00681828839422279	0	0	0	0.000168666825109199	0	9.04883914547537e-05	0.00177191980967037	5.67890318412021e-05	0.00305103324242894	0.0084455491970354	5.31164477460824e-05
NS51	0.000428094039091413	0.000125221259250966	0	0	0	0.000381777457367593	0.0143875624175301	2.87124596190097e-05	0.000224131861588695	0	0.121654391180406	0.000661341833677019	6.71413029113724e-06	0	5.81345427647249e-06	6.31019074516639e-05	0.0488685516851293	0	0.0324173221723017	0	3.19057654891847e-05	0.00225512898144515	0.0027716530292491	0.00255650063459449	0.011535803809401	0.000982528359148982	0.019395648577617	0.0664848465627447	0	0	0	0	0	0	0	0	0.00518942226437265	0.000868169798499124	0	4.94007147437334e-05	0	0	0	0	0.000272550020680067	0	0	0	0	0.000212532246248316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0153651507052048	6.54218305197397e-05	0	0	0	0	0	0	0	6.30200278139671e-05	0	4.47062821824504e-05	0.429519290651589	0.00183915312873286	5.7042814262101e-06	0	3.14144876630039e-05	0	0.16573306593991	0	0.00208138039025255	0.0420098492470321	0.000547201618727685	0.00247628588286419	0.000398590076308001	8.14975327208773e-05	6.02088269197104e-05	0	3.20968179771439e-05	0	0.00597857821249436	0.000130625315338955	0.000341874780596687	0.000790848127300784	0.000120827052027905	0.000424382162182492	0
NS55	0	2.78597079239841e-05	5.15822112652513e-05	0	0	6.21719367567929e-05	0.0216785724533836	0	0	0	0.0157357627403507	0	0	0	2.56582596139146e-05	2.17108350579277e-05	0.0177930920981214	0	0.00249883361195572	0	0	0.00183900641502038	0.000128329254074919	0.0663221602493436	0.0254324213821057	0.000355344122049509	0.0353711634259576	0.00767109846045888	0	0	0	0	0.00012191468917144	0	0	0	0	0.00213028080004579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00022902653625793	0	0	0	0.000519693625197808	0	0	0	1.68145103682902e-05	0	0	0	0	0	0	0	0	0	0	0.000575337129035084	0	0	0.648991896089211	0	0	0	0	0.00017733045697664	0.142016948722803	0	1.40437219780302e-06	0.00620770467434279	0	0	0	0.000163931987089493	0.000114551224134311	0	0	0	0.00274991258731969	0	0	3.71209732284148e-05	5.52259877784699e-05	0.000876138471402351	0
NS58	0.000127512210753657	0.0012366123956945	0	4.79323009098083e-06	0.000373134527082508	0	0.000469060580569958	0	0	0	0.0380377220653316	0.000477049297388259	0	0.000311129794238923	0	0	0.00497082541101846	1.02009768602925e-05	0.0038689970067712	0	0	0.00152264942556824	0	0.0297052241332826	0.00153186717574321	5.04108515124095e-05	1.04058157530695e-05	0.0622050038290534	0	0	0	0	0	0	0	0	0	0.00124232740080298	0	4.56995569785395e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.783622983038479	3.99435840915069e-06	7.70194236841365e-06	0.000344026920418902	0	0	0.0296622079657994	5.80103744344347e-05	0	0.0141660433077761	1.28024307985599e-05	0	0.00314632539305409	0	0.00026510249503194	0	0	0	0.0118819052983095	1.99922759350312e-05	6.30903789753033e-06	0	0.0104669601625634	0.000135009314229293	0
