feature	Acidaminococcaceae	Actinomycetaceae	Akkermansiaceae	Atopobiaceae	Bacillales.unclassified	Bacteria.unclassified	Bacteroidaceae	Bacteroidales.unclassified	Barnesiellaceae	Bianqueaceae	Bifidobacteriaceae	Burkholderiaceae	Campylobacteraceae	Carnobacteriaceae	Christensenellaceae	Clostridia.unclassified	Clostridiaceae	Coprobacillaceae	Coriobacteriaceae	Corynebacteriaceae	Desulfovibrionaceae	Eggerthellaceae	Enterobacteriaceae	Erysipelotrichaceae	Eubacteriaceae	Eubacteriales.Family.XIII.Incertae.Sedis	Eubacteriales.incertae.sedis	Eubacteriales.unclassified	FGB1011	FGB10477	FGB1126	FGB12107	FGB1217	FGB1226	FGB1227	FGB1249	FGB1258	FGB1292	FGB1311	FGB1354	FGB1359	FGB1374	FGB1380	FGB1473	FGB14936	FGB1765	FGB1776	FGB2834	FGB2875	FGB28775	FGB2881	FGB2890	FGB2898	FGB2949	FGB2952	FGB2959	FGB2960	FGB2982	FGB2984	FGB3004	FGB3009	FGB3023	FGB3038	FGB3047	FGB3048	FGB3054	FGB3057	FGB3062	FGB3069	FGB3072	FGB38642	FGB40183	FGB45503	FGB45555	FGB45628	FGB4605	FGB4806	FGB618	FGB72924	FGB72939	FGB75721	FGB79291	FGB82363	FGB9119	FGB9272	FGB9491	FGB9989	Firmicutes.unclassified	Lachnospiraceae	Lactobacillaceae	Micrococcaceae	Nanogingivalaceae	Nitrobacteraceae	Odoribacteraceae	Oscillospiraceae	Pasteurellaceae	Peptoniphilaceae	Peptostreptococcaceae	Phyllobacteriaceae	Porphyromonadaceae	Prevotellaceae	Rikenellaceae	Saccharibacteria.unclassified	Selenomonadaceae	Sphingomonadaceae	Staphylococcaceae	Streptococcaceae	Sutterellaceae	Tannerellaceae	Tissierellia.unclassified	Turicibacteraceae	Veillonellaceae	Yeguiaceae
NS10	0.000330009195312187	0	0	0	0	0.0024681937732724	0.00447918730720603	0	0.000148688844529651	0	0.0957205216156536	0	0	0	0	0.00287798597522489	0.0439197498907922	0	0.0225233841170556	0	2.44223222898944e-05	0.000880948054028334	4.42782860003758e-05	0.00411603353164327	0.0408389457642817	0.000605786469068872	0.00203018250144713	0.0224237964541046	0	0	0	0.0128066861340623	0	0	0	0	0	0.000147611389134509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.67045626541852e-05	0	0	0	0	0	0	0	9.79971335581897e-06	0	0.063058949226505	0	0	0	0	0	0	0	0	1.10823983500361e-05	0	0.0120904861406913	0.459297480611703	0	0	0	0	0	0.105222241593616	0	0	0.00042472265528518	0	0	0.00548943000865145	0.00032908566211635	0	0	0	0	0.000318824182162613	0	0.000151408136717392	0	0	0.0971333734830839	0
NS11	0.0142046863721166	0	0.0024796397578661	0	0	0.000113399047280597	0.197547691013799	0	0	0	0.0373413673428576	0	0	0	0.000168278945643608	0.00015623302630796	0.0266507776987454	0.0144711159052172	0.00189437548367914	0	0.00935713184840993	0.000131340552514658	0.00048296494109782	0.00507427983325682	0.00417804159918131	0.00149132848475982	0.0210876737309979	0.0109741600473248	0.000131231374998021	0	0	0	0.000178068529635418	0.000197392950080218	0.000332299968138361	0	0.00147768129518016	0	0	0.0654647677785123	0.000305187551506768	0	0	0.000873128993053944	0	0	0	0	0	0	7.47865988965428e-05	0	0	0	0	0	0	0	0	0	1.01899015528136e-06	0.000132323150164394	0.000748921371626256	1.91060654115255e-05	0	0	0.00110101886278151	0	0	0	0	0	0	0	6.41599872771801e-05	0	5.92469990285021e-05	0	0	0	0	3.05333121528951e-05	0	0	0	0.000341616449558077	0	0.00241205887506762	0.0678992080444906	0.00302454474340281	0	0	0	0.00711637249694621	0.0971503394419974	0	0	0.000159362781784896	0	0	0.304055817369306	0.0180920246369984	0	0	0	0	0.000437001206593521	0.00430767170393532	0.0422150880780517	0	0	0.0337548859213227	3.86488408896002e-05
NS13	0	0.000103800158640081	0	0	0	0	0.0945510420212301	0	0	0	2.49050716200195e-05	0	0	0	0	0	0.014081327493959	0.0632089672748056	0	0	0	0.00438499938625544	0	0.00604886716408074	0.00648319071377308	0.00248385419881395	0.0152109031129319	0.0329508030440058	0	0	0	0	0	5.88665329200461e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.09564690000478e-06	0.000183113232876144	0	0	0	0	0	0	0	0.000143090956944112	0	0	0.650930167851126	0	0	9.50920916400746e-06	0	0	0.0911103454204554	0	0.000475007638716372	0.000770594264964604	0	0	0.000222613024788175	0.0126517067184339	0	0	0	0	0.00326071827201856	0	0	0.000426799779804335	0.000197498959560155	7.41927308400582e-05	0
NS21	0	3.81295216028353e-06	0	0	1.10973980784371e-05	0.0019666012138334	0.257112315314754	0	0	0	0.00252138575315466	0	0	0	0	0.00120051083315196	0.0844751014650757	0.000350791598746085	0	6.22023389729836e-05	0.000976485666301866	0.00103959856101462	0.000686189114516697	0.00453180746196445	0.00429019718739007	0	0.00304828452294548	0.0256473105185436	0	0	0	0	0	0	0	0	0	0.000387299192937457	0	0	0	0	0	0	0.0096271066525117	1.5934725445961e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000463899694545541	0	0	0	0	0	0	0	0	0	0	0	0	1.61908192477711e-05	0	0.00135450857264042	0	0	0	0	0	0	0	0	0.000454708772547245	0.308405513608497	0	0	0	0	0.0049018914604469	0.244929876252914	4.14018312926309e-05	0	0.00257869385502638	0	0	0.000264516442402953	1.67030068513913e-05	2.60077483171578e-05	0	0	0	0.00366860062066325	0	0.006464803478027	0	0	0.0284729926179823	0
NS25	0.0298713991842532	0	0	0	0	0.00200239620288392	0.282407184635925	0	0	0	0.00562260432917771	0	0	0	0	0.0422773129529745	0.0632524998282201	0	0	0	0.00368679183864081	0.000373598473662139	0	0.00815750807872242	0	0.000666181696715143	0.00731910056653922	0.0545438975166201	0	0	0	0	0	0	0	0	0	0.0012570031978424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.5942479780138e-06	0	0	0	0	0	0	0	0	0.0022919998808182	0	0	0.181210380410889	0	0	0	0	0.000621204753732488	0.291492344697291	0	0	0.00115590135394989	0	0	0.000164685742106384	0.0120354975303219	0	0	0	0	5.62059769675082e-05	0.000682599598389748	0.00878090188601152	0	5.19089459119324e-05	1.32964734549893e-05	0
NS27	0	0	0.00688820476734981	0.00113534958867835	0	0	0.110760248320687	0	0	0	0.184241913606252	0	0	0	0	9.21434556573508e-05	0.0199077269213142	0.0238624884843827	0.000545342598293605	0	0	0.000374721657693358	0	0.00709515719106897	0.00295429399428733	0.000181805556198527	0.00367436843494081	0.00842405247880895	0	0	0	0	0	0.00015221447055937	2.72208359759457e-05	0	0	0.00152651485341024	0	0	7.99588909824037e-05	0	0.00525613973362468	0	0.016090291698108	0.024967913671063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.05169644138493e-05	0	0	4.49236381480573e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.242863150487707	0.000364833272379647	0	0	0	0	0.28676072977765	0.000239654462041285	0	0.00339049400262024	0	0	0.00228914268254857	0.00767164635134322	0	0	0	0	0.0195750031248409	3.56278152501493e-05	0.00751461731115545	0	0	0.0109815889005652	0
NS28	0.00372777402509204	0	0.0328763333604055	0.00089929792051398	0	4.90270234033793e-05	0.0153782733292263	0	0.0114690914982398	0	0.0147815302665892	0	0.000740592154696236	0	5.16073930561888e-06	1.85838743682134e-05	0.0120657563678571	0	0.000309070942858731	3.51868589019469e-06	0.000343814707981912	0.000472937447982094	0.000131677045313063	0.00409653230638444	0.00482359706865837	5.5517044045294e-05	0.000410070260077282	0.00881097191942699	9.90444917239987e-07	0.000166837839875083	5.0564819459094e-06	5.95830810739634e-05	0	0.000213675458724563	0	0	0	0	0	0.00798697387696318	0.00252412280724618	4.6811554509553e-05	0	0.000264005699124311	0	0.1111805175523	0.00896837446824837	0.000359844277037244	0	0	0.000294344590799768	0	0	6.4509241320236e-05	0.000110564929971895	0	0.000130895115115242	0.0172531073645418	0.000120573636504005	0	0	0.00012794984470345	0.000205647642026934	9.12251897457882e-06	3.84709657327953e-05	0	0	0.000836873826387934	0.000423389137780167	0.000194622426237657	0.00274702504230503	0	1.14422452281146e-05	4.59514312919499e-05	0	8.23111854906284e-05	4.16508152039342e-05	9.77412747276303e-06	3.17724303714617e-05	0	0.000565726498123524	2.37446136738323e-05	0	0.00183826576639742	0.000998994020736163	0	0.000947777592778885	0	0.134209925738525	0	0	0	0	0.00143205302862938	0.14147861853577	1.94439975858166e-05	1.79062015301019e-05	0.000173093281457651	0	0.000187819633516614	0.409945620403749	0.00991031364888352	0	0	0	0	0.00121717861026816	0.00339813831803061	0.00724528701998999	2.6272854646787e-05	0	0.0203379001879656	0
NS29	0	0.000108299716147859	0	0	0	4.03019553270115e-05	0.0275790807199438	0.00555689144416838	0	0	0.195487369313758	0	0	0	0.000388495759696731	0.000188494948627739	0.0501405680016747	0.000114712819803639	0.0198804012754406	0	0.000331909550969257	0.00744731093062276	0	0.0470044345668676	0.0543832133113649	0.0105256949957452	0.00651140647505298	0.0300102128675718	0.000943606467313244	0	0.00101880325135553	0	0	0	0.00073668956406645	0	0	0.00167199672076633	0	0.000490193751493051	0	0.000118013681979408	0	0	2.5715288188374e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00164540120266442	0	0	1.2606149833176e-05	0	0	0.00634020175686975	0	0	0	0	0	0	0	0.000137787418251397	0	0	0	0	0.00422010513654708	0	0	0	0	0	0.00135791182554623	0	0	0.239132563599519	2.87017825378795e-05	0	0	0	0	0.239667994881212	0	0.00018519408645197	0.0204368008911448	0	0	0.000229111271781014	0.0025377971510793	0	0	0	0	0.00497238734479621	6.69603469941767e-06	4.71551739395611e-06	0	2.21943685342201e-05	0.0183580122031932	0
NS30	0	0.000123419702171855	0	0	0	0	0.0142326480914373	0	0	0	0.086093379112322	0	0	0	0	2.89020821541685e-05	0.0317919323482974	0	0.0243363017637756	0	0	0.00160816653067282	0.00395971544468034	0.00549250222054567	0.0197403499430258	0	0.000208400936974258	0.00748570437270927	0	0	0	0	0	0	0	0	0	0.00557159237779187	0	0.000488210847198793	0	0	0	0	0.000160100610491391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.79914973198852e-05	0	0	0.00276174366782394	0	0	0	0	0	0	0	0	0.687338023846171	1.65015266353192e-05	0	0.000413416945407938	0	0	0.0807970400101808	0	0	0.00529969148329196	0	0	0.000890952248747983	0.000678743267165575	0.00145519379855053	0	0	0	0.00261729835183273	0.0125681745763876	3.85035621490781e-05	2.62982909691083e-05	0	0.00370910054311829	0
NS32	0.00135136877943285	8.55187571255573e-06	0.00278218724290493	0	0	0.000233245513385996	0.0374978025472589	0	0.000803393549802917	0	0.0140150070246073	0	0.000640701011045506	0	0.000377696349514609	0	0.0189524393639253	0	0.000998293555961647	0	0.00225417788439423	0.000210072688874555	0.000203244981652433	0.000559492675146035	0.000913774816560542	0.000260694275753715	0.00369916901285768	0.009279681715738	7.13805755039934e-06	0.000915464501681168	0	0	0.000676184398578651	0.000805359101882013	1.84486028476505e-05	0	0	0.00178179020138495	0.000237969735049787	0.0259028039324559	0.000129209186673171	0	0	0	3.41385361106055e-06	0.0528628334998765	0.0107412248617096	0	3.17247002239971e-06	0	0	0	0.000112277852097103	0	7.48289124848627e-05	9.64499853549128e-05	6.62425534024982e-05	0.00077615168765405	0.00120933177919084	1.12070951878251e-05	0	0.00161051130354517	0.00016852022825508	0.000118967625839989	2.58280439867107e-05	0.000527423141223951	0.00015138199346016	0.00260201163565451	0.00120943522930027	6.47252851309158e-05	0.000872187872571259	0	0.000272453104858479	1.71382347949202e-05	5.06905536187779e-06	0.000662460017394791	0.143279125705883	0	0	0	0.000388455160894921	3.40695693709882e-05	2.43797424547456e-05	0.0194453101686009	0.000379248101156	0.000154451013373134	0.000878532812616058	0.00071497818961343	0.184898380612677	0.007416786628563	0	4.01041590875093e-05	0	0.00130533348073824	0.226659672519713	0	0	0.000620804106665891	0	6.593220307422e-05	0.116238060219412	0.00626324894172262	2.92074142279625e-05	0	0	0	0.00065825304627813	0.00069070189726811	0.0027547039971674	4.65870326115435e-05	0.000107105346625799	0.0871140957463867	1.18622792141902e-05
