feature	Acidaminococcaceae	Actinomycetaceae	Akkermansiaceae	Atopobiaceae	Bacillales.unclassified	Bacteria.unclassified	Bacteroidaceae	Bacteroidales.unclassified	Barnesiellaceae	Bianqueaceae	Bifidobacteriaceae	Burkholderiaceae	Campylobacteraceae	Carnobacteriaceae	Christensenellaceae	Clostridia.unclassified	Clostridiaceae	Coprobacillaceae	Coriobacteriaceae	Corynebacteriaceae	Desulfovibrionaceae	Eggerthellaceae	Enterobacteriaceae	Erysipelotrichaceae	Eubacteriaceae	Eubacteriales.Family.XIII.Incertae.Sedis	Eubacteriales.incertae.sedis	Eubacteriales.unclassified	FGB1011	FGB10477	FGB1126	FGB12107	FGB1217	FGB1226	FGB1227	FGB1249	FGB1258	FGB1292	FGB1311	FGB1354	FGB1359	FGB1374	FGB1380	FGB1473	FGB14936	FGB1765	FGB1776	FGB2834	FGB2875	FGB28775	FGB2881	FGB2890	FGB2898	FGB2949	FGB2952	FGB2959	FGB2960	FGB2982	FGB2984	FGB3004	FGB3009	FGB3023	FGB3038	FGB3047	FGB3048	FGB3054	FGB3057	FGB3062	FGB3069	FGB3072	FGB38642	FGB40183	FGB45503	FGB45555	FGB45628	FGB4605	FGB4806	FGB618	FGB72924	FGB72939	FGB75721	FGB79291	FGB82363	FGB9119	FGB9272	FGB9491	FGB9989	Firmicutes.unclassified	Lachnospiraceae	Lactobacillaceae	Micrococcaceae	Nanogingivalaceae	Nitrobacteraceae	Odoribacteraceae	Oscillospiraceae	Pasteurellaceae	Peptoniphilaceae	Peptostreptococcaceae	Phyllobacteriaceae	Porphyromonadaceae	Prevotellaceae	Rikenellaceae	Saccharibacteria.unclassified	Selenomonadaceae	Sphingomonadaceae	Staphylococcaceae	Streptococcaceae	Sutterellaceae	Tannerellaceae	Tissierellia.unclassified	Turicibacteraceae	Veillonellaceae	Yeguiaceae
NS34	0.12861705604912	0.0859207795130439	0.102820513336124	0.0105055900498919	0	0.00991810680356402	0.724532829649193	0.00913402143838937	0	0.017753659331208	0.170900279699303	0	0.031885055567792	0	0.0108259453806867	0.0055092847108576	0.297581345163048	0.0828982568468919	0.085236894924231	0	0	0.0636469311244415	0.0820020774959173	0.0570372391414147	0.0316045380673106	0.03455793618988	0.0825284185079784	0.127221720824287	0.0204254290566391	0	0.0131598915500036	0	0.00929142771038079	0	0.0877342163939226	0	0	0.0675238747705009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00251330595184261	0.012600000768289	0	0.0288183564250584	0	0	0	0.0848686866489843	0	0	0.00504241014289345	0	0.0226629057624952	0	0	0.0107504480873528	0	0.12959782014593	0.0810281556941365	0	0	0	0	0	0	0	0.0107744435206518	0	0	0.375666275800244	0	0	0	0	0.0849133594329924	0.27994538925574	0	0.113823256655393	0.0814089152313457	0	0.0753250091332939	0.038322514034327	0.152484740243281	0	0	0	0	0.0211893708288248	0.0162460419712069	0.185760002714758	0.0521890367676124	0.0498601005824359	0.0592038080533152	0
NS36	0.138070176215654	0	0.42071909744243	0	0	0.00973196544691196	0.329271169319684	0	0.109443485843158	0	0.144736967355007	0	0	0	0.044856360628623	0.0112359426371347	0.117367425519178	0.0305535504715693	0.108709268444245	0	0.0772924764624156	0.0251344283564043	0	0.0937361401271027	0.243391883919551	0.0277475985889342	0.24369049678612	0.178203076389614	0.041336093990062	0	0.0291920887128043	0	0.0116219234975995	0	0.0390549920465601	0	0	0.0450625879278477	0	0	0	0	0	0	0	0	0	0	0	0.0111871661989885	0	0	0	0	0	0	0	0	0	0	0.0130074498581708	0	0.0242279165105351	0	0	0	0.0986327120656693	0	0	0	0	0	0	0	0.0128679593384884	0	0	0	0	0	0	0.0100761373344815	0	0	0	0.012192941811245	0	0.0220977679976129	0.312342232829385	0.00547076266470794	0	0	0	0.0715292627180587	0.510437178114781	0	0.0112180825639951	0.0577956692440923	0	0.0262119231576089	0.00960755018000147	0.328095331648699	0	0	0	0.00473492724469931	0.0219071715324055	0.0272602610000246	0.135957774876459	0.00867850143646975	0.0258179855100034	0.00693951348483782	0
NS38	0	0	0.335844588791759	0	0	0	0.38330232903878	0	0.0856951362612164	0.00758572756798977	0.442398068131351	0	0	0	0.0168645167781274	0	0.142403222240728	0.0722995518625886	0.0646615397609706	0	0.0473968288200854	0.0670362181574944	0.021559010376045	0.0599388109158579	0.040450599024231	0.038448599601457	0.127708873811761	0.101113441584019	0.0121168839654562	0.048411133077247	0.00570722201295819	0	0.0156734331185719	0.00855703597831111	0.0588343777542736	0.00332958630994286	0	0.0479932152168934	0.0144390455052244	0.2677877087726	0.0354780952302947	0	0	0	0	0.176633514942495	0.145915195479128	0	0.0113937972860903	0	0.00945956478150854	0.0205224926760977	0.0314592124048718	0	0.043990221575497	0.0262694486303192	0	0.05827366833474	0.0515896731417687	0.00444935332067446	0	0.0110240527762546	0.0253694149964649	0	0	0.0887830287446549	0.0183878080972183	0	0.0384815706425454	0.0332948171251477	0.141282316379841	0	0.0179871611015816	0	0.00492252492770504	0	0	0	0	0	0.009515211434675	0.0115228108457958	0.0335595441536232	0	0.00492252492770504	0.00559512044642202	0	0.0194620207035839	0.338208588602874	0.0496076195104907	0	0	0	0.0593323217816652	0.382780752764387	0.00929630625382152	0	0.0426021446867222	0	0	0	0.189121518892334	0	0	0	0	0.0224352574505561	0.0175909010760565	0.113506409670112	0	0	0.0908854710098401	0.0100416206267476
NS39	0.0536801949976036	0	0.048662779839921	0	0	0.0133112479109986	0.254584830396469	0	0.0663403436764839	0	0.25629906481174	0	0	0	0.0207569546339646	0	0.117292296705788	0.0114594101473323	0.0767416742977377	0	0.0210073244862524	0.0485855438894337	0.00357795697980955	0.110403102785006	0.176154912964411	0.0219544497443671	0.20915367207394	0.196853694476863	0.0192070082741384	0	0	0.0113881217874217	0	0.0296113711074447	0	0.00261103434033506	0	0	0.055144143412169	0.00913873701279728	0	0.00831859767131156	0	0	0.11624041453701	0.217578707699931	0.215634658712561	0	0	0	0	0	0	0	0	0	0.0190376200485497	0	0	0.00383841302904358	0.00603623321883964	0.0154929837556663	0.00378375296154476	0	0	0	0.010183570305627	0.0135677332593066	0.0564218957342517	0	0.0259020228282557	0	0.0118558170506665	0	0	0	0	0	0	0	0	0	0	0.194202802568695	0.010312930423613	0.0235046698454966	0	0	0.380766094133038	0	0	0	0	0.0566082654970801	0.602157053032918	0.0121602203730841	0.0190107366403334	0.031275764965242	0	0	0.141285447440656	0.162427266382757	0.00901564037668386	0.0814994445233038	0	0	0.0386537712282348	0.022271420071096	0.0596205027101828	0	0.00198469050713618	0.200635088443424	0.00407764394781269
NS4	0	0	0	0	0	0.00501166084163344	0.448792150757154	0	0	0	0.240067128944882	0	0	0	0	0	0.163237080178242	0	0.036756076257818	0	0.0102966965201356	0.011397104288219	0.0642079344209137	0.0350547282409245	0.0464309139117793	0.00125948729893538	0.0650194854534581	0.112141570961154	0	0	0	0	0	0	0	0	0	0.0368864636623916	0	0	0	0	0.00664760432602227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0105539365999656	0	0	0	0	0	0	0	0	0	0	0	0	0.00172735974287035	0	0	0	0	0	0	0	0	0	0	0	0.73913594806705	0	0	0	0	0.0298067803810003	0.45869545486209	0.0386252317060723	0.00604032402514083	0.00952493675526925	0	0	0.0148763641298354	0.0754159436883435	0	0	0	0	0.0532556591780189	0.180256977045116	0.0419728750233631	0	0.00492806328847841	0.080137158532811	0
NS40	0.034725036691976	0.00126797820901817	0	0.0800777757270827	0	0.0300598820867529	0.14601621450204	0	0.0650212697101977	0	0.2619530537788	0	0	0	0.0191381148842686	0.013842130464264	0.138008404399339	0	0.087750391812742	0	0	0.0514722718218829	0.00854367822760458	0.0767875757232329	0.264132809138343	0.0438556636361475	0.25868818932097	0.124399326032007	0.034680215182321	0	0	0	0.0311936199285106	0.00697777620390336	0	0	0.0692783634176777	0	0	0.454357680618103	0	0	0	0.0697790641742528	0.00497053684295209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0174511360643807	0.0183041702754297	0.00734266879728337	0	0	0	0	0.0110820439068306	0	0	0	0	0.0105696372453482	0.0205176192461345	0	0.00228001282378925	0	0	0	0.00986407159343877	0	0	0	0.0237425555465126	0.0497493976774363	0	0.47431785969872	0.111494619213892	0	0	0	0.0183699439841839	0.500364795554222	0	0.00575270259905623	0.015938068790047	0	0.0128104834011558	0.13484583708438	0.125348402830061	0.00691412033279527	0.0588276399462187	0	0	0.0225592123883575	0.0259148796718544	0.0778859807728463	0.00876965611149437	0	0.082899959898694	0.00606560297525491
NS41	0.0439382072395802	0	0.0427655292148279	0.0191351792426144	0	0.0257583181137243	0.273996834855203	0	0.0972397878067665	0	0.0820479476565736	0	0.0100224883045123	0	0.0155099831936682	0.0106194086274852	0.108608987593028	0.119364076363603	0.0380818748602226	0	0.00261041241669649	0.014258915442472	0	0.0564426096153877	0.0950256746861169	0.0174661289072717	0.0548796144924667	0.0706652320900995	0.0268512775064321	0	0.0101656950988358	0	0.0146666732683045	0.02685854299565	0	0	0.0189144313899409	0	0	0.127673786425182	0.0150710153276272	0	0	0.038551782497461	0.201958907347435	0	0	0.00436123060079938	0	0	0	0	0	0.0301271722864576	0	0	0	0.01853201516717	0	0.00295272389115711	0	0.03128567298296	0.0183278038473692	0.0137217591994433	0	0	0	0	0.026015460101526	0	0.0100522059498844	0	0	0	0.00330472005128823	0.0182292471701519	0	0.000843356714664451	0	0	0.0300375018772248	0.00857397047043334	0	0	0	0.0199254115493149	0	0.0136370483166631	0.447727207699701	0.051107393693043	0	0	0	0.0426926833256193	0.497701040125288	0	0	0.0119588473922276	0	0.00863662956339496	0.58530628934618	0.200495108965179	0	0.0546487295211378	0	0	0.0170189461897415	0.0674180034835862	0.133538358343624	0	0	0.0340276450843627	0.00639242036131492
NS46	0	0.00301885360796846	0.03949976310114	0	0	0.0081181234916486	0.253649857232166	0	0	0.0531555936173378	0.198822118282302	0	0.0095501454332374	0	0.0430738907874222	0.0115488155601944	0.061186340599062	0.0694152676859918	0	0	0.0217067944859024	0.0978090200343427	0.0197119789448846	0.0628294566651883	0.310868270882253	0.0223780968656582	0.338793003394191	0.105494042662275	0.0394971776236041	0	0.0252238000667851	0	0.0448752881323832	0.0390786896880374	0	0.00958746238389039	0	0.0650466595259963	0.00635869289976325	0.277000470454757	0.0244492157031103	0	0.0141745337750773	0	0	0.232364280044003	0	0	0	0	0.0161306523639514	0.0138725971151299	0.0389447522479103	0.0217732932168082	0.035553783083929	0	0	0	0	0.00385051052301396	0	0.00728816768639866	0.0288149577690039	0	0.00793380938989516	0.0209824835869152	0.129913408402466	0.0371267603124689	0.0130619614262821	0.00803602267409858	0.0709030531751857	0	0.0366687645268965	0.0331842315142107	0.00858437708222426	0	0.17171221465864	0.0279384892064391	0	0	0	0.0171545231129402	0	0	0	0.0122490556841828	0	0.0126438895690405	0.55466548797471	0.0174980552824877	0	0	0	0.0405320933932918	0.391517428358237	0	0.0133656667258122	0.0505122434527798	0	0.0214077762318687	0.0639592123174277	0.0826670511502981	0	0	0	0.0129875443712411	0	0.00951268211228982	0.042106619033506	0.00753592110307745	0.0552642853579006	0.0920295204925399	0.00728816768639866
NS51	0.0206919100426103	0.0111904640827799	0	0	0	0.0195403698004471	0.120237670816471	0.0053584264877851	0.0149715933895192	0	0.356279602859951	0.0257194027171832	0.0025911667869333	0	0.002411112926	0.00794375445113387	0.222903610604829	0	0.181035361040313	0	0.00564854891285506	0.0475060651446374	0.0526708411560954	0.0505834179850645	0.107612438953605	0.0313504436205056	0.139722436242499	0.260792728834657	0	0	0	0	0	0	0	0	0.0721000963484239	0.0294689863160188	0	0.0070286220727849	0	0	0	0	0.0165098390498284	0	0	0	0	0.0145790021814638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124275894650201	0.00808846445510458	0	0	0	0	0	0	0	0.00793859884990834	0	0.00668632547933152	0.714681931933387	0.042898504994052	0.00238836602565826	0	0.00560489220460072	0	0.419280370735324	0	0.0456379890387826	0.206425949111341	0.0233944749404009	0.0497828543165729	0.0199660473200152	0.00902772101731064	0.00775951257013785	0	0.0056654356747677	0	0.0773985194633009	0.0114293920832605	0.0184909098520612	0.0281257301333313	0.0109923572873925	0.0206019952718303	0
NS55	0	0.00527825412887035	0.00718213743935776	0	0	0.00788500001581638	0.147773687795322	0	0	0	0.125773608504875	0	0	0	0.00506541992984587	0.00465950557246868	0.133789523249412	0	0.0500091769590141	0	0	0.0428967928506123	0.0113284925703501	0.26046603119485	0.1601592869241	0.0188516901057461	0.189198979836894	0.0876971741839752	0	0	0	0	0.0110417228678658	0	0	0	0	0.0461713679656308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0151342004340728	0	0	0	0.022798764819912	0	0	0	0.00410056149956584	0	0	0	0	0	0	0	0	0	0	0.0239884868324021	0	0	0.936688060555091	0	0	0	0	0.0133169418410695	0.386394683527023	0	0.00118506238452831	0.0788707333013428	0	0	0	0.0128039425870145	0.0107030649066458	0	0	0	0.0524636728014423	0	0	0.00609273604874907	0.00743148736424884	0.0296039602740263	0
NS58	0.011292370473476	0.035172751795758	0	0.0021893464205904	0.019317891865115	0	0.021659499952643	0	0	0	0.19629070664033	0.0218431951731426	0	0.0176397864738752	0	0	0.0705626224353753	0.00319390224445336	0.0622414415093427	0	0	0.0390310501293444	0	0.17321694023075	0.0391490743327779	0.00710011962010746	0.00322581026207943	0.252070240958362	0	0	0	0	0	0	0	0	0	0.0352539671677756	0	0.00676019623571264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08697710433565	0.00199859043514716	0.00277524091599275	0.0185490263670747	0	0	0.173090208328847	0.00761652783121385	0	0.119304004978947	0.00357805609696258	0	0.0561215709801667	0	0.0162826878858809	0	0	0	0.10922117791941	0.00447128719350675	0.00251178246780277	0	0.102487484567542	0.0116196123216367	0
NS6	0	0.00643404264044209	0.0029663523811813	0	0	0.0186986190442605	0.515295859209964	0	0	0	0	0	0	0	0	0.00842078864098147	0.197838752062763	0.0135021930782376	0.0610462134439161	0	0.00554183001835021	0.045489883912197	0.00275669116274566	0.113775043628057	0.221113955490486	0.0252709762384687	0.0507781026409203	0.108305725490756	0	0	0	0	0	0	0	0	0	0.0441935483718674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0197828018686312	0.0173733188178502	0	0	0	0	0	0	0	0	0	0.688129800077396	0.00628580198271336	0	0	0	0.0605913254437366	0.376461460405825	0	0.0401270313271704	0.0485476159644877	0	0.0671015105858174	0.0488132988756705	0.236419098891565	0.00299987165110243	0	0	0	0.0306414161923554	0.0165564203440723	0.146077622750105	0.0397924398126944	0	0.0401729759241167	0
