#Classification	SRR20002485_bracken_P.kreport
k__Bacteria	313753
k__Bacteria|p__Proteobacteria	312957
k__Bacteria|p__Firmicutes	579
k__Bacteria|p__Actinobacteria	195
k__Bacteria|p__Deinococcus-Thermus	16
k__Bacteria|p__Bacteroidetes	5
k__Eukaryota	1640
k__Eukaryota|k__Metazoa	1611
k__Eukaryota|k__Metazoa|p__Chordata	1611
k__Eukaryota|k__Fungi	12
k__Eukaryota|k__Fungi|p__Basidiomycota	10
k__Eukaryota|k__Fungi|p__Ascomycota	2
k__Eukaryota|p__Apicomplexa	11
k__Eukaryota|k__Viridiplantae	5
k__Eukaryota|k__Viridiplantae|p__Streptophyta	5
