name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Gilliamella sp946481345	133105	S	435	1085	1520	0.06615
Gilliamella apicola	133069	S	318	134	452	0.01967
Gilliamella apicola_N	133081	S	313	181	494	0.02150
Gilliamella sp946482005	133106	S	287	545	832	0.03621
Gilliamella apicola_R	133084	S	283	338	621	0.02702
Gilliamella apis_A	133086	S	176	255	431	0.01876
Gilliamella apis	133085	S	104	70	174	0.00757
Gilliamella apicola_Q	133083	S	82	57	139	0.00605
Gilliamella sp946480175	133104	S	31	12	43	0.00187
Gilliamella sp002142215	133091	S	29	21	50	0.00218
Gilliamella sp945271295	133099	S	5	0	5	0.00022
Gilliamella apicola_P	133082	S	2	1	3	0.00013
Gilliamella sp945273075	133100	S	1	49	50	0.00218
Gilliamella sp009795845	133093	S	1	0	1	0.00004
Frischella perrara	133059	S	1937	255	2192	0.09539
Enterobacter cancerogenus	132957	S	38	34	72	0.00313
Snodgrassella alvi	130431	S	378	100	478	0.02080
Snodgrassella sp946481965	130443	S	59	48	107	0.00466
Snodgrassella alvi_G	130436	S	43	18	61	0.00265
Limnobacter parvus	127534	S	233	20	253	0.01101
Giesbergeria sp003096555	127082	S	3	28	31	0.00135
Giesbergeria sp001724785	127080	S	2	2	4	0.00017
Zwartia panacis	129586	S	2	0	2	0.00009
Zwartia sp030410375	129605	S	2	0	2	0.00009
Comamonas denitrificans_A	126838	S	2	2	4	0.00017
Comamonas testosteroni	126880	S	2	6	8	0.00035
Vogesella mureinivorans	129842	S	134	191	325	0.01414
Azonexus fungiphilus	130661	S	19	15	34	0.00148
Azospira oryzae	130743	S	2	1	3	0.00013
Sulfuritalea sp016710465	131026	S	1	1	2	0.00009
Pseudomonas_E fluvialis	138340	S	4	2	6	0.00026
Pseudomonas_E mangrovi	138437	S	2	3	5	0.00022
Pseudomonas_E capeferrum	138232	S	2	4	6	0.00026
Pseudomonas_E monteilii	138453	S	2	6	8	0.00035
Pseudomonas_E sp002840155	138651	S	2	3	5	0.00022
Pseudomonas_F solani	138968	S	2	6	8	0.00035
Acinetobacter junii	137104	S	2	976	978	0.04256
Acinetobacter johnsonii	137103	S	2	27	29	0.00126
Acinetobacter sp001696615	137179	S	2	2	4	0.00017
Stenotrophomonas maltophilia	141133	S	2	40	42	0.00183
UBA6136 sp002423305	135383	S	3	0	3	0.00013
UBA964 sp020846815	139809	S	1	1	2	0.00009
M0108 sp009928645	131728	S	1	0	1	0.00004
Bartonella_A apis	119303	S	1609	508	2117	0.09213
Bartonella_A sp016100455	119305	S	258	150	408	0.01776
Bartonella_A sp946481695	119314	S	208	662	870	0.03786
Bartonella_A sp946479275	119312	S	128	156	284	0.01236
Bartonella_A apihabitans	119302	S	58	34	92	0.00400
Bartonella_A sp946478665	119311	S	32	19	51	0.00222
Bartonella_A sp945285915	119309	S	9	7	16	0.00070
Bartonella_A sp946480935	119313	S	5	2	7	0.00030
Bartonella_A choladocola	119304	S	4	2	6	0.00026
Bartonella_A sp016102285	119306	S	3	1	4	0.00017
Bartonella_A sp945285465	119308	S	1	0	1	0.00004
Bartonella_A sp946478235	119310	S	1	0	1	0.00004
Mesorhizobium sp004017275	119587	S	6	5	11	0.00048
Commensalibacter melissae	113763	S	592	61	653	0.02842
Commensalibacter sp946699565	113768	S	1	0	1	0.00004
Bombella saccharophila	113700	S	2	0	2	0.00009
Reyranella sp945957355	117900	S	2	1	3	0.00013
CAUJIW01 sp963205175	124224	S	1	0	1	0.00004
Lactobacillus helsingborgensis	55384	S	349	259	608	0.02646
Lactobacillus melliventris	55401	S	160	110	270	0.01175
Lactobacillus apis	55371	S	106	46	152	0.00661
Lactobacillus sp946482465	55445	S	60	107	167	0.00727
Lactobacillus apis_A	55372	S	36	67	103	0.00448
Lactobacillus sp946479925	55443	S	34	74	108	0.00470
Lactobacillus sp946482425	55444	S	30	106	136	0.00592
Lactobacillus huangpiensis	55387	S	28	31	59	0.00257
Lactobacillus sp946477855	55442	S	27	56	83	0.00361
Lactobacillus kimbladii_B	55397	S	26	49	75	0.00326
Lactobacillus kullabergensis	55399	S	19	32	51	0.00222
Lactobacillus kimbladii	55396	S	18	34	52	0.00226
Lactobacillus sp945290125	55440	S	17	4	21	0.00091
Lactobacillus laiwuensis	55400	S	13	13	26	0.00113
Lactobacillus sp016100975	55419	S	6	6	12	0.00052
Lactobacillus panisapium	55405	S	2	22	24	0.00104
Bombilactobacillus mellis	55231	S	141	599	740	0.03220
Bombilactobacillus mellifer	55230	S	80	291	371	0.01615
Bombilactobacillus mellis_A	55232	S	62	815	877	0.03817
CALYQJ01 sp945273735	55234	S	18	1	19	0.00083
Apilactobacillus kunkeei_E	55212	S	2	0	2	0.00009
Streptococcus parauberis	56140	S	1	2	3	0.00013
Bifidobacterium indicum	42787	S	157	19	176	0.00766
Bifidobacterium polysaccharolyticum	42812	S	85	82	167	0.00727
Bifidobacterium choladohabitans	42770	S	41	104	145	0.00631
Bifidobacterium apousia	42747	S	27	50	77	0.00335
Bifidobacterium asteroides_F	42751	S	24	34	58	0.00252
Bifidobacterium asteroides_H	42753	S	19	61	80	0.00348
Bifidobacterium asteroides	42750	S	17	17	34	0.00148
Bifidobacterium asteroides_J	42755	S	17	34	51	0.00222
Bifidobacterium mellis	42799	S	7	23	30	0.00131
Bifidobacterium sp026537325	42849	S	4	11	15	0.00065
Bifidobacterium mizhiense	42804	S	3	5	8	0.00035
Bifidobacterium asteroides_G	42752	S	2	0	2	0.00009
Geodermatophilus sp019799925	45525	S	2	100	102	0.00444
Protofrankia californiensis	45447	S	1	0	1	0.00004
Spirillospora cremea	50240	S	2	182	184	0.00801
Cutibacterium acnes	48418	S	2	5	7	0.00030
Streptomyces ruber	49385	S	1	3	4	0.00017
Apibacter sp945280365	89010	S	20	18	38	0.00165
SR-FBR-E99 sp009881065	82754	S	2	216	218	0.00949
SR-FBR-E99 sp012513795	82756	S	2	180	182	0.00792
RZYY01 sp012516825	76722	S	2	573	575	0.02502
UBA1402 sp002305085	81668	S	2	0	2	0.00009
Macellibacteroides fermentans	81423	S	2	882	884	0.03847
UBA3263 sp001689615	80038	S	1	2	3	0.00013
Sediminibacterium salmoneum	83763	S	4	182	186	0.00809
Sediminibacterium sp937907555	83863	S	2	0	2	0.00009
Aliarcobacter cryaerophilus_A	92150	S	3	110	113	0.00492
Aliarcobacter sp017995775	92159	S	2	3	5	0.00022
Sulfurospirillum sp018058685	92979	S	1	0	1	0.00004
CAMLLW01 sp946481295	63976	S	9	14	23	0.00100
Alitiscatomonas sp009917545	60530	S	1	0	1	0.00004
RGIG9287 sp947165155	64805	S	3	0	3	0.00013
Acutalibacter sp009917445	64172	S	1	0	1	0.00004
UBA1038 sp023460055	57669	S	2	1	3	0.00013
UBA5436 sp012522435	70213	S	2	0	2	0.00009
JAAYQA01 sp012519495	71457	S	1	0	1	0.00004
T78 sp028699715	93895	S	2	4	6	0.00026
T78 sp019136215	93894	S	2	40	42	0.00183
JAAYDE01 sp012729375	100656	S	1	0	1	0.00004
UBA1062 sp001896555	100151	S	1	1	2	0.00009
Sebaldella termitidis	102689	S	2	0	2	0.00009
UBA3900 sp002391675	96339	S	1	1	2	0.00009
Spiroplasma melliferum	74595	S	2	1	3	0.00013
UBA5550 sp002425885	143028	S	2	0	2	0.00009
Methanothrix soehngenii	34964	S	3	1502	1505	0.06549
