name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Pseudomonas_E paracarnis	138477	S	68	10890	10958	0.15411
Pseudomonas_E lactis	138417	S	6	642	648	0.00911
Pseudomonas_E lurida	138430	S	3	152	155	0.00218
Pseudomonas_E cremoris	138265	S	2	59	61	0.00086
Pseudomonas_E veronii	138942	S	1	123	124	0.00174
Pseudomonas_E sichuanensis	138561	S	1	97	98	0.00138
Pseudomonas_E lundensis	138428	S	1	57	58	0.00082
Pseudomonas_E mendocina_D	138447	S	1	106	107	0.00150
Pseudomonas_E alcaliphila_B	138175	S	1	278	279	0.00392
Pseudomonas_E putida_H	138523	S	1	319	320	0.00450
Pseudomonas_E benzenivorans	138212	S	1	63	64	0.00090
Stutzerimonas stutzeri_AO	139038	S	74	9531	9605	0.13508
Stutzerimonas stutzeri	139027	S	18	3086	3104	0.04365
Stutzerimonas stutzeri_G	139046	S	5	415	420	0.00591
Stutzerimonas stutzeri_AC	139030	S	4	382	386	0.00543
Stutzerimonas sp003488145	139015	S	3	297	300	0.00422
Stutzerimonas stutzeri_U	139055	S	2	738	740	0.01041
Stutzerimonas sp002692525	139013	S	1	256	257	0.00361
Stutzerimonas sp003325755	139014	S	1	107	108	0.00152
Stutzerimonas balearica	138998	S	1	176	177	0.00249
Pseudomonas aeruginosa	138123	S	56	10066	10122	0.14235
Pseudomonas paraeruginosa	138137	S	1	88	89	0.00125
Pseudomonas_F tohonis	138977	S	1	71	72	0.00101
Acinetobacter sp030053775	137228	S	2	513	515	0.00724
Acinetobacter schindleri	137156	S	1	88	89	0.00125
Acinetobacter ursingii	137253	S	1	123	124	0.00174
Acinetobacter bereziniae	137066	S	1	159	160	0.00225
Acinetobacter sp002165305	137191	S	1	206	207	0.00291
Aquabacterium parvum	126468	S	85	8937	9022	0.12688
Aquabacterium sp021768455	126487	S	1	18	19	0.00027
Paraburkholderia phytofirmans	128028	S	9	128	137	0.00193
Paraburkholderia phenoliruptrix	128024	S	4	149	153	0.00215
Paraburkholderia agricolaris	127963	S	1	14	15	0.00021
Paraburkholderia fungorum	127991	S	1	10	11	0.00015
Paraburkholderia sp011752995	128063	S	1	4	5	0.00007
Alcaligenes ammonioxydans	126412	S	2	98	100	0.00141
Herbaspirillum huttiense	127116	S	1	64	65	0.00091
Acidovorax temperans	126391	S	2	341	343	0.00482
Acidovorax soli_A	126358	S	1	9	10	0.00014
Tepidimonas ignava	129259	S	1	36	37	0.00052
Caballeronia udeis	126787	S	1	2	3	0.00004
Telluria sp030411995	129229	S	1	77	78	0.00110
Tepidicella xavieri	129254	S	1	64	65	0.00091
Ideonella sp016213265	127276	S	1	50	51	0.00072
Hydrogenophilus thermoluteolus	130841	S	1	46	47	0.00066
Hydrogenophilus thiooxidans	130842	S	1	5	6	0.00008
Tepidiphilus sp028684345	131058	S	1	49	50	0.00070
Sphingomonas koreensis	125055	S	2	34	36	0.00051
Sphingomonas metalli	125068	S	1	23	24	0.00034
Sphingopyxis sp001468265	125395	S	1	60	61	0.00086
Sphingobium yanoikuyae_A	124910	S	2	114	116	0.00163
Altericroceibacterium spongiae	124162	S	1	10	11	0.00015
L1I39 sp028863665	120717	S	1	5	6	0.00008
Methylobacterium organophilum	118273	S	1	6	7	0.00010
Methylobacterium tardum	118352	S	1	12	13	0.00018
UBA4765 sp002365175	120294	S	1	9	10	0.00014
Azospirillum brasilense	114111	S	2	48	50	0.00070
JAKFWI01 sp021731965	115071	S	1	0	1	0.00001
Paracoccus marinus	121849	S	2	193	195	0.00274
Paracoccus aeridis	121802	S	1	37	38	0.00053
Paracoccus denitrificans_B	121826	S	1	17	18	0.00025
Cutibacterium acnes	48418	S	87	15378	15465	0.21749
Cutibacterium modestum	48421	S	2	47	49	0.00069
Cutibacterium namnetense	48422	S	2	11	13	0.00018
Cutibacterium granulosum	48420	S	1	6	7	0.00010
UBA3913 sp002391425	44759	S	76	410	486	0.00683
Curtobacterium sp001424385	43844	S	2	34	36	0.00051
Microbacterium sediminis	44243	S	1	30	31	0.00044
Gulosibacter chungangensis	43926	S	1	3	4	0.00006
Micrococcus cohnii	45155	S	1	32	33	0.00046
Arthrobacter_D frigidicola	45019	S	2	829	831	0.01169
Nesterenkonia cremea	45171	S	1	8	9	0.00013
Corynebacterium sp027886475	46180	S	3	43	46	0.00065
