#Classification	SRR5091526_bracken_P.kreport
k__Bacteria	4587424
k__Bacteria|p__Bacteroidetes	3744123
k__Bacteria|p__Firmicutes	634695
k__Bacteria|p__Actinobacteria	166116
k__Bacteria|p__Proteobacteria	42224
k__Bacteria|p__Fusobacteria	132
k__Bacteria|p__Verrucomicrobia	125
k__Bacteria|p__Spirochaetes	4
k__Bacteria|p__Candidatus_Saccharibacteria	2
k__Eukaryota	6
k__Eukaryota|k__Viridiplantae	6
k__Eukaryota|k__Viridiplantae|p__Streptophyta	6
k__Archaea	1
k__Archaea|p__Euryarchaeota	1
k__Viruses	261
k__Viruses|k__Heunggongvirae	158
k__Viruses|k__Heunggongvirae|p__Uroviricota	158
k__Viruses|k__Sangervirae	103
k__Viruses|k__Sangervirae|p__Phixviricota	103
