feature	Actinomycetaceae	Anoxybacillaceae	Azospirillaceae	Bacillaceae	Bacteroidaceae	Beijerinckiaceae	Bifidobacteriaceae	Burkholderiaceae	Caulobacteraceae	Chitinophagaceae	Dermatophilaceae	Effusibacillaceae	Enterobacteriaceae	Enterococcaceae	Halomonadaceae	Lactobacillaceae	Listeriaceae	Microbacteriaceae	Micrococcaceae	Moraxellaceae	Mycobacteriaceae	NICIL.2	Neisseriaceae	Pasteurellaceae	Propionibacteriaceae	Pseudomonadaceae	Rhizobiaceae	Rhodobacteraceae	Rhodocyclaceae	Sphingomonadaceae	Staphylococcaceae	Streptococcaceae	Thermaceae	Xanthomonadaceae
SRR20002340	0	0	0.00981675392670157	0	0	0	0	0.135732984293194	0	0	0	0	0.00718586387434555	0	0	0.0031413612565445	0	0	0.00386125654450262	0.0312434554973822	0.0120811518324607	0	0	0	0.0513089005235602	0.732657068062827	0.00298429319371728	0.00263089005235602	0	0.00387434554973822	0	0.00348167539267016	0	0
SRR20002343	0	0.0142399843530984	0.00277471721485152	0	0	0	0	0.096014603774815	0	0.00876617661440167	0.00171855135769469	0.00451413110799622	0	0	0.000945333637578642	0	0	0.00427030022492421	0.00377220719105519	0.021630537536265	0.0101378883202399	0.024187502037357	0	0	0.0576092838282753	0.518878638719562	0.00161945431430714	0	0.00304071454183916	0.00180721713335724	0.13268050982821	0.000824070150275451	0.0905681781138964	0
SRR20002345	0	0.00468042606478172	0.0110125882776417	0	0	0	0	0.198311761395611	0.00120863688674606	0.00299421537463181	0	0.00324770465457016	0.00867541711661014	0	0.000808123824443464	0	0	0.00144793076700786	0.00387230224033826	0.0240591745375088	0.0239111367980248	0.00392806988192469	0	0	0.220884474795561	0.42503967107231	0.00138303751134365	0	0.00180484367316106	0.00215668679371549	0.00379017171363823	0.000591137000816235	0.0550284668461371	0.00116402277347691
SRR20002351	0.0103545623632812	0	0	0.00177807585677131	0	0	0	0.124796749552557	0	0	0.00119903141657276	0	0.0117972993523281	0.000651181289650897	0.000959225133258207	0.00254233653205021	0.00140764338661062	0	0.00439449888285366	0.0163555683798843	0.0276557083643652	0	0.0278467735331849	0.00185021270622366	0.185785531297644	0.519424308948479	0.00254428617663	0.000820800368092897	0	0.00450367897932207	0.00992759020030648	0.0434049372799339	0	0
SRR20002352	0	0	0	0	0	0.000295953727146925	0	0.0227973806469028	0	0	0.000249609324818972	0	0.000638251856621802	0	0	0	0	0	0.000402464546532219	0.00348233465211615	0.00110657423804111	0	0	0	0.0143968479301939	0.110059011872298	0.00034473730854477	0	0	0.000438239172890639	0.841125697401949	0.00377015778236343	0	0.000892739539580559
SRR20002353	0	0	0.0017395379219267	0	0	0	0	0.157481433095241	0	0	0.00205549480978685	0	0	0	0.00112892461055651	0	0	0	0.00289331307422502	0.0266965819854873	0.00188864117237756	0	0	0	0.0388058959685321	0.754679002002244	0.00263415742463186	0	0	0.00291816361596683	0	0	0.000489910680052825	0.00658894363897133
SRR20002355	0	0	0	0	0	0	0	0.144802947415429	0	0	0	0	0	0	0	0	0	0	0.00524729262029697	0.0103829407167578	0.00517286293773957	0	0	0	0.0953537270663541	0.732406683785494	0.00254921662759108	0	0	0.00230732015927952	0	0	0	0.00177700867105802
SRR20002356	0.00386304975813206	0.00110820527722225	0	0	0	0	0	0.00621905429351201	0	0.00105122814214656	0	0	0.0146773099954988	0	0	0	0	0	0.000831866172105134	0.00063529505609399	0.000806226461321072	0.00252408708385325	0	0	0.0111960070423739	0.935333800545841	0	0	0	0	0	0.00914767903640269	0.0126061911354973	0
SRR20002360	0.00153815695292631	0	0.00510942235353243	0.00413474864078705	0	0	0	0.110648310311743	0	0	0	0	0	0	0	0	0	0	0.00987618597992781	0.0124194751991228	0.00976958104259629	0	0	0	0.0888704445425887	0.752379574494007	0.00140109346207149	0	0	0.00226916223748534	0.00158384478321125	0	0	0
SRR20002363	0	0	0	0	0	0	0	0.0203488492751792	0	0	0	0	0	0	0	0	0	0	0	0.00214035785159909	0.00362860064132334	0	0	0	0.00335050631154221	0.0956681389217227	0.000294696976335233	0	0	0.000350500316142061	0.860626777578495	0.0133199343826513	9.54652176860615e-05	0.000176172527324036
