name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Gilliamella apis	1970738	S	1014	1356	2370	0.10100
Gilliamella apicola	1196095	S	833	3267	4100	0.17472
Gilliamella sp. wkB7	3120264	S	126	592	718	0.03060
Frischella perrara	1267021	S	791	1284	2075	0.08843
Serratia marcescens	615	S	7	262	269	0.01146
Rahnella aquatilis	34038	S	3	16	19	0.00081
Rahnella inusitata	58169	S	3	19	22	0.00094
Rahnella bonaserana	2816248	S	1	5	6	0.00026
Pantoea agglomerans	549	S	1	7	8	0.00034
Hafnia alvei	569	S	1	10	11	0.00047
Pseudomonas taetrolens	47884	S	1	11	12	0.00051
Snodgrassella alvi	1196083	S	1719	1720	3439	0.14655
Herbaspirillum huttiense	863372	S	1	45	46	0.00196
Bartonella apihabitans	2750929	S	222	180	402	0.01713
Bartonella choladocola	2750995	S	195	237	432	0.01841
Commensalibacter melissae	2070537	S	99	92	191	0.00814
Lactobacillus apis	303541	S	3211	1823	5034	0.21452
Lactobacillus sp. IBH004	2879107	S	904	992	1896	0.08080
Lactobacillus sp. wkB8	1545702	S	2	35	37	0.00158
Lactobacillus kullabergensis	1218493	S	116	177	293	0.01249
Lactobacillus helsingborgensis	1218494	S	85	735	820	0.03494
Lactobacillus panisapium	2012495	S	2	1	3	0.00013
Lactobacillus melliventris	1218507	S	2	390	392	0.01671
Apilactobacillus kunkeei	148814	S	17	24	41	0.00175
Bombilactobacillus mellifer	1218492	S	4	9	13	0.00055
Leuconostoc mesenteroides	1245	S	1	2	3	0.00013
Novisyntrophococcus fermenticellae	2068655	S	79	55	134	0.00571
Blautia liquoris	2779518	S	1	0	1	0.00004
Bifidobacterium asteroides	1684	S	214	46	260	0.01108
Bifidobacterium coryneforme	1687	S	107	88	195	0.00831
Frondihabitans sucicola	1268041	S	1	3	4	0.00017
Cutibacterium acnes	1747	S	1	5	6	0.00026
Apis mellifera filamentous virus	1100043	S	198	1	199	0.00848
Badaztecvirus badaztec1	2843847	S	1	0	1	0.00004
