#Classification	SRR20002425_bracken_P.kreport
k__Bacteria	231379
k__Bacteria|p__Proteobacteria	171397
k__Bacteria|p__Actinobacteria	1755
k__Bacteria|p__Firmicutes	58165
k__Bacteria|p__Deinococcus-Thermus	11
k__Bacteria|p__Bacteroidetes	49
k__Bacteria|p__Chlamydiae	1
k__Eukaryota	266
k__Eukaryota|k__Fungi	188
k__Eukaryota|k__Fungi|p__Basidiomycota	188
k__Eukaryota|k__Metazoa	55
k__Eukaryota|k__Metazoa|p__Chordata	55
k__Eukaryota|k__Viridiplantae	22
k__Eukaryota|k__Viridiplantae|p__Streptophyta	22
k__Archaea	2
k__Archaea|p__Euryarchaeota	2
