#Classification	SRR20002395_bracken_P.kreport
k__Bacteria	62518
k__Bacteria|p__Proteobacteria	40295
k__Bacteria|p__Actinobacteria	5646
k__Bacteria|p__Firmicutes	16476
k__Bacteria|p__Deinococcus-Thermus	5
k__Bacteria|p__Bacteroidetes	87
k__Bacteria|p__Verrucomicrobia	6
k__Eukaryota	307
k__Eukaryota|k__Metazoa	232
k__Eukaryota|k__Metazoa|p__Chordata	232
k__Eukaryota|k__Fungi	42
k__Eukaryota|k__Fungi|p__Basidiomycota	42
k__Eukaryota|k__Viridiplantae	32
k__Eukaryota|k__Viridiplantae|p__Streptophyta	32
k__Archaea	2
k__Archaea|p__Euryarchaeota	2
