feature	Absiella	Actinobacteria.gen...Trueperella.Streptomyces.	Actinobacteria.gen...Xylanimonas.Schaalia.Sanguibacter.	Actinomyces	Adlercreutzia	Akkermansia	Alistipes	Anaerococcus	Anaeromassilibacillus	Anaerostipes	Anaerotignum	Anaerotruncus	Atopobiaceae.gen..incertae.sedis	Bacteria.gen..incertae.sedis	Bacteroidales.gen..incertae.sedis	Bacteroides	Barnesiella	Bifidobacterium	Bilophila	Bittarella	Blautia	Butyricicoccus	Campylobacter	Christensenella	Clostridia.gen..incertae.sedis	Clostridiaceae.gen..incertae.sedis	Clostridiales.Family.XIII..Incertae.Sedis.gen..incertae.sedis	Clostridiales.gen...Clostridium.Eubacterium.	Clostridiales.gen...Clostridium.Flavonifractor.	Clostridiales.gen...Ruminococcus.Blautia.	Clostridiales.gen...Ruminococcus.Clostridium.Blautia.	Clostridiales.gen...Ruminococcus.Clostridium.	Clostridiales.gen...Ruminococcus.Eubacterium.	Clostridiales.gen...Sellimonas.Drancourtella.	Clostridiales.gen..incertae.sedis	Clostridium	Collinsella	Coprobacillus	Coprococcus	Coriobacteriia.gen..incertae.sedis	Desulfovibrio	Dialister	Dielma	Dorea	Eggerthella	Eggerthellaceae.gen..incertae.sedis	Eisenbergiella	Erysipelatoclostridium	Erysipelotrichaceae.gen..incertae.sedis	Escherichia	Eubacterium	Faecalibacterium	Faecalicatena	Faecalitalea	Fenollaria	Finegoldia	Firmicutes.gen...Carnobacterium.Phascolarctobacterium.	Firmicutes.gen...Catenibacterium.Roseburia.	Firmicutes.gen...Clostridium.Eubacterium.	Firmicutes.gen...Coprobacillus.Clostridium.	Firmicutes.gen...Erysipelatoclostridium.Clostridioides.	Firmicutes.gen...Lactobacillus.Lachnospira.	Firmicutes.gen..incertae.sedis	Flavonifractor	Fusicatenibacter	Gemella	Gemmiger	Haemophilus	Holdemanella	Holdemania	Hungatella	Intestinibacter	Intestinimonas	Lachnoclostridium	Lachnospira	Lachnospiraceae.gen..incertae.sedis	Lactobacillus	Lactococcus	Massilioclostridium	Massiliomicrobiota	Mediterraneibacter	Megamonas	Megasphaera	Merdibacter	Mesorhizobium	Mogibacterium	Neglecta	Odoribacter	Oscillibacter	Parabacteroides	Paraprevotella	Parasutterella	Parvimonas	Peptoniphilaceae.gen..incertae.sedis	Peptoniphilus	Peptostreptococcaceae.gen..incertae.sedis	Phascolarctobacterium	Phocea	Porphyromonas	Prevotella	Ralstonia	Romboutsia	Roseburia	Rothia	Ruminococcaceae.gen..incertae.sedis	Ruminococcus	Ruthenibacterium	Saccharibacteria.gen..incertae.sedis	Senegalimassilia	Solobacterium	Staphylococcus	Stoquefichus	Streptococcus	Sutterella	Sutterellaceae.gen..incertae.sedis	Tissierellia.gen..incertae.sedis	Turicibacter	Tyzzerella	Veillonella
NS10	0.0184673965773615	0	0	0.0130580502030742	0	0.0130580502030742	0.0130580502030742	0	0	0.168009169843447	0.0433209711021884	0	0	0.0345542474929022	0	0.067901857682798	0.0130580502030742	0.279059904447664	0.0130580502030742	0	0.381502777772457	0.0867235110749423	0	0	0	0	0	0.0130580502030742	0	0.045248566288685	0.0433209711021884	0	0	0	0.335290121989598	0.203263608063472	0.374042894937768	0	0.172602699340214	0.0130580502030742	0	0.212550065305446	0	0.279381690047324	0.106281059458867	0.0319901070408826	0	0.0292020083176414	0	0.0130580502030742	0.325286062995966	0.189912202861813	0	0	0	0	0	0	0.0184673965773615	0	0.0130580502030742	0	0	0.0130580502030742	0	0	0.102998283635937	0	0	0	0	0	0	0.0505937553561307	0	0.259787081900296	0	0.0130580502030742	0	0.0184673965773615	0	0	0.188990318455634	0	0	0	0	0	0.0554274169940802	0.0292020083176414	0.0226184921913304	0	0	0	0	0	0	0	0	0.065334867533923	0	0.0261183276338702	0.0391830629413996	0	0.144132996307095	0.0226184921913304	0.0292020083176414	0	0.0369410951248974	0	0	0	0.0319901070408826	0	0	0	0	0.0488768198409406	0
NS11	0	0	0	0	0	0.0525785187277901	0.135685860941023	0	0	0.0557711566478769	0	0.0227586425423285	0	0	0.0541982591335827	0.443574837227636	0	0.170097747000404	0.0227586425423285	0	0.12976381637131	0.0347684042228267	0	0.0131389521603358	0	0	0.0491798654347833	0	0	0.0509074643230992	0.0491798654347833	0	0.0262801732105994	0	0.256904568439045	0.0842274758446455	0.101947460677027	0	0.0541982591335827	0.0131389521603358	0.0810804187222367	0	0	0.0683231774649976	0	0.0262801732105994	0	0	0	0.0262801732105994	0.0948859230180565	0.202359801024002	0.0185818190398915	0.0185818190398915	0	0	0	0	0	0	0	0.0131389521603358	0.157210965993993	0.0321883606198936	0	0.0131389521603358	0	0.0185818190398915	0.0732178857418232	0.0131389521603358	0	0	0	0.0185818190398915	0	0.140123049093585	0.0347684042228267	0	0	0	0	0	0.187365789433546	0	0	0	0.0293829727079386	0.0573010689196225	0.167491841414902	0.193404237309363	0	0	0	0	0	0	0.127730239216233	0	0	0.570201831298349	0	0.0131389521603358	0.0525785187277901	0	0.199713076804543	0.271625066851166	0.0557711566478769	0	0.0227586425423285	0	0	0	0.0321883606198936	0.0455290837528998	0	0	0	0	0
NS13	0	0	0	0.0226242801795638	0	0	0.0952295293697344	0.013061391329578	0	0.345675355499094	0.018472122046819	0.013061391329578	0	0.0319982945882193	0	0.351256585983518	0	0	0	0	0.561133724731191	0.0433320618282576	0	0	0	0	0.0292094818536676	0	0.018472122046819	0	0.0924871553157179	0	0	0	0.144170130717323	0.0987690472516765	0	0	0.0857518912512515	0	0	0.013061391329578	0	0.232039649741098	0.0538780276311158	0	0.0226242801795638	0.0345630918097653	0.0226242801795638	0	0.273937245222164	0.294228620246757	0.0226242801795638	0	0.013061391329578	0.013061391329578	0	0	0	0	0.0345630918097653	0	0.24828470344754	0.0319982945882193	0	0	0.116351226549969	0	0	0.0413143236694024	0.0226242801795638	0.0345630918097653	0	0.0522678752682117	0	0.230893657897502	0.018472122046819	0	0	0	0	0	0	0	0	0	0	0	0.0226242801795638	0	0	0	0	0	0.0319982945882193	0	0	0	0	0.0226242801795638	0	0	0.122128455906272	0	0.22311421055351	0	0.0226242801795638	0	0	0	0	0	0.0653516074666921	0	0	0.0319982945882193	0.013061391329578	0	0
NS21	0	0	0	0.0130580502030742	0	0	0	0	0.0184673965773615	0.258410155410001	0	0.0184673965773615	0	0.0319901070408826	0.09338615803264	0.47903096146317	0	0.0391830629413996	0.0184673965773615	0	0.222660672549762	0.0598735694256861	0	0	0	0.0226184921913304	0.0130580502030742	0	0	0.0886776657116453	0.0345542474929022	0	0	0	0.215425814676613	0.223451024328208	0	0.0226184921913304	0.0886776657116453	0	0	0.150013993133933	0.0184673965773615	0.0750811768566681	0.0292020083176414	0	0.0184673965773615	0.0184673965773615	0	0.0292020083176414	0.1078855438477	0.469588879535454	0	0	0	0	0	0.0184673965773615	0.0261183276338702	0	0.0130580502030742	0.0715809665007059	0.0319901070408826	0.144132996307095	0.0345542474929022	0	0.0795105112939675	0.0261183276338702	0	0.045248566288685	0	0.0584289560929908	0	0.052254493631867	0	0.162225181860046	0	0	0	0	0	0	0	0	0	0	0	0	0.0666306523806818	0.0837076635884558	0	0	0	0	0	0.0130580502030742	0	0	0	0.0226184921913304	0	0.0226184921913304	0.398951327799494	0	0.180973932257496	0.104652355767815	0.0584289560929908	0	0	0	0	0.0130580502030742	0.064013010462157	0	0	0	0	0.0261183276338702	0.109466874104283
NS25	0	0	0	0	0	0	0.12138983813339	0	0	0.105469804773637	0.189912202861813	0.0184673965773615	0	0.0538642329765077	0	0.537807153084139	0	0.0727662788329071	0.0584289560929908	0.0345542474929022	0.180008438673219	0.115579457736094	0	0	0	0	0	0	0	0.07393272246489	0.0369410951248974	0	0	0	0.352217295153473	0.26522984073451	0	0	0.0795105112939675	0	0	0	0	0.0837076635884558	0.0226184921913304	0	0	0.0130580502030742	0.0184673965773615	0.0130580502030742	0.0826781753137519	0.457652908951363	0	0	0	0	0.166450922227644	0	0	0	0.0130580502030742	0	0.0391830629413996	0.216240867460266	0	0	0.0905901094220265	0	0	0.052254493631867	0	0.0130580502030742	0	0.064013010462157	0	0.180491802760047	0	0	0	0	0	0	0	0	0	0	0	0.0130580502030742	0.0554274169940802	0.0867235110749423	0	0.0130580502030742	0	0	0	0.0130580502030742	0	0	0	0.0130580502030742	0	0.0184673965773615	0.0261183276338702	0	0.186198603533579	0.0226184921913304	0.0345542474929022	0	0	0	0	0.0130580502030742	0.0130580502030742	0.0130580502030742	0.0184673965773615	0	0	0.188064133349729	0
NS27	0	0	0	0	0	0.0857299031145455	0.0857299031145455	0	0	0.229297689952667	0	0	0.0319901070408826	0	0	0.333089069039067	0	0.453120410130548	0	0	0.201096732319597	0.0488768198409406	0	0	0	0	0	0	0	0.0584289560929908	0.0715809665007059	0.0130580502030742	0.0319901070408826	0	0.323593147365075	0.233877111967223	0.114081500368607	0	0.0612842982648712	0.0130580502030742	0	0.102998283635937	0	0.09338615803264	0	0.0130580502030742	0	0	0	0	0.257373066790889	0.368495266589029	0.0184673965773615	0	0	0	0	0	0	0	0	0.0130580502030742	0.160612907088342	0	0	0	0	0.0369410951248974	0.0773273116534557	0.0130580502030742	0	0.0369410951248974	0	0	0	0.235760859675079	0	0	0	0	0.0130580502030742	0	0.0184673965773615	0	0	0	0	0	0.0691498390549354	0.0703758320424865	0.0369410951248974	0	0	0	0	0.0226184921913304	0	0	0	0.0130580502030742	0	0.0413037499803174	0.17057580787683	0	0.0837076635884558	0.187599408101642	0.0184673965773615	0	0.0261183276338702	0	0	0	0.143532028392253	0	0	0	0	0	0.0292020083176414
NS28	0	0	0	0	0	0.170140461393865	0.0880073735277408	0	0.0131028105614353	0.0937071872200618	0	0	0.0293021297925412	0.0524337652868099	0.022696032675834	0.115228228236714	0.0964322323607339	0.101666076190053	0.022696032675834	0	0.0655591303025	0.0454037668534747	0.0185307026998319	0	0.0370677724277251	0	0	0.0571432866537654	0.0131028105614353	0.0185307026998319	0.022696032675834	0	0.0185307026998319	0	0.320460781299912	0.463003520861533	0.0320997940129709	0.187782636640748	0.0797836204309593	0	0	0.139111391290072	0	0.0472590931570809	0.0131028105614353	0.0185307026998319	0	0	0	0	0.111408172430934	0.282296105425805	0	0	0	0	0.0524337652868099	0	0	0	0	0	0.0860244768618487	0.022696032675834	0.0185307026998319	0	0	0.0293021297925412	0.0600790390515147	0	0	0.0185307026998319	0	0	0.0293021297925412	0.107454726539677	0	0.0131028105614353	0	0	0	0	0.0131028105614353	0	0	0	0	0.022696032675834	0.0839952556537762	0.0839952556537762	0.0293021297925412	0	0	0	0.0185307026998319	0	0	0	0.0185307026998319	0.647252404414845	0	0	0.111408172430934	0	0.110628605231158	0.120376313636547	0	0	0	0	0	0	0.0346727331101727	0.0524337652868099	0.0131028105614353	0	0	0	0.0185307026998319
NS29	0	0	0	0.0261294704247708	0	0	0.0626901941059183	0	0	0.205497754211867	0	0.0130636201725816	0	0.0292144673999771	0.0816707232048758	0.183920635914643	0	0.440188799690247	0.0226281413078401	0.0130636201725816	0.30217915764581	0.0130636201725816	0	0	0	0	0.0261294704247708	0.0691793806809641	0	0	0	0	0	0.115628976704801	0.220369250196442	0.192281508233886	0.126993967659972	0	0.0320037564469369	0	0	0.122149399418909	0	0	0.0816707232048758	0.0226281413078401	0.0433394603796702	0.144793705407465	0.0413213773085395	0	0.115628976704801	0.241435469837345	0.0184752743758048	0	0	0	0	0	0.134903184829779	0	0.0369568587933006	0	0.225121594460357	0.0433394603796702	0	0	0	0	0	0	0.0554510827168923	0.0961429275608263	0.0184752743758048	0.209728057303302	0	0.0452678793595285	0	0.0320037564469369	0.0130636201725816	0.0184752743758048	0	0	0	0	0	0.0184752743758048	0	0	0.0598991378908799	0	0	0	0.0292144673999771	0	0	0.0184752743758048	0	0	0	0.0130636201725816	0	0.125628473770287	0.198552756590389	0	0.209308650651106	0.394102366915994	0.122852934506795	0	0	0	0	0.0130636201725816	0.0739643146228218	0	0	0	0.0292144673999771	0.0391997842647716	0
NS30	0.0263370773008083	0.0131673968200654	0.0186220493440534	0	0	0	0.0131673968200654	0	0.0131673968200654	0.18824833460463	0	0	0	0.0294465989224835	0	0.123833813955466	0	0.287573505214505	0	0	0.48422695503884	0.0372505603778196	0	0	0	0	0	0	0	0.0671894152986545	0.0372505603778196	0	0	0.0348437008135572	0.234725353503098	0.195654578712489	0.147152180311879	0	0.113510557505889	0	0	0.052692445304729	0	0.198812380650149	0.0228079186649734	0.0131673968200654	0	0.0395113286699394	0	0.105531906091665	0.18250627863904	0.279177655734386	0	0	0	0	0	0	0.0348437008135572	0	0	0.0574252498464576	0.0372505603778196	0	0	0.0228079186649734	0	0	0	0.0263370773008083	0	0.0456277128490155	0	0.0372505603778196	0	0.391544397604613	0.0186220493440534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0186220493440534	0	0.055892014998417	0.439447271161234	0	0.0263370773008083	0.0510177636901468	0	0.0372505603778196	0	0	0	0	0.061798107946934	0	0.0372505603778196	0	0.0186220493440534	0	0.0131673968200654
NS32	0	0	0	0	0	0.0445381907621899	0.0748132783991975	0	0.0379788701091548	0.0710947561987193	0	0.0134247337963134	0	0	0	0.193410751948404	0.0328886887799289	0.0997227018259593	0.0424642214609586	0	0.137996011489663	0.0537231609369981	0.0232537182120548	0	0	0.0232537182120548	0.0379788701091548	0	0	0.0328886887799289	0.0355249118900622	0	0.0134247337963134	0	0.328920793043889	0.286450842088903	0.0553782336918646	0.165718404215788	0.213013831509016	0	0.0232537182120548	0.278370448778797	0	0.0871097299022245	0	0.0268518878082131	0	0.0134247337963134	0.0134247337963134	0.0134247337963134	0.396853346609845	0.350155128144018	0.0268518878082131	0	0	0	0.0379788701091548	0	0	0.0232537182120548	0	0	0.0950674875942057	0.0189860109637251	0.0445381907621899	0	0.0268518878082131	0	0	0	0.0134247337963134	0.0232537182120548	0	0	0	0.164048854874609	0.0850052574318003	0	0	0	0	0	0	0	0	0	0	0.0300222254855524	0.14759142631918	0.0569854478811386	0	0.0189860109637251	0	0.0189860109637251	0	0	0	0.0134247337963134	0.0134247337963134	0.385088825869923	0	0.0232537182120548	0.137333132757355	0	0.126266632881372	0.206824146007975	0.0268518878082131	0	0.0134247337963134	0	0	0	0.0445381907621899	0.0232537182120548	0	0	0	0	0
