#Classification	S-7-POLPIL-G_bracken_F.kreport
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Nostocaceae	33
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Scytonemataceae	17
k__Bacteria|p__Acidobacteria	257
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	257
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales	257
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae	257
k__Bacteria|p__Planctomycetes	51
k__Bacteria|p__Planctomycetes|c__Planctomycetia	51
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Gemmatales	51
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Gemmatales|f__Gemmataceae	51
k__Bacteria|p__Bacteroidetes	12
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	12
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales	12
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae	12
k__Eukaryota	3497
k__Eukaryota|k__Viridiplantae	2284
k__Eukaryota|k__Viridiplantae|p__Streptophyta	2284
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida	2281
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida|o__Funariales	2281
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida|o__Funariales|f__Funariaceae	2281
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	3
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Poales	3
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Poales|f__Poaceae	3
k__Eukaryota|k__Metazoa	1168
k__Eukaryota|k__Metazoa|p__Chordata	1168
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia	1168
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia|o__Primates	1168
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia|o__Primates|f__Hominidae	1168
k__Eukaryota|k__Fungi	43
k__Eukaryota|k__Fungi|p__Ascomycota	43
k__Eukaryota|k__Fungi|p__Ascomycota|c__Eurotiomycetes	43
k__Eukaryota|k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales	43
k__Eukaryota|k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae	14
k__Eukaryota|k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Trichocomaceae	29
