#Classification	SRR20002340_bracken_P.kreport
k__Bacteria	345234
k__Bacteria|p__Proteobacteria	302458
k__Bacteria|p__Actinobacteria	11020
k__Bacteria|p__Firmicutes	31502
k__Bacteria|p__Deinococcus-Thermus	58
k__Bacteria|p__Cyanobacteria	1
k__Bacteria|p__Bacteroidetes	189
k__Bacteria|p__Chlamydiae	4
k__Eukaryota	1738
k__Eukaryota|k__Metazoa	838
k__Eukaryota|k__Metazoa|p__Chordata	838
k__Eukaryota|k__Fungi	586
k__Eukaryota|k__Fungi|p__Basidiomycota	393
k__Eukaryota|k__Fungi|p__Ascomycota	193
k__Eukaryota|k__Viridiplantae	311
k__Eukaryota|k__Viridiplantae|p__Streptophyta	311
k__Eukaryota|p__Euglenozoa	1
k__Viruses	12
k__Viruses|k__Heunggongvirae	12
k__Viruses|k__Heunggongvirae|p__Uroviricota	12
