#Classification	SRR5091492_bracken_P.kreport
k__Bacteria	13966559
k__Bacteria|p__Bacteroidetes	13226099
k__Bacteria|p__Firmicutes	641207
k__Bacteria|p__Actinobacteria	9193
k__Bacteria|p__Proteobacteria	89483
k__Bacteria|p__Synergistetes	486
k__Bacteria|p__Fusobacteria	62
k__Bacteria|p__Verrucomicrobia	23
k__Bacteria|p__Candidatus_Saccharibacteria	3
k__Eukaryota	1
k__Eukaryota|k__Viridiplantae	1
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1
k__Viruses	3593
k__Viruses|k__Heunggongvirae	3593
k__Viruses|k__Heunggongvirae|p__Uroviricota	3593
