#Classification	SRR20002396_bracken_P.kreport
k__Bacteria	2456596
k__Bacteria|p__Proteobacteria	2284939
k__Bacteria|p__Actinobacteria	91706
k__Bacteria|p__Firmicutes	69225
k__Bacteria|p__Deinococcus-Thermus	7060
k__Bacteria|p__Cyanobacteria	3
k__Bacteria|p__Bacteroidetes	3169
k__Bacteria|p__Verrucomicrobia	353
k__Bacteria|p__Chlamydiae	95
k__Bacteria|p__Fusobacteria	29
k__Bacteria|p__Spirochaetes	14
k__Eukaryota	22215
k__Eukaryota|k__Viridiplantae	16601
k__Eukaryota|k__Viridiplantae|p__Streptophyta	16601
k__Eukaryota|k__Fungi	3661
k__Eukaryota|k__Fungi|p__Basidiomycota	3519
k__Eukaryota|k__Fungi|p__Ascomycota	142
k__Eukaryota|k__Metazoa	1952
k__Eukaryota|k__Metazoa|p__Chordata	1952
k__Archaea	4420
k__Archaea|p__Euryarchaeota	4420
k__Viruses	392
k__Viruses|k__Heunggongvirae	392
k__Viruses|k__Heunggongvirae|p__Uroviricota	392
