#Classification	SRR20002451_bracken_P.kreport
k__Bacteria	6900
k__Bacteria|p__Proteobacteria	5811
k__Bacteria|p__Actinobacteria	701
k__Bacteria|p__Firmicutes	351
k__Bacteria|p__Deinococcus-Thermus	5
k__Bacteria|p__Bacteroidetes	29
k__Bacteria|p__Chlamydiae	1
k__Eukaryota	2270
k__Eukaryota|k__Metazoa	2202
k__Eukaryota|k__Metazoa|p__Chordata	2202
k__Eukaryota|k__Fungi	52
k__Eukaryota|k__Fungi|p__Basidiomycota	32
k__Eukaryota|k__Fungi|p__Ascomycota	19
k__Eukaryota|k__Viridiplantae	16
k__Eukaryota|k__Viridiplantae|p__Streptophyta	16
