Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42
NS41_paired_1	(1, 0.11291123870912313)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0024008112252211088)	(26, 0.00040309916867909974)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0005789610608969423)	(42, 0.0006520721846279555)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0001443212951052978)	(52, 0.001156986483683707)	(54, 0.00039708315421574055)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)
NS41_paired_2	(1, 0.0002450210633147469)	(2, 0.0)	(3, 0.0)	(4, 0.0007824866215535466)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0019522646012497577)	(40, 0.000341843902850413)	(42, 0.0002094534896077675)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 5.93384439952788e-06)	(52, 1.985642297103794e-06)	(54, 0.00020533514942637534)	(56, 0.0001962188939493341)	(58, 0.0006620810943488098)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)
NS46_paired_1	(1, 0.021550150519691735)	(2, 0.0)	(3, 0.0)	(4, 0.15865840517491955)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 4.650693395131747e-05)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 2.943877998159429e-06)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)
NS46_paired_2	(1, 0.003191538342409161)	(2, 0.0003371752711470517)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.007734684452778486)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 1.1626733487829368e-05)	(22, 0.0005406431071840656)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.00015405421871373914)	(38, 0.0004214690889338146)	(40, 0.0)	(42, 0.0)	(44, 1.1626733487829368e-05)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.00017003757437999395)	(76, 0.0)
NS4_paired_1	(1, 0.11902652129607043)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0001165490220837753)	(24, 0.002254391084306168)	(26, 2.9969748535827937e-05)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.000762563601633844)	(36, 3.3299720595364377e-06)	(38, 0.0)	(40, 0.00045953614421602836)	(42, 0.0006193748030737773)	(44, 0.0006560044957286781)	(46, 0.0)	(48, 0.0)	(50, 0.0005164755534960213)	(52, 0.002799317527722931)	(54, 0.0017149634885278153)	(56, 0.0)	(58, 0.0)	(60, 0.0002702079946304267)	(62, 0.00022704346574327523)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 3.46476827854963e-06)	(74, 0.0)	(76, 0.0)
NS4_paired_2	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0019380437386502065)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 6.659944119072875e-06)	(14, 0.0)	(16, 0.0005094857251090748)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.00018314846327450405)	(36, 2.66397764762915e-05)	(38, 0.0010156414781586133)	(40, 0.0004095865633229818)	(42, 0.000319677317715498)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0002242546837013202)	(54, 0.00029241038755971934)	(56, 0.0005671155611378931)	(58, 0.0006071842309574135)	(60, 0.000525268591319002)	(62, 0.00019558092785376422)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)
NS51_paired_1	(1, 0.10971269323062714)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.002349140200840872)	(26, 0.00036690893117259204)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0005722856284956152)	(42, 0.0005838236451991558)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.00013854796468190702)	(52, 0.0011044126797040924)	(54, 0.00036219629985367966)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)
NS51_paired_2	(1, 0.00025845157415931014)	(2, 0.0)	(3, 0.0)	(4, 0.0006507441420796915)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.002009922509756778)	(40, 0.000293065624269932)	(42, 0.00018230066391594196)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 9.239954385117188e-06)	(52, 0.0)	(54, 0.00021891232989696866)	(56, 0.00017312577891978403)	(58, 0.0006350507960667494)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)
NS55_paired_1	(1, 0.020817282207232824)	(2, 0.0)	(3, 0.0)	(4, 0.1636306226305803)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 3.4614702705741314e-06)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 7.269087568205676e-05)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)
NS55_paired_2	(1, 0.003357626162456907)	(2, 0.0003046093838105236)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.007109859935759265)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 3.4614702705741314e-06)	(22, 0.000553835243291861)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.00011768998919952046)	(38, 0.00047075995679808185)	(40, 0.0)	(42, 0.0)	(44, 3.4614702705741314e-06)	(46, 3.4614702705741314e-06)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.00023791488674231758)	(76, 0.0)
NS58_paired_1	(1, 0.11914752191433675)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.00255223225494145)	(26, 0.0004768501877597614)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0006087064896781804)	(42, 0.0006683127631481505)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.00018072175280148535)	(52, 0.0012840702876531153)	(54, 0.0003993288443809867)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)
NS58_paired_2	(1, 0.0002384250938798807)	(2, 0.0)	(3, 0.0)	(4, 0.000971762882631635)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0022560071383028106)	(40, 0.00034318763513013133)	(42, 0.0002528750995695705)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 9.036944728997753e-06)	(52, 3.6236659813408383e-06)	(54, 0.0002506557827324394)	(56, 0.00023313122555992474)	(58, 0.0007692363772211678)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)
NS62_paired_1	(1, 0.021169862112576782)	(2, 0.0)	(3, 0.0)	(4, 0.1611469463121079)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 3.954967446303407e-05)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)
NS62_paired_2	(1, 0.0034875622026493682)	(2, 0.0005608862923848468)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.007442529648952775)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 1.0786274853554746e-05)	(22, 0.0005249320428729977)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0002085346471687251)	(38, 0.000341565370362567)	(40, 0.0)	(42, 0.0)	(44, 1.0786274853554746e-05)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.00021630069572135596)	(76, 0.0)
NS67_paired_1	(1, 0.11310037682557018)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0024492680288432144)	(26, 0.0004064889274310819)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0006114558018560767)	(42, 0.0006872418730720411)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.00015683020443575449)	(52, 0.0012644664156424444)	(54, 0.0003930720275919247)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)
NS67_paired_2	(1, 0.0002135789279722634)	(2, 0.0)	(3, 0.0)	(4, 0.0007371917836461995)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.002103063476243013)	(40, 0.0002773081242220517)	(42, 0.00020668928513444847)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 6.895587887396497e-06)	(52, 3.4594880030404745e-06)	(54, 0.00019787503389694796)	(56, 0.00020212082946973272)	(58, 0.0006878405456098227)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)
NS6_paired_1	(1, 0.12079264759653136)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 7.567276278561088e-05)	(24, 0.0024948363980881088)	(26, 1.655341685935238e-05)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0008158469737823673)	(36, 4.72954767410068e-06)	(38, 0.0)	(40, 0.00045640135055071557)	(42, 0.0006810548650704979)	(44, 0.0006952435080927999)	(46, 0.0)	(48, 0.0)	(50, 0.0005442496369914079)	(52, 0.002939422627646919)	(54, 0.0016461027909839333)	(56, 0.0)	(58, 0.0)	(60, 0.00028542945247699155)	(62, 0.0002454294066585287)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 7.367508799936698e-06)	(74, 0.0)	(76, 0.0)
NS6_paired_2	(1, 0.0)	(2, 0.0)	(3, 4.72954767410068e-06)	(4, 0.0019722213800999833)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 1.18238691852517e-05)	(14, 0.0)	(16, 0.00043984793369136326)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.00017262849010467484)	(36, 2.128296453345306e-05)	(38, 0.0010121232022575455)	(40, 0.0003783638139280544)	(42, 0.00034052743253524897)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.00018996130037153344)	(54, 0.0002692124219185702)	(56, 0.0006479029973977012)	(58, 0.0005952420383737181)	(60, 0.0004749557863176328)	(62, 0.000222892007320355)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)
NS70_paired_1	(1, 0.1087734881018123)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0012977677104782051)	(26, 0.0009679482923456226)	(28, 0.0)	(30, 0.00024855956149122166)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0002366095825733744)	(40, 0.0001481797385813052)	(42, 0.0)	(44, 0.0017064569894685792)	(46, 1.672997048498607e-05)	(48, 0.0)	(50, 9.562826310529165e-05)	(52, 0.0032002042003146875)	(54, 0.0008028890007394487)	(56, 2.4001547043716247e-05)	(58, 0.00022112705576055207)	(60, 0.0)	(62, 3.375694196441435e-05)	(64, 0.0001401110152719557)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 9.029599221482597e-05)	(74, 2.4600253869699884e-06)	(76, 0.0)
NS70_paired_2	(1, 0.00015295973014844408)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 1.911996626855551e-05)	(16, 0.0004445392157439156)	(18, 0.0)	(20, 0.03173914400580215)	(22, 0.0)	(24, 4.779991567138877e-06)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.00020792963317054115)	(36, 8.842984399206923e-05)	(38, 0.0010492081489869836)	(40, 0.0007934786001450536)	(42, 0.00018402967533484677)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 3.6031971023761494e-05)	(54, 0.000292540721728907)	(56, 0.000490651629084857)	(58, 0.0005198527367024964)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)
NS71_paired_1	(1, 0.10665494108945779)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0012932621921558358)	(26, 0.0008964658377443862)	(28, 0.0)	(30, 0.00021799305890505565)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.00019594881699330844)	(40, 0.0001763539352939776)	(42, 0.0)	(44, 0.0016557675035934563)	(46, 1.9594881699330844e-05)	(48, 0.0)	(50, 0.00014455413135707417)	(52, 0.003203580003106442)	(54, 0.0008572110620901552)	(56, 3.935628176805243e-05)	(58, 0.0001527243085320716)	(60, 0.0)	(62, 3.9541854237159294e-05)	(64, 0.00013371569418626448)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 7.512084690641835e-05)	(74, 2.527902290307282e-06)	(76, 0.0)
NS71_paired_2	(1, 0.00010777184934631964)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 7.3480806372490675e-06)	(16, 0.00041639123611078045)	(18, 0.0)	(20, 0.030408807037149054)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.00020819561805539023)	(36, 7.103144616007432e-05)	(38, 0.0009846428053913749)	(40, 0.0007054157411759104)	(42, 0.0001812526557188103)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 1.724957668306707e-05)	(54, 0.00028801216881207595)	(56, 0.00039447482580253846)	(58, 0.0005197572929292594)	(60, 2.523375159622404e-06)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)
NS72_paired_1	(1, 0.10843080795848292)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0013080293785697249)	(26, 0.0008597592048946874)	(28, 0.0)	(30, 0.0002827550326257929)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0002482727115738669)	(40, 0.00013563046280424211)	(42, 0.0)	(44, 0.0017356101596136067)	(46, 4.597642806923462e-06)	(48, 0.0)	(50, 0.0001011797094210727)	(52, 0.003317573057862572)	(54, 0.0007861742882459842)	(56, 4.386395552638167e-05)	(58, 0.00027045720374204585)	(60, 0.0)	(62, 3.710188890586043e-05)	(64, 0.00021138764279874078)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.00011289936917007063)	(74, 0.0)	(76, 0.0)
NS72_paired_2	(1, 0.00015631985543539768)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 2.5287035438079043e-05)	(16, 0.000393098459991956)	(18, 0.0)	(20, 0.030772023306738727)	(22, 0.0)	(24, 2.298821403461731e-06)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.00024367506876694347)	(36, 8.505639192808404e-05)	(38, 0.0010551590241889345)	(40, 0.0007953922055977589)	(42, 0.00022068685473232617)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 2.3137381232062312e-05)	(54, 0.00031940007619906633)	(56, 0.00045242389972148506)	(58, 0.0004973713452959078)	(60, 7.105970388947657e-06)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)
NS77_paired_1	(1, 0.13644548892122627)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0003517651717022085)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 2.8141213736176685e-06)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 2.8397411666798288e-06)	(64, 0.0012208737654091912)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.00017606648593778624)	(74, 2.6434198451220315e-05)	(76, 0.0)
NS77_paired_2	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0005388383623554587)	(64, 0.0)	(66, 3.861385412214625e-05)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)
NS78_paired_1	(1, 0.13760675948775758)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0006621647696503743)	(24, 0.00010978897735135738)	(26, 6.8618110844598365e-06)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 6.8618110844598365e-06)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 3.44023461023948e-06)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 4.2440222239638436e-05)	(64, 0.0008220553390572584)	(66, 7.883387216284957e-05)	(68, 0.0)	(70, 0.0)	(72, 0.0001113489276764218)	(74, 2.71544758780778e-05)	(76, 0.0)
NS78_paired_2	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)
NS79_paired_1	(1, 0.1076375093451068)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0013943749502481721)	(26, 0.0009325250194697692)	(28, 0.0)	(30, 0.00027652161460617764)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.000232395825041362)	(40, 0.00015002768452037295)	(42, 0.0)	(44, 0.0016650131262457078)	(46, 1.1766877217284154e-05)	(48, 0.0)	(50, 0.00010887372980771163)	(52, 0.003423089166523744)	(54, 0.000864203182249774)	(56, 4.1350937490732955e-05)	(58, 0.0001715433127787967)	(60, 0.0)	(62, 4.1536081429707524e-05)	(64, 0.0001426732726769804)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.000117135320579099)	(74, 3.0298047651375637e-06)	(76, 0.0)
NS79_paired_2	(1, 9.413501773827323e-05)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 1.765031582592623e-05)	(16, 0.0004147824219092664)	(18, 0.0)	(20, 0.030826276589980165)	(22, 0.0)	(24, 5.883438608642077e-06)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.00020886207060679372)	(36, 0.00010001845634691531)	(38, 0.0010148931599907583)	(40, 0.0008148562472969277)	(42, 0.00020592035130247271)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 3.2558453004640556e-05)	(54, 0.0003161091520130442)	(56, 0.0004077982540477575)	(58, 0.0004794362842445658)	(60, 6.060296067279953e-06)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)
