#Classification	SRR20002442_bracken_P.kreport
k__Bacteria	1665141
k__Bacteria|p__Proteobacteria	1630968
k__Bacteria|p__Actinobacteria	13065
k__Bacteria|p__Firmicutes	20669
k__Bacteria|p__Deinococcus-Thermus	7
k__Bacteria|p__Cyanobacteria	1
k__Bacteria|p__Bacteroidetes	387
k__Bacteria|p__Chlamydiae	13
k__Bacteria|p__Planctomycetes	6
k__Bacteria|p__Verrucomicrobia	7
k__Bacteria|p__Fusobacteria	13
k__Eukaryota	1288
k__Eukaryota|k__Fungi	864
k__Eukaryota|k__Fungi|p__Basidiomycota	851
k__Eukaryota|k__Fungi|p__Ascomycota	13
k__Eukaryota|k__Metazoa	271
k__Eukaryota|k__Metazoa|p__Chordata	271
k__Eukaryota|k__Viridiplantae	152
k__Eukaryota|k__Viridiplantae|p__Streptophyta	152
k__Viruses	17
k__Viruses|k__Heunggongvirae	17
k__Viruses|k__Heunggongvirae|p__Uroviricota	17
