feature	Acidaminococcus	Actinomyces	Adlercreutzia	Agathobaculum	Akkermansia	Alistipes	Allochristensenella	Alloscillospira	Amedibacillus	Anaerobutyricum	Anaerococcus	Anaerofilum	Anaerofustis	Anaeromassilibacillus	Anaerosacchariphilus	Anaerostipes	Anaerotignum	Anaerotruncus	Avimonas	Bacteroidales.unclassified	Bacteroides	Barnesiella	Bifidobacterium	Bilophila	Bittarella	Blautia	Bradyrhizobium	Butyricicoccus	Butyricimonas	Campylobacter	Catenibacillus	Catenibacterium	Christensenella	Christensenellaceae.unclassified	Cibionibacter	Clostridia.unclassified	Clostridiaceae.unclassified	Clostridium	Collinsella	Coprobacillus	Coprococcus	Corynebacterium	Dakarella	Desulfovibrio	Dialister	Dielma	Dorea	Dysosmobacter	Eggerthella	Eisenbergiella	Enterocloster	Enterococcus	Erysipelatoclostridium	Erysipelotrichaceae.unclassified	Escherichia	Eubacteriaceae.unclassified	Eubacteriales.Family.XIII.Incertae.Sedis.unclassified	Eubacteriales.unclassified	Eubacterium	Evtepia	Ezakiella	Faecalibacillus	Faecalibacterium	Faecalicatena	Faecalimonas	Faecalitalea	Fenollaria	Firmicutes.unclassified	Flavonifractor	Fusicatenibacter	Fusobacterium	GGB12785	GGB13404	GGB14025	GGB1456	GGB2652	GGB2653	GGB28262	GGB2848	GGB2980	GGB2982	GGB2987	GGB2998	GGB3000	GGB3005	GGB3033	GGB3034	GGB3109	GGB3256	GGB3277	GGB3278	GGB3280	GGB32900	GGB3304	GGB3321	GGB33469	GGB33512	GGB33586	GGB3363	GGB33928	GGB3444	GGB3453	GGB34797	GGB3499	GGB3511	GGB3534	GGB3537	GGB3588	GGB3593	GGB3602	GGB3612	GGB3614	GGB3619	GGB3653	GGB3730	GGB3746	GGB3819	GGB3828	GGB38744	GGB42389	GGB42994	GGB4456	GGB45432	GGB45491	GGB4567	GGB51441	GGB51510	GGB51647	GGB51959	GGB52130	GGB58158	GGB58233	GGB74510	GGB79634	GGB79734	GGB79916	GGB79973	GGB79998	GGB80011	GGB80055	GGB80140	GGB9176	GGB9186	GGB9189	GGB9211	GGB9290	GGB9293	GGB9296	GGB9302	GGB9342	GGB9345	GGB9453	GGB9474	GGB9512	GGB9522	GGB9524	GGB9531	GGB9534	GGB9545	GGB9559	GGB9581	GGB9602	GGB9614	GGB9634	GGB9635	GGB9640	GGB9697	GGB9699	GGB9707	GGB9708	GGB9712	GGB9713	GGB9719	GGB9721	GGB9739	GGB9747	GGB9758	GGB9759	GGB9760	GGB9766	GGB9767	GGB9770	GGB9781	GGB9787	GGB9790	GGB9832	Geddesella	Gemella	Gemmiger	Gordonibacter	Haemophilus	Holdemanella	Holdemania	Hungatella	Hydrogeniiclostidium	Hydrogenoanaerobacterium	Intestinibacter	Intestinimonas	Kluyvera	Lachnoclostridium	Lachnospira	Lachnospiraceae.unclassified	Lachnotalea	Lacrimispora	Lactobacillus	Lactococcus	Lawsonibacter	Leuconostoc	Ligilactobacillus	Limosilactobacillus	Longibaculum	Longicatena	Massiliimalia	Massilimicrobiota	Massilioclostridium	Massilistercora	Mediterraneibacter	Megamonas	Megasphaera	Merdimonas	Mesorhizobium	Metaruminococcus	Methylobacterium	Mogibacterium	Monoglobus	Nanosynsacchari	Neglectibacter	Neobittarella	Odoribacter	Oscillibacter	Oscillospiraceae.unclassified	Parabacteroides	Paralachnospira	Paraprevotella	Pararuminococcus	Parasutterella	Paratractidigestivibacter	Parvimonas	Peptoniphilus	Peptostreptococcus	Phascolarctobacterium	Phocaeicola	Phocea	Porphyromonas	Prevotella	Pseudobutyricicoccus	Pseudoflavonifractor	Pseudoruminococcus	Ralstonia	Raoultibacter	Rheinheimera	Romboutsia	Roseburia	Rothia	Ruminococcus	Ruthenibacterium	Saccharibacteria.unclassified	Sanguibacter	Schneewindia	Sellimonas	Senegalimassilia	Slackia	Solobacterium	Sphingomonas	Staphylococcus	Streptococcus	Sutterella	Turicibacter	Veillonella	Vescimonas	Waltera
NS10	0.0111487892072732	0	0.014872959244537	0.0483331874917895	0	0.0175824317650872	0	0	0.0270520644346668	0.123152498601331	0	0	0	0	0	0.203603457485943	0	0	0	0	0.0324114288481826	0.0113358780911315	0.298488625361128	0.00468560283698468	0	0.341697941103702	0	0.0691106814917047	0	0	0	0	0	0	0.0434654287090763	0.051091754474956	0.0943016538397459	0.17441704718821	0.382891432852108	0	0.179214769784967	0	0	0	0.234650735507908	0	0.304121319893	0	0.00274600430332408	0	0	0	0.0254287945888333	0	0.00493617523462172	0.00431515758819917	0.0221013417498238	0.0482070631999454	0.196139538049074	0.0320154483410428	0	0.0399493565855403	0.202174124010368	0.00855277521216699	0	0	0	0.083865463670838	0.0151413211892866	0.168231548410298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00408932860821468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.100131133211946	0	0	0	0	0	0	0.0263008165574415	0	0	0	0.0112564033905318	0	0	0	0	0	0	0.0408474155120536	0	0	0	0	0.00586248695521952	0	0.244619406393039	0	0	0	0.00370774956313011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105433168175316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00788167582644597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.135044744034771	0.0252566729650001	0	0	0	0	0	0	0	0	0.00455233467734676	0.0376001324158034	0	0.20616570350894	0	0.159613971480902	0	0.00739823584382953	0	0	0	0	0	0.0208222393404528	0	0.0229208123888882	0	0	0.180488440791849	0	0.194629473516407	0	0	0	0	0.0089942240628474	0	0	0	0.0160284953863816	0	0.0488812326744024	0.0210013585187643	0.0112107363627218	0	0.0176784656669092	0	0	0	0	0	0	0.0138624437356172	0.056039722337492	0	0	0.0700033130954213	0	0	0	0	0.00965442049849267	0	0.0201739149950624	0.0370152376778688	0	0.026254921949746	0.0352723337684416	0	0	0	0	0.0314419402154924	0	0	0	0	0.0163203181860458	0	0	0	0	0
NS11	0.0532855584061236	0	0	0.0472492861478703	0.0495740823008572	0.134315859478943	0	0	0	0.0497504434952583	0.0104910979585942	0.00574410783492743	0	0	0	0.0612607612581612	0	0.00369861113596322	0.0194158817130682	0	0.337969648507096	0	0.190053364375564	0.017930602610866	0	0.105365296478271	0	0	0.057405266334327	0	0	0.118646093122254	0.00892801581250718	0.00908551567837615	0.145431073451228	0.0125862080115519	0.14167695351448	0.0902696276758174	0.149295566047166	0	0.0515750110410987	0	0	0	0	0	0.0801390650606653	0.0429834972332404	0.00912393347031127	0	0.0102474692623114	0	0.0107581371137357	0	0.0218367373394768	0.00819014521405893	0.0219308881898423	0.0464459313138459	0.0640401945224743	0.0313584705568339	0	0	0.220063815481299	0	0	0.0145685994226692	0	0.0217600516662762	0.0138379415752466	0.0327031104766354	0	0	0	0	0	0.00684326352090042	0.00833595070935476	0.00109760805401273	0	0	0.0132026220725106	0	0.0134490817343991	0.0159662754884494	0.00863368198799972	0	0	0	0	0	0	0	0.00691669842335703	0.261404010305597	0.0174738735901264	0	0	0.0123634417857534	0	0	0	0	0	0	0	0	0.00727275976545824	0	0.00152701092766437	0	0	0	0	0	0.0294026555357013	0	0	0	0	0	0	0	0.0046858908074195	0	0	0.00336867100223205	0	0.00730741180546658	0.00740514943711346	0.00354297853166048	0	0.00603446513244592	0	0	0.00897360719757956	0	0.00271733814913612	0	0.129786177068352	0.0385399577176092	0	0	0	0.00840328176772906	0	0	0	0	0	0	0	0	0.00100520143090063	0.0320229628492878	0.00651151125122858	0	0.0213178621292507	0.0101579502727779	0	0	0.00706952855261976	0	0	0	0	0.0170425613377297	0	0.0312130401065198	0	0	0	0	0.0328318850376669	0.00170725028419237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0968433392748618	0.00325723012275509	0	0.0657054561744471	0.017160751831372	0.00999207372936428	0.0182911788905508	0	0	0	0	0	0.0277962860013871	0.155719248522339	0.00665613288152906	0.0404700968881581	0	0.00547033445253607	0.0115726729941516	0	0.0544611420206991	0	0	0	0	0	0	0	0.0810644693127169	0	0.200954234115823	0	0	0	0	0.0256373356394451	0	0	0.0187528855043218	0	0.0622412538810091	0.0914649503479458	0.0584901241143207	0.205403728798439	0	0	0	0.0133169393505209	0	0	0	0	0.106707023832122	0.304478456494587	0.0106016541092914	0	0.577192518916376	0	0	0	0	0	0.0107110693655993	0.0127457750934615	0.0646268646042466	0	0.0121940956387428	0.0511159098879179	0	0	0.0032750781562874	0	0.0228221445233585	0	0	0	0	0.0255142015134544	0.0635910686712321	0	0	0.026310931683545	0.0144923636709955
NS13	0	0.0106759708849503	0	0.0513362444119144	0	0.114817241852959	0	0	0	0.290862530966124	0.0113403680217348	0	0	0	0	0.298353074908045	0.010361731958986	0.00980986574928886	0	0	0.260597645723069	0	0.00570599347998364	0	0	0.609953838805948	0	0	0	0	0	0.258063617852493	0	0	0.126017030673153	0	0.0536655146754998	0.134005861174936	0	0	0.0978651843666183	0	0	0	0	0	0.248068842676492	0.0182625085767003	0.0643662708276224	0.0260439414800453	0.0122239423331231	0	0.0449274146451451	0.0308354990486583	0	0.00879278201112909	0.033331558146972	0.00706813760627445	0.0812220683985408	0	0.0211852068740201	0.0338162274367943	0.267077351451732	0.012272024888759	0	0	0.0199681529509566	0	0.0346706017422447	0.185682179989569	0	0.00319679938626672	0	0	0	0	0	0	0	0.0364586988223357	0	0	0.00350842259676263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00513105921225084	0	0	0	0	0	0	0.0232604124575014	0	0	0	0	0.00437143353075861	0	0	0	0	0	0.00864901750596393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03785861832817	0	0	0	0	0	0	0	0	0	0	0.179992571079562	0	0	0	0.0313817397305892	0.0204365270465452	0	0	0.0292461612309692	0	0.00681640042890725	0.0509959584517523	0	0.175117150998763	0	0.0489735294945383	0	0	0.0115363442023832	0	0	0	0	0	0	0	0	0	0.0449553484089545	0	0	0	0	0	0	0.0106848641618053	0.0373173772396484	0	0	0	0	0	0.048698876090611	0	0	0	0	0	0	0	0.0186067455600676	0	0	0.160998671957142	0	0	0.0178329935065668	0	0	0	0	0	0	0	0.127492862192646	0	0.00718806006504095	0.014194297407211	0	0	0	0	0	0	0	0	0	0.0582323261960691	0	0.0148023046692816	0	0.0185771094857711	0.00602026092108415
NS21	0	0.00266431349092644	0	0.0602533619861354	0	0.00462764572617445	0	0	0	0.0654452215639834	0	0	0.000945925696972912	0.0134622711073187	0	0.17355261405874	0	0.00810603241686005	0	0	0.328148738911984	0	0.0503580916979868	0.0312292173585091	0	0.175319368454151	0	0	0.0717015712343567	0	0	0	0	0	0.0550603094044106	0.0345640336537968	0.125680914031148	0.271222714023873	0.130859119394893	0.0307854991597262	0.0766160365517481	0.00980924265101951	0	0	0.114737757507389	0.0275682018727475	0.085147291648997	0.072446545411444	0.0329693631904618	0.0206015065608989	0.0447923389868905	0	0.018179022772991	0	0.0268998184061859	0.00250863810493473	0	0	0.0652756693572801	0.0318935285682403	0	0	0.464002658202097	0.0102523137776071	0	0	0	0	0.151867322653508	0.105677678990922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00402436551258586	0.0987083765222218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0364116393193694	0	0	0.0107618865637951	0	0.00579776652779115	0	0	0	0	0	0.00622927908358326	0	0	0	0	0.013365537180188	0.00460503215306153	0	0.0215160085020706	0	0	0	0.0808148017225652	0	0.030133439893427	0	0	0.0757620681001056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0442921501527088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00376791273109984	0.156989751704115	0	0.00757732394136628	0	0.0382548364846794	0.0252555312192579	0.0369031101249833	0	0.0497183447769685	0	0.00221166125391911	0.036295856186757	0.0867203521733718	0.119583358929841	0	0.108329987051497	0	0	0	0	0	0	0.0118803412587955	0.0310398968036179	0	0	0	0	0.17714677919052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0802210406697612	0	0	0	0	0	0	0	0	0	0.385237810114059	0.0170371159053873	0	0.0168761412505798	0	0.00629358694162425	0	0	0	0.00330398193716046	0.00898890276484927	0.386767127758054	0	0.0451231673758374	0.0553607417407924	0	0	0	0.00306515392352174	0	0	0	0	0	0.061562107182296	0	0	0.0948089106087243	0	0
NS25	0	0	0	0.117054048637629	0	0.110234714959164	0	0	0	0.0496561150569679	0	0	0	0	0	0.0802733176691334	0.00459826533026959	0.00497497413131914	0	0	0.39298084016486	0	0.0751565876804192	0.0610493796935386	0.0226289677466771	0.130261786770165	0	0	0	0	0	0	0	0	0.0859497990460241	0.207234998097081	0.276645375442351	0.228209724251033	0.125002951526827	0	0.081162877955807	0	0	0	0	0	0.0863407039018246	0.069975290037672	0.0197685198566915	0.0162305571314883	0.0600283550679049	0	0	0.0174789043176485	0	0	0.0213245820184041	0.164261205445669	0	0.0516183796484793	0	0.0504651068437377	0.472787986087274	0.00214829513888254	0	0	0	0	0.196409105343922	0.0716616758454558	0	0	0	0	0	0	0	0.00167691184761689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0900972794805277	0	0	0	0	0.00331843917240259	0.00822960452688385	0	0	0	0	0.0179204498806237	0.00281441500877859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00313208249161523	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00138219565473594	0	0	0	0	0	0	0	0	0	0	0	0	0	0.159762628578495	0.00228390426793947	0	0	0.0696988339739447	0.0164545481414803	0.0233587925377179	0.0232708340837146	0.0116385497137939	0	0	0.0618449042779024	0	0.177279810781289	0	0.101882049254436	0	0	0.0255342155688475	0	0	0	0.0126335795979776	0	0.00972531046099216	0	0	0	0.124987593639898	0	0	0	0	0	0	0.0144919093916166	0.138771689020444	0	0	0.00585319920647243	0.0254297133382476	0	0.0112845480517587	0.0939057753211219	0	0	0	0.0195928705842924	0	0	0	0	0.174014195285954	0.362149015515858	0.00895297435317559	0	0.0132336275784071	0	0.00170232107464991	0	0	0	0.0453800339211225	0.0302543701397953	0.0271009827059044	0	0	0.0337239855362257	0	0	0	0	0	0	0	0	0	0.0486197695483337	0.0153906873930259	0.0073826057602909	0	0	0
NS27	0	0	0.00789384579858485	0.0253300869308577	0.0837393112455641	0.0880254202581312	0	0	0	0.166534597515424	0	0	0	0	0	0.190966563507943	0.0124473436695254	0	0	0	0.237824963835012	0	0.439222794600604	0	0	0.194170700685547	0	0.0323002698094803	0	0	0	0.155189225522432	0	0	0.0615756977272744	0.00996918927119078	0.092945327463277	0.0984781324485581	0.345675444661434	0	0.0636687716895982	0	0	0.0203918724147987	0.10091057159749	0	0.106626726685665	0.00680508211957636	0	0.00385774086317056	0	0.0196325669798521	0	0	0	0.00541300381330734	0	0.0767244636727508	0.16292662359644	0	0	0	0.378395423817377	0.0389238492257665	0	0	0	0.0152893321036216	0.0108297364252875	0.110708442131034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00554005507487435	0	0	0.0249253350498582	0.127638670720633	0	0	0	0	0	0.00873093152889801	0.0366026562580863	0	0	0.0740147203443756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0489943800285508	0	0	0	0	0	0	0	0.00346165134286377	0	0	0	0	0	0	0.00648811585485049	0	0	0	0	0	0.0135848915241933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0202205016480241	0	0	0	0	0	0	0	0.00633741708371004	0	0	0.023526239694885	0	0	0	0	0	0	0	0	0	0.0505888812934408	0.00566766857551669	0.0144682495790751	0.083378653537593	0.0125847923808981	0	0	0	0.0364575589794852	0	0.00230962535561944	0	0.0564325173907975	0.22760898638355	0	0.118118906916177	0.0193718584675214	0	0	0	0	0	0	0	0	0	0	0	0.0865393611976016	0	0.0220341849939611	0	0	0	0	0.0139942096995158	0	0	0	0	0	0.059051823094785	0	0.0864989498887731	0	0.0481900640738112	0	0.00114641316057075	0.0336717479368826	0	0	0	0	0.240263476005738	0	0	0	0	0.00210838953201583	0.0174547778581369	0	0	0	0.0461741307949095	0.181297983098398	0	0.186266364444228	0.00786195068320942	0	0.0190731644402941	0	0	0.0190934251802717	0.0183520642618248	0	0	0	0.138332787810072	0.00508529954907798	0	0.0200756129419593	0	0.0182887521925087
NS28	0	0	0.00260506697935303	0.0175070017876084	0.192478283242435	0.104901214784581	0.00840603037901158	0	0	0.0748543528902138	0	0	0	0.0155684633009371	0.00297562278117204	0.0755827444538729	0.00421163157042398	0	0	0	0.110525092758082	0.111521105571149	0.126297236800169	0.019387106538517	0	0.0813272017690373	0	0.0504231579140545	0.0793034685574953	0.0286326689305341	0	0	0	0.00274126385158643	0.0215160839361892	0.00317452843215346	0.0838965567278848	0.247163172570904	0.103574019790951	0	0.0822356759255134	0.00446344240531224	0	0.106601635468555	0.149971991449549	0	0.0522593373320679	0.0448082071832745	0	0	0.0115990965024869	0	0	0	0.0113938672730212	0	0.00852131927051433	0.040683935162018	0.170549575441005	0.0159611294143621	0.00571407073046642	0.0428356759229956	0.296868427787174	0.0251522100529673	0	0	0.0159044501436842	0.0286453884325835	0.00625200806314084	0.032442517342877	0.00569364481134591	0	0.00892534215202159	0	0.00269842886392898	0	0	0	0.00238929014159042	0	0	0	0.0124529054426655	0	0	0	0	0	0	0.0658153941472617	0	0	0	0.0951205969506724	0.0533624869403387	0.0472568392581893	0	0	0	0.0284923800584802	0	0	0.00946696295251373	0	0	0	0	0	0.00323361583873722	0	0.00556428435102497	0.0546234515679097	0.0143301212404276	0.0396322312100962	0.0170893455581552	0.0505494270101043	0	0.00713330145639105	0	0	0	0	0	0	0	0.0124036863824809	0	0.00661201686857495	0	0.00391040014919496	0	0	0	0	0.043398061707292	0	0	0	0.0212002930766924	0	0.0211486955450307	0	0	0.0181443712613592	0	0.00839909740617563	0.0112056884226227	0.0330931834947037	0.0123058413622766	0.139000119443102	0.0128228427660347	0	0	0	0.00394377560793586	0.0252389465007304	0.0103249676908524	0	0	0.0063099741710341	0.0028962583129129	0.047260542629611	0.017656128472109	0.027648362498366	0.0360444673374813	0.00878720776849776	0.00621462603121578	0.00900655931604981	0.0255783978743248	0.0867881192352708	0.0324312853657695	0.0538369668550076	0	0	0.00181417802576433	0.0308057188766274	0.0511476010566858	0.0466273824606476	0.0534318921458975	0.0206813460445455	0.0213918249240786	0	0	0.000980386859911975	0.00297562278117204	0	0	0	0.050637369394798	0	0.00705529336241041	0.0517445228655294	0	0	0	0.00878057574212837	0.0122904456964983	0.0147725382312248	0	0	0.0776359942773865	0.124116233572904	0	0.0468290039414538	0	0	0.00661201686857495	0	0.0121065769725631	0	0	0	0	0	0	0	0.0670780095433388	0	0.0119100940343392	0	0	0	0	0	0	0	0	0	0.0286708105265863	0.0530424428425507	0.0997000570904987	0.0878330573074124	0	0.0250918969274151	0.00143803602630993	0.00416643708952075	0.0320124805973019	0	0.0036363805471537	0	0.0636340137629711	0.122140289019953	0	0.0103249676908524	0.737021000937385	0	0	0.0129775190890499	0	0	0.00757106785227014	0.00639707682670633	0.107676999826369	0	0.0733369943535617	0.0064152635427542	0	0	0	0	0.00669301583482274	0.0186299885569776	0	0	0	0.0373184328427816	0.058493730454441	0	0.00675797805518113	0.0718878884109268	0.070879305902924
NS29	0	0.00958291200763699	0	0	0	0.0490973119672861	0	0	0	0.000998023253123093	0	0.0104706149244627	0.00126749092792134	0.0280785344004763	0	0.135370645084032	0	0.017541797091446	0.0342406702718614	0.0739188300943418	0.085666271024055	0	0.446678765837962	0.0178189936718388	0.00969624782884155	0.335577793175862	0	0	0	0	0.0112015814847149	0	0	0.0186405187193708	0.0800374623158557	0.0134405870394817	0.069117089333435	0.16021646825106	0.147958489752077	0.0404035923075313	0.0029179866079573	0	0	0	0.137066737010881	0.00922586044999664	0.00843057986606423	0.0594279654063628	0.081469503409245	0.091780905422275	0.0874334554110498	0	0.151880108305984	0.0164126599820154	0	0.00299943467591534	0.0844415036140348	0.0381681017003932	0.0754588365036393	0.0602455755996207	0	0	0.238220755090564	0	0.0332250072819556	0	0	0.00405201812756012	0.041799780809319	0.0080981532347421	0	0	0	0	0	0	0.030211318935714	0	0.0317331240484867	0	0	0.018468174556732	0	0	0.0264301798279992	0	0	0.00374286359304556	0.00564285477182299	0	0.218612449797926	0.0108518867948201	0	0.0223679568252323	0	0	0	0	0	0	0	0	0	0	0	0.037841448517652	0	0	0	0	0	0	0	0.0278093351212007	0	0.0358644568677173	0	0	0	0	0	0.0146826430692646	0	0	0	0	0.0105941753742361	0	0	0.00374286359304556	0	0	0.0644948230420073	0	0	0.0422586290508962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0486769941182522	0.0399693752219986	0	0	0	0	0	0	0	0.00576676591847366	0	0	0	0	0	0	0	0	0.00126749092792134	0	0	0.078831661526125	0	0	0	0	0	0.0396737499914155	0	0	0	0	0	0	0	0	0	0.154733455222108	0.0239420944302893	0	0	0	0.0521821097897309	0	0.0183564653151468	0.0892394827630151	0.00734713955648417	0	0.120858686931817	0	0.0278093351212007	0	0.158056121876557	0	0.0299129417405318	0.0218445390532318	0.00485965143513322	0.0032265098830862	0	0.0308333207280166	0.137684816737497	0.0132333764812907	0.0214090974576166	0.0191289392379918	0	0.0825728731677472	0	0	0.00607077472963264	0	0.0087228036678022	0	0.054468564011804	0.054737133169009	0	0	0	0	0.0265866131279506	0.057381476645494	0	0.0194323125581495	0	0.0113072231997074	0	0	0.0141339852800189	0	0.00396383262546517	0	0.139479642742384	0	0	0.0148556226229589	0	0.00541623193153454	0.010388971510978	0	0	0	0.109408170468233	0.198513755658098	0	0.422105542501276	0.133347774656878	0.00438340626351668	0	0.0116776996077467	0.119525961535298	0	0	0	0	0	0.0742246761599706	0	0.00360734927907825	0	0.00426827693099514	0
NS30	0	0.011031831740254	0	0.0350840868684429	0	0.0257636105295799	0	0	0.0230519876152798	0.119127622442204	0	0	0	0.00677363992055181	0	0.172292884264153	0	0	0	0	0.111966913332481	0	0.291646765318302	0	0	0.367919634449544	0	0	0	0	0	0	0	0	0.0145422274122379	0.0054164384762732	0.0896502709295486	0.155401171255228	0.174598054225869	0	0.0701387894151291	0	0	0	0.0610171069793485	0	0.202936414426573	0.00316615887890406	0.0373041728324223	0	0.0258993611265476	0	0.0405991746595178	0	0.0634159191943753	0.00663773316531445	0	0.0908149387041381	0.141465742557205	0	0.00492497198975983	0	0.273315398824773	0	0.0931848880792271	0	0.0117786874837634	0.147312071020267	0.00202508002393377	0.205561315470235	0	0.0205835806119194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0127394654334036	0	0.00199894882930208	0.00986784072158804	0	0.0222020331178562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0512947543997735	0.00789440406183325	0	0	0	0	0.00607238782550678	0	0	0	0	0	0.00845193644049456	0	0	0	0	0.0528062360001421	0	0	0	0	0	0.00790549661811097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00511352364355736	0	0	0	0	0.0502662531467839	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013587638525491	0.0131909915804424	0	0	0.035036560835342	0	0	0	0.0478602199109274	0	0.00657139301157643	0.0270374245513437	0.0647180127002033	0.348022257922581	0	0.0962542650753569	0	0	0	0	0.00505492336234807	0	0	0.03977934943742	0	0.0133047728401975	0	0	0.289069621028455	0	0	0	0	0	0	0	0.0196440533221624	0	0	0	0	0.00794971207866318	0.0246933690660556	0.00496396154039024	0	0	0	0.112546914897991	0	0	0	0	0	0.0494806319000501	0	0	0.029867418856811	0	0	0	0	0	0	0.0554061331191963	0.444446110551545	0	0.0169645120275297	0.00557273088347418	0.0271848823042432	0	0	0.0375264027742545	0	0	0.00565390744720232	0	0	0.0510735208256697	0	0	0.0042815511158894	0.00816075956954686	0
NS32	0	0	0.00195135580820587	0.0196008118090152	0.0542355473596786	0.0808751576248348	0.00217531875781049	0.0104042540680071	0	0.0808528878187082	0	0.00384546305694736	0	0.0239230432116356	0	0.053839691826541	0.0369147221591146	0.00296624277122823	0.0074368218396662	0	0.144825957018796	0.0297159462061536	0.119538193925785	0.0352236397495448	0.00292861438135708	0.121779995397943	0	0.063300268347399	0.0499105704214974	0.0263289563681132	0	0.0316468464158005	0	0.0198212446209132	0.0620091291735345	0	0.0977597365008488	0.122456184943385	0.0984155872197248	0	0.243582349996434	0	0.00450100321443337	0.0452444919766643	0.309612829692239	0.00467426036087548	0.0967304364605583	0.0645439065133663	0	0	0.036280289864023	0.0175146041757684	0.00228311354759706	0.00848845620781095	0.0134071993142264	0.00816885167866959	0.0166409659035232	0.0407962440075718	0.136458023246902	0.0246329139141358	0.00674331464682505	0.0193205403251479	0.385084383227245	0.0521383829609579	0	0	0.0196798882131979	0.114910125848458	0.00800426569473331	0.0675052712452288	0	0.00555601039474658	0.0277521804768065	0.0271880136973834	0	0	0.00318848707052498	0	0	0	0.0266570329314042	0	0.0285458475981497	0.00440972855676779	0	0	0	0.0142312566541957	0.00308237040943682	0	0	0.00258676722224246	0.00745172060456189	0.167171306196308	0.0111768832790058	0.0274863502074617	0.0134237353996723	0	0	0.0212953204151015	0	0	0	0	0	0	0	0.011397979185734	0.0114787860818653	0	0	0.0674409715172641	0.0166997441524111	0.0211454517943223	0	0.0222199327188799	0	0	0	0	0	0	0.00515924025263461	0.00358165081809236	0.0947054644185501	0.0112329766166485	0	0.396686767246694	0.00096136354294396	0.0115542293711734	0.00387896509102744	0.00302180694521078	0	0	0.04183183838675	0	0.0106743672873693	0	0.0938211494540559	0	0.041651397532345	0.00186415386564289	0	0	0.010793199662918	0	0.00908182925701852	0.0200871749162903	0.00828791721114234	0.0286506129885486	0.0315555370196781	0	0	0	0.00732663862387207	0.0198901520213557	0	0.0132769542967472	0.00532497179604781	0.00430365828924938	0.00727854392536908	0.0271321793683869	0.00651465757944319	0.0567195538794989	0.0811426091387389	0.0193147977096492	0.00345021671585859	0.00724545309807384	0.0223807893582733	0.0968561128536008	0.0297078538737769	0.0540761815819033	0.012624614492979	0	0.00159713750234307	0.0529248549523456	0.0258096983405846	0.0416207294499399	0.0300870729105083	0.0171551853117628	0.0346469769932859	0.00799039718383421	0.00793933873374006	0	0.0168243784385767	0	0.0102250360468308	0	0.0654187966100768	0.00989800356244199	0	0	0.0111404371138286	0.00596978477414779	0	0.0137731195046379	0.0161584735995253	0.00665501735315653	0	0.00921919954465861	0.0488608629520491	0.158138656172097	0.00377267133631307	0.0407590323955103	0	0	0.00713490561469672	0	0.0886129614071004	0	0	0	0	0	0	0	0.0973996240926385	0	0	0	0	0.00256524030495905	0.0149805640913587	0	0	0	0	0	0.0367464415000212	0.129378759828214	0.0610859971193362	0.0532270179775134	0	0	0.0157447189253574	0.0115877793431858	0	0	0	0	0.0374486421841475	0.169970418394465	0	0.00826110925068782	0.35723600129984	0	0	0	0	0	0.0157223933047246	0.0199486289494096	0.130873462733112	0	0.140340014649228	0.0341403125534863	0	0	0	0	0.022637907831572	0	0	0	0	0.0285555642267147	0.0221265349497792	0.0109530132153094	0	0.0316217040868228	0.111335364066907
