#Classification	SRR5091607_bracken_P.kreport
k__Bacteria	5656294
k__Bacteria|p__Bacteroidetes	4937362
k__Bacteria|p__Firmicutes	678407
k__Bacteria|p__Actinobacteria	6001
k__Bacteria|p__Proteobacteria	34404
k__Bacteria|p__Synergistetes	80
k__Bacteria|p__Verrucomicrobia	13
k__Bacteria|p__Spirochaetes	19
k__Bacteria|p__Fusobacteria	5
k__Eukaryota	97
k__Eukaryota|k__Viridiplantae	97
k__Eukaryota|k__Viridiplantae|p__Streptophyta	97
k__Archaea	1
k__Archaea|p__Euryarchaeota	1
k__Viruses	2253
k__Viruses|k__Heunggongvirae	2253
k__Viruses|k__Heunggongvirae|p__Uroviricota	2253
