#Classification	S-8-POLJUN-B_bracken_C.kreport
k__Bacteria	1755
k__Bacteria|p__Proteobacteria	1701
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	855
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	612
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	234
k__Bacteria|p__Actinobacteria	34
k__Bacteria|p__Actinobacteria|c__Actinomycetia	34
k__Bacteria|p__Bacteroidetes	14
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	4
k__Bacteria|p__Bacteroidetes|c__Cytophagia	10
k__Bacteria|p__Acidobacteria	5
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	5
k__Eukaryota	20
k__Eukaryota|k__Metazoa	20
k__Eukaryota|k__Metazoa|p__Chordata	20
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia	20
