#Classification	S-8-POLJUN-B_bracken_P.kreport
k__Bacteria	1758
k__Bacteria|p__Proteobacteria	1701
k__Bacteria|p__Actinobacteria	19
k__Bacteria|p__Cyanobacteria	18
k__Bacteria|p__Bacteroidetes	14
k__Bacteria|p__Acidobacteria	5
k__Eukaryota	20
k__Eukaryota|k__Metazoa	20
k__Eukaryota|k__Metazoa|p__Chordata	20
