name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Gilliamella apicola	133069	S	171	1522	1693	0.07052
Gilliamella sp946481345	133105	S	49	2023	2072	0.08630
Gilliamella apis_A	133086	S	40	931	971	0.04044
Gilliamella apis	133085	S	29	393	422	0.01758
Gilliamella apicola_N	133081	S	28	323	351	0.01462
Gilliamella sp946482005	133106	S	21	769	790	0.03290
Gilliamella sp946480175	133104	S	20	147	167	0.00696
Gilliamella apicola_R	133084	S	11	255	266	0.01108
Gilliamella sp945271295	133099	S	10	11	21	0.00087
Gilliamella apicola_Q	133083	S	6	75	81	0.00337
Gilliamella sp002142215	133091	S	3	42	45	0.00187
Gilliamella bombicola	133088	S	1	8	9	0.00037
Frischella perrara	133059	S	685	1854	2539	0.10575
CALYPF01 sp945271245	132863	S	210	438	648	0.02699
Leclercia adecarboxylata_A	133186	S	2	127	129	0.00537
Leclercia adecarboxylata	133185	S	1	36	37	0.00154
Citrobacter freundii	132888	S	1	29	30	0.00125
Snodgrassella alvi	130431	S	307	1472	1779	0.07410
Snodgrassella sp946481965	130443	S	29	187	216	0.00900
Snodgrassella alvi_G	130436	S	5	31	36	0.00150
Vogesella mureinivorans	129842	S	20	247	267	0.01112
Desulfobacillus sp018262875	130816	S	2	24	26	0.00108
Entomomonas sp945283395	138084	S	36	21	57	0.00237
Pseudomonas_E bharatica	138214	S	1	58	59	0.00246
M0108 sp009928645	131728	S	2	3	5	0.00021
Bartonella_A apis	119303	S	1	16	17	0.00071
Bartonella_A sp946480935	119313	S	1	24	25	0.00104
Bosea sp017308075	118121	S	2	3	5	0.00021
Commensalibacter melissae	113763	S	16	40	56	0.00233
Bombella saccharophila	113700	S	2	0	2	0.00008
Lactobacillus apis	55371	S	204	778	982	0.04090
Lactobacillus helsingborgensis	55384	S	106	811	917	0.03819
Lactobacillus melliventris	55401	S	21	140	161	0.00671
Lactobacillus kimbladii_B	55397	S	5	86	91	0.00379
Lactobacillus sp946479925	55443	S	5	93	98	0.00408
Lactobacillus apis_A	55372	S	5	80	85	0.00354
Lactobacillus sp946482425	55444	S	4	174	178	0.00741
Lactobacillus sp946477855	55442	S	3	51	54	0.00225
Lactobacillus panisapium	55405	S	3	142	145	0.00604
Lactobacillus sp945290125	55440	S	3	11	14	0.00058
Lactobacillus huangpiensis	55387	S	3	28	31	0.00129
Lactobacillus kimbladii	55396	S	2	34	36	0.00150
Lactobacillus sp946482465	55445	S	2	31	33	0.00137
Lactobacillus laiwuensis	55400	S	2	20	22	0.00092
Lactobacillus sp016100975	55419	S	2	19	21	0.00087
Bombilactobacillus mellifer	55230	S	112	1798	1910	0.07955
Bombilactobacillus mellis	55231	S	88	2127	2215	0.09226
Bombilactobacillus mellis_A	55232	S	10	636	646	0.02691
Bifidobacterium indicum	42787	S	56	186	242	0.01008
Bifidobacterium polysaccharolyticum	42812	S	15	262	277	0.01154
Bifidobacterium asteroides	42750	S	5	98	103	0.00429
Bifidobacterium asteroides_H	42753	S	3	186	189	0.00787
Bifidobacterium choladohabitans	42770	S	3	137	140	0.00583
Bifidobacterium asteroides_G	42752	S	2	16	18	0.00075
Bifidobacterium asteroides_F	42751	S	2	53	55	0.00229
Bifidobacterium asteroides_I	42754	S	1	39	40	0.00167
Bifidobacterium apousia	42747	S	1	33	34	0.00142
Lepagella muris	79620	S	25	424	449	0.01870
Lepagella sp009775375	79639	S	14	119	133	0.00554
Lepagella sp002491945	79631	S	3	0	3	0.00012
Lepagella sp009775365	79638	S	1	5	6	0.00025
Duncaniella muricolitica	79536	S	3	94	97	0.00404
Duncaniella dubosii	79534	S	2	31	33	0.00137
Paramuribaculum intestinale	79834	S	5	49	54	0.00225
CAG-873 sp003979155	79407	S	2	4	6	0.00025
CAG-873 sp009775265	79415	S	2	24	26	0.00108
Muribaculum faecis	79812	S	2	17	19	0.00079
Muribaculum gordoncarteri	79813	S	1	22	23	0.00096
Prevotella caecicola	77346	S	4	75	79	0.00329
Phocaeicola_A sp947626525	77332	S	2	47	49	0.00204
Alloprevotella sp002933955	76822	S	1	16	17	0.00071
Alistipes muris	80995	S	2	15	17	0.00071
Odoribacter sp009935865	79275	S	1	0	1	0.00004
Apibacter sp945280365	89010	S	5	38	43	0.00179
Sediminibacterium salmoneum	83763	S	1	187	188	0.00783
Butyribacter sp910580005	60948	S	1	3	4	0.00017
Schaedlerella sp910574195	63246	S	2	513	515	0.02145
Brotaphodocola sp910577655	60905	S	2	1	3	0.00012
Lachnoclostridium_B sp910574185	62177	S	2	19	21	0.00087
Eubacterium_J sp910584345	61738	S	1	2	3	0.00012
Suilimivivens sp000403495	63295	S	1	21	22	0.00092
COE1 sp009774245	61298	S	1	3	4	0.00017
Petralouisia sp910577785	62763	S	1	0	1	0.00004
UBA1447 sp012524025	65266	S	2	3	5	0.00021
Miniphocaeibacter sp012841535	71494	S	4	567	571	0.02378
Limiplasma sp934643535	57536	S	1	0	1	0.00004
Edaphobacter sp009766095	40144	S	1	15	16	0.00067
UBA2212 sp021847325	74162	S	1	0	1	0.00004
