#Classification	SRR20002466_bracken_P.kreport
k__Bacteria	2135015
k__Bacteria|p__Firmicutes	915367
k__Bacteria|p__Actinobacteria	45568
k__Bacteria|p__Deinococcus-Thermus	211
k__Bacteria|p__Cyanobacteria	5
k__Bacteria|p__Proteobacteria	1172799
k__Bacteria|p__Bacteroidetes	1040
k__Bacteria|p__Verrucomicrobia	15
k__Bacteria|p__Planctomycetes	3
k__Bacteria|p__Fusobacteria	3
k__Bacteria|p__Spirochaetes	2
k__Eukaryota	1820
k__Eukaryota|k__Fungi	941
k__Eukaryota|k__Fungi|p__Basidiomycota	881
k__Eukaryota|k__Fungi|p__Ascomycota	59
k__Eukaryota|k__Metazoa	608
k__Eukaryota|k__Metazoa|p__Chordata	608
k__Eukaryota|k__Viridiplantae	271
k__Eukaryota|k__Viridiplantae|p__Streptophyta	271
k__Viruses	4
k__Viruses|k__Shotokuvirae	4
k__Viruses|k__Shotokuvirae|p__Cossaviricota	4
