#Classification	SRR5091530_bracken_C.kreport
k__Bacteria	7559321
k__Bacteria|p__Bacteroidetes	5943013
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	5942689
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	208
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	114
k__Bacteria|p__Bacteroidetes|c__Cytophagia	2
k__Bacteria|p__Firmicutes	1515468
k__Bacteria|p__Firmicutes|c__Clostridia	1316738
k__Bacteria|p__Firmicutes|c__Negativicutes	165420
k__Bacteria|p__Firmicutes|c__Bacilli	16998
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	16311
k__Bacteria|p__Actinobacteria	61768
k__Bacteria|p__Actinobacteria|c__Actinomycetia	58373
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	3394
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia	1
k__Bacteria|p__Proteobacteria	38859
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	36221
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	993
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	8
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	982
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	654
k__Bacteria|p__Verrucomicrobia	90
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	90
k__Bacteria|p__Planctomycetes	2
k__Bacteria|p__Planctomycetes|c__Phycisphaerae	2
k__Bacteria|p__Fusobacteria	79
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	79
k__Bacteria|p__Spirochaetes	21
k__Bacteria|p__Spirochaetes|c__Spirochaetia	21
k__Bacteria|p__Candidatus_Saccharibacteria	14
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharimonia	14
k__Bacteria|p__Thermotogae	2
k__Bacteria|p__Thermotogae|c__Thermotogae	2
k__Eukaryota	1741
k__Eukaryota|k__Fungi	1329
k__Eukaryota|k__Fungi|p__Ascomycota	1184
k__Eukaryota|k__Fungi|p__Ascomycota|c__Sordariomycetes	279
k__Eukaryota|k__Fungi|p__Ascomycota|c__Leotiomycetes	466
k__Eukaryota|k__Fungi|p__Ascomycota|c__Eurotiomycetes	232
k__Eukaryota|k__Fungi|p__Ascomycota|c__Saccharomycetes	206
k__Eukaryota|k__Fungi|p__Basidiomycota	144
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Malasseziomycetes	144
k__Eukaryota|k__Viridiplantae	411
k__Eukaryota|k__Viridiplantae|p__Streptophyta	411
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	411
k__Viruses	287
k__Viruses|k__Heunggongvirae	287
k__Viruses|k__Heunggongvirae|p__Uroviricota	287
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes	287
