#Classification	SRR5091530_bracken_P.kreport
k__Bacteria	7559323
k__Bacteria|p__Bacteroidetes	5943013
k__Bacteria|p__Firmicutes	1515468
k__Bacteria|p__Actinobacteria	61768
k__Bacteria|p__Cyanobacteria	1
k__Bacteria|p__Chloroflexi	1
k__Bacteria|p__Proteobacteria	38859
k__Bacteria|p__Verrucomicrobia	90
k__Bacteria|p__Planctomycetes	2
k__Bacteria|p__Fusobacteria	79
k__Bacteria|p__Spirochaetes	21
k__Bacteria|p__Candidatus_Saccharibacteria	14
k__Bacteria|p__Thermotogae	2
k__Eukaryota	1741
k__Eukaryota|k__Fungi	1329
k__Eukaryota|k__Fungi|p__Ascomycota	1184
k__Eukaryota|k__Fungi|p__Basidiomycota	144
k__Eukaryota|k__Viridiplantae	411
k__Eukaryota|k__Viridiplantae|p__Streptophyta	411
k__Viruses	287
k__Viruses|k__Heunggongvirae	287
k__Viruses|k__Heunggongvirae|p__Uroviricota	287
