#Classification	SRR20002341_bracken_P.kreport
k__Bacteria	28554
k__Bacteria|p__Proteobacteria	25999
k__Bacteria|p__Actinobacteria	711
k__Bacteria|p__Deinococcus-Thermus	126
k__Bacteria|p__Firmicutes	1683
k__Bacteria|p__Cyanobacteria	3
k__Bacteria|p__Bacteroidetes	29
k__Bacteria|p__Chlamydiae	1
k__Eukaryota	134
k__Eukaryota|k__Metazoa	115
k__Eukaryota|k__Metazoa|p__Chordata	115
k__Eukaryota|k__Fungi	16
k__Eukaryota|k__Fungi|p__Basidiomycota	16
k__Eukaryota|k__Viridiplantae	3
k__Eukaryota|k__Viridiplantae|p__Streptophyta	3
k__Viruses	1
k__Viruses|k__Heunggongvirae	1
k__Viruses|k__Heunggongvirae|p__Uroviricota	1
