Dataset Database Index .y. group1 group2 n1 n2 statistic p p.signif
P19_Gut KB45 Tail Index_value A B 11 10 72 0.251 ns
P19_Gut KB45_GTDB Hill_1 Index_value A B 11 10 81 0.072 ns
P19_Gut KB45_GTDB Hill_2 Index_value A B 11 10 76 0.152 ns
P19_Gut KB45_GTDB Richness Index_value A B 11 10 87 0.0264 *
P19_Gut KB45_GTDB Shannon Index_value A B 11 10 81 0.072 ns
P19_Gut KB45_GTDB Simpson Index_value A B 11 10 76 0.152 ns
P19_Gut KB45_GTDB Tail Index_value A B 11 10 90 0.0127 *
P19_Gut KB90 Hill_1 Index_value A B 11 10 81 0.072 ns
P19_Gut KB90 Hill_2 Index_value A B 11 10 73 0.223 ns
P19_Gut KB90 Richness Index_value A B 11 10 57 0.916 ns
P19_Gut KB90 Shannon Index_value A B 11 10 81 0.072 ns
P19_Gut KB90 Simpson Index_value A B 11 10 73 0.223 ns
P19_Gut KB90 Tail Index_value A B 11 10 75 0.173 ns
P19_Gut KB90_GTDB Hill_1 Index_value A B 11 10 72 0.251 ns
P19_Gut KB90_GTDB Hill_2 Index_value A B 11 10 67 0.426 ns
P19_Gut KB90_GTDB Richness Index_value A B 11 10 84 0.043 *
P19_Gut KB90_GTDB Shannon Index_value A B 11 10 72 0.251 ns
P19_Gut KB90_GTDB Simpson Index_value A B 11 10 67 0.426 ns
P19_Gut KB90_GTDB Tail Index_value A B 11 10 83 0.0513 ns
P19_Gut MOTUS3 Hill_1 Index_value A B 11 10 92 0.00795 **
P19_Gut MOTUS3 Hill_2 Index_value A B 11 10 87 0.0242 *
P19_Gut MOTUS3 Richness Index_value A B 11 10 96 0.00276 **
P19_Gut MOTUS3 Shannon Index_value A B 11 10 92 0.00795 **
P19_Gut MOTUS3 Simpson Index_value A B 11 10 87 0.0242 *
P19_Gut MOTUS3 Tail Index_value A B 11 10 94 0.00479 **
P19_Gut MOTUS4 Hill_1 Index_value A B 11 10 91 0.0101 *
P19_Gut MOTUS4 Hill_2 Index_value A B 11 10 82 0.061 ns
P19_Gut MOTUS4 Richness Index_value A B 11 10 96 0.00432 **
P19_Gut MOTUS4 Shannon Index_value A B 11 10 91 0.0101 *
P19_Gut MOTUS4 Simpson Index_value A B 11 10 82 0.061 ns
P19_Gut MOTUS4 Tail Index_value A B 11 10 95 0.00365 **
P19_Gut MPA_db2022 Hill_1 Index_value A B 11 10 91 0.0101 *
P19_Gut MPA_db2022 Hill_2 Index_value A B 11 10 84 0.043 *
P19_Gut MPA_db2022 Richness Index_value A B 11 10 94 0.00667 **
P19_Gut MPA_db2022 Shannon Index_value A B 11 10 91 0.0101 *
P19_Gut MPA_db2022 Simpson Index_value A B 11 10 84 0.043 *
P19_Gut MPA_db2022 Tail Index_value A B 11 10 93 0.00619 **
P19_Gut MPA_db2023 Hill_1 Index_value A B 11 10 91 0.0101 *
P19_Gut MPA_db2023 Hill_2 Index_value A B 11 10 83 0.0513 ns
P19_Gut MPA_db2023 Richness Index_value A B 11 10 94 0.00479 **
P19_Gut MPA_db2023 Shannon Index_value A B 11 10 91 0.0101 *
P19_Gut MPA_db2023 Simpson Index_value A B 11 10 83 0.0513 ns
P19_Gut MPA_db2023 Tail Index_value A B 11 10 93 0.00619 **
P19_Gut MPA_db2025 Hill_1 Index_value A B 11 10 92 0.00795 **
P19_Gut MPA_db2025 Hill_2 Index_value A B 11 10 85 0.0357 *
P19_Gut MPA_db2025 Richness Index_value A B 11 10 94 0.00669 **
P19_Gut MPA_db2025 Shannon Index_value A B 11 10 92 0.00795 **
P19_Gut MPA_db2025 Simpson Index_value A B 11 10 85 0.0357 *
P19_Gut MPA_db2025 Tail Index_value A B 11 10 93 0.00619 **
P19_Gut SM_RefSeq_20250528 Hill_1 Index_value A B 11 10 79 0.0986 ns
P19_Gut SM_RefSeq_20250528 Hill_2 Index_value A B 11 10 76 0.152 ns
P19_Gut SM_RefSeq_20250528 Richness Index_value A B 11 10 59 0.805 ns
P19_Gut SM_RefSeq_20250528 Shannon Index_value A B 11 10 79 0.0986 ns
P19_Gut SM_RefSeq_20250528 Simpson Index_value A B 11 10 76 0.152 ns
P19_Gut SM_RefSeq_20250528 Tail Index_value A B 11 10 76 0.152 ns
P19_Gut SM_genbank-2022.03 Hill_1 Index_value A B 11 10 86 0.0295 *
P19_Gut SM_genbank-2022.03 Hill_2 Index_value A B 11 10 79 0.0986 ns
P19_Gut SM_genbank-2022.03 Richness Index_value A B 11 10 82 0.0617 ns
P19_Gut SM_genbank-2022.03 Shannon Index_value A B 11 10 86 0.0295 *
P19_Gut SM_genbank-2022.03 Simpson Index_value A B 11 10 79 0.0986 ns
P19_Gut SM_genbank-2022.03 Tail Index_value A B 11 10 83 0.0513 ns
P19_Gut SM_gtdb-rs214-full Hill_1 Index_value A B 11 10 89 0.0159 *
P19_Gut SM_gtdb-rs214-full Hill_2 Index_value A B 11 10 84 0.043 *
P19_Gut SM_gtdb-rs214-full Richness Index_value A B 11 10 94 0.00479 **
P19_Gut SM_gtdb-rs214-full Shannon Index_value A B 11 10 89 0.0159 *
P19_Gut SM_gtdb-rs214-full Simpson Index_value A B 11 10 84 0.043 *
P19_Gut SM_gtdb-rs214-full Tail Index_value A B 11 10 92 0.00795 **
P19_Gut SM_gtdb-rs214-rep Hill_1 Index_value A B 11 10 85 0.0357 *
P19_Gut SM_gtdb-rs214-rep Hill_2 Index_value A B 11 10 80 0.0845 ns
P19_Gut SM_gtdb-rs214-rep Richness Index_value A B 11 10 94 0.00479 **
P19_Gut SM_gtdb-rs214-rep Shannon Index_value A B 11 10 85 0.0357 *
P19_Gut SM_gtdb-rs214-rep Simpson Index_value A B 11 10 80 0.0845 ns
P19_Gut SM_gtdb-rs214-rep Tail Index_value A B 11 10 94 0.00479 **
P19_Gut SM_gtdb-rs220-rep Hill_1 Index_value A B 11 10 86 0.0295 *
P19_Gut SM_gtdb-rs220-rep Hill_2 Index_value A B 11 10 77 0.132 ns
P19_Gut SM_gtdb-rs220-rep Richness Index_value A B 11 10 94 0.00479 **
P19_Gut SM_gtdb-rs220-rep Shannon Index_value A B 11 10 86 0.0295 *
P19_Gut SM_gtdb-rs220-rep Simpson Index_value A B 11 10 77 0.132 ns
P19_Gut SM_gtdb-rs220-rep Tail Index_value A B 11 10 94 0.00479 **
P19_Gut SM_gtdb_rs220 Hill_1 Index_value A B 11 10 89 0.0159 *
P19_Gut SM_gtdb_rs220 Hill_2 Index_value A B 11 10 84 0.043 *
P19_Gut SM_gtdb_rs220 Richness Index_value A B 11 10 94 0.00479 **
P19_Gut SM_gtdb_rs220 Shannon Index_value A B 11 10 89 0.0159 *
P19_Gut SM_gtdb_rs220 Simpson Index_value A B 11 10 84 0.043 *
P19_Gut SM_gtdb_rs220 Tail Index_value A B 11 10 92 0.00795 **
P19_Saliva KB10 Hill_1 Index_value A B 16 10 96 0.421 ns
P19_Saliva KB10 Hill_2 Index_value A B 16 10 92 0.551 ns
P19_Saliva KB10 Richness Index_value A B 16 10 83 0.897 ns
P19_Saliva KB10 Shannon Index_value A B 16 10 96 0.421 ns
P19_Saliva KB10 Simpson Index_value A B 16 10 92 0.551 ns
P19_Saliva KB10 Tail Index_value A B 16 10 106 0.182 ns
P19_Saliva KB10_GTDB Hill_1 Index_value A B 16 10 102 0.262 ns
P19_Saliva KB10_GTDB Hill_2 Index_value A B 16 10 92 0.551 ns
P19_Saliva KB10_GTDB Richness Index_value A B 16 10 86 0.776 ns
P19_Saliva KB10_GTDB Shannon Index_value A B 16 10 102 0.262 ns
P19_Saliva KB10_GTDB Simpson Index_value A B 16 10 92 0.551 ns
P19_Saliva KB10_GTDB Tail Index_value A B 16 10 115 0.0684 ns
P19_Saliva KB45 Hill_1 Index_value A B 16 10 92 0.551 ns
P19_Saliva KB45 Hill_2 Index_value A B 16 10 93 0.517 ns
P19_Saliva KB45 Richness Index_value A B 16 10 67 0.51 ns
P19_Saliva KB45 Shannon Index_value A B 16 10 92 0.551 ns
P19_Saliva KB45 Simpson Index_value A B 16 10 93 0.517 ns
P19_Saliva KB45 Tail Index_value A B 16 10 99 0.336 ns
P19_Saliva KB45_GTDB Hill_1 Index_value A B 16 10 93 0.517 ns
P19_Saliva KB45_GTDB Hill_2 Index_value A B 16 10 76 0.856 ns
P19_Saliva KB45_GTDB Richness Index_value A B 16 10 100 0.304 ns
P19_Saliva KB45_GTDB Shannon Index_value A B 16 10 93 0.517 ns
P19_Saliva KB45_GTDB Simpson Index_value A B 16 10 76 0.856 ns
P19_Saliva KB45_GTDB Tail Index_value A B 16 10 101 0.286 ns
P19_Saliva KB90 Hill_1 Index_value A B 16 10 108 0.15 ns
P19_Saliva KB90 Hill_2 Index_value A B 16 10 107 0.165 ns
P19_Saliva KB90 Richness Index_value A B 16 10 122 0.0286 *
P19_Saliva KB90 Shannon Index_value A B 16 10 108 0.15 ns
P19_Saliva KB90 Simpson Index_value A B 16 10 107 0.165 ns
P19_Saliva KB90 Tail Index_value A B 16 10 100 0.31 ns
P19_Saliva KB90_GTDB Hill_1 Index_value A B 16 10 72 0.698 ns
P19_Saliva KB90_GTDB Hill_2 Index_value A B 16 10 67 0.517 ns
P19_Saliva KB90_GTDB Richness Index_value A B 16 10 119.5 0.0398 *
P19_Saliva KB90_GTDB Shannon Index_value A B 16 10 72 0.698 ns
P19_Saliva KB90_GTDB Simpson Index_value A B 16 10 67 0.517 ns
P19_Saliva KB90_GTDB Tail Index_value A B 16 10 99 0.336 ns
P19_Saliva MOTUS3 Hill_1 Index_value A B 16 10 117 0.0532 ns
P19_Saliva MOTUS3 Hill_2 Index_value A B 16 10 118 0.0467 *
P19_Saliva MOTUS3 Richness Index_value A B 16 10 111 0.108 ns
P19_Saliva MOTUS3 Shannon Index_value A B 16 10 117 0.0532 ns
P19_Saliva MOTUS3 Simpson Index_value A B 16 10 118 0.0467 *
P19_Saliva MOTUS3 Tail Index_value A B 16 10 111 0.109 ns
P19_Saliva MOTUS4 Hill_1 Index_value A B 16 10 101 0.286 ns
P19_Saliva MOTUS4 Hill_2 Index_value A B 16 10 101 0.286 ns
P19_Saliva MOTUS4 Richness Index_value A B 16 10 106 0.179 ns
P19_Saliva MOTUS4 Shannon Index_value A B 16 10 101 0.286 ns
P19_Saliva MOTUS4 Simpson Index_value A B 16 10 101 0.286 ns
P19_Saliva MOTUS4 Tail Index_value A B 16 10 108 0.15 ns
P19_Saliva MPA_db2022 Hill_1 Index_value A B 16 10 120 0.0356 *
P19_Saliva MPA_db2022 Hill_2 Index_value A B 16 10 106 0.182 ns
P19_Saliva MPA_db2022 Richness Index_value A B 16 10 112 0.0974 ns
P19_Saliva MPA_db2022 Shannon Index_value A B 16 10 120 0.0356 *
P19_Saliva MPA_db2022 Simpson Index_value A B 16 10 106 0.182 ns
P19_Saliva MPA_db2022 Tail Index_value A B 16 10 119 0.0408 *
P19_Saliva MPA_db2023 Hill_1 Index_value A B 16 10 124 0.0198 *
P19_Saliva MPA_db2023 Hill_2 Index_value A B 16 10 117 0.0532 ns
P19_Saliva MPA_db2023 Richness Index_value A B 16 10 112 0.0968 ns
P19_Saliva MPA_db2023 Shannon Index_value A B 16 10 124 0.0198 *
P19_Saliva MPA_db2023 Simpson Index_value A B 16 10 117 0.0532 ns
P19_Saliva MPA_db2023 Tail Index_value A B 16 10 119 0.0408 *
P19_Saliva MPA_db2025 Hill_1 Index_value A B 16 10 122 0.0268 *
P19_Saliva MPA_db2025 Hill_2 Index_value A B 16 10 115 0.0684 ns
P19_Saliva MPA_db2025 Richness Index_value A B 16 10 112 0.0967 ns
P19_Saliva MPA_db2025 Shannon Index_value A B 16 10 122 0.0268 *
P19_Saliva MPA_db2025 Simpson Index_value A B 16 10 115 0.0684 ns
P19_Saliva MPA_db2025 Tail Index_value A B 16 10 123 0.0231 *
P19_Saliva SM_RefSeq_20250528 Hill_1 Index_value A B 16 10 111 0.109 ns
P19_Saliva SM_RefSeq_20250528 Hill_2 Index_value A B 16 10 107 0.165 ns
P19_Saliva SM_RefSeq_20250528 Richness Index_value A B 16 10 114 0.0772 ns
P19_Saliva SM_RefSeq_20250528 Shannon Index_value A B 16 10 111 0.109 ns
P19_Saliva SM_RefSeq_20250528 Simpson Index_value A B 16 10 107 0.165 ns
P19_Saliva SM_RefSeq_20250528 Tail Index_value A B 16 10 115 0.0684 ns
P19_Saliva SM_genbank-2022.03 Hill_1 Index_value A B 16 10 114 0.0772 ns
P19_Saliva SM_genbank-2022.03 Hill_2 Index_value A B 16 10 112 0.0974 ns
P19_Saliva SM_genbank-2022.03 Richness Index_value A B 16 10 117 0.0532 ns
P19_Saliva SM_genbank-2022.03 Shannon Index_value A B 16 10 114 0.0772 ns
P19_Saliva SM_genbank-2022.03 Simpson Index_value A B 16 10 112 0.0974 ns
P19_Saliva SM_genbank-2022.03 Tail Index_value A B 16 10 114 0.0772 ns
P19_Saliva SM_gtdb-rs214-full Hill_1 Index_value A B 16 10 110 0.121 ns
P19_Saliva SM_gtdb-rs214-full Hill_2 Index_value A B 16 10 103 0.241 ns
P19_Saliva SM_gtdb-rs214-full Richness Index_value A B 16 10 114.5 0.0731 ns
P19_Saliva SM_gtdb-rs214-full Shannon Index_value A B 16 10 110 0.121 ns
P19_Saliva SM_gtdb-rs214-full Simpson Index_value A B 16 10 103 0.241 ns
P19_Saliva SM_gtdb-rs214-full Tail Index_value A B 16 10 112 0.0974 ns
P19_Saliva SM_gtdb-rs214-rep Hill_1 Index_value A B 16 10 114 0.0772 ns
P19_Saliva SM_gtdb-rs214-rep Hill_2 Index_value A B 16 10 101 0.286 ns
P19_Saliva SM_gtdb-rs214-rep Richness Index_value A B 16 10 118 0.0467 *
P19_Saliva SM_gtdb-rs214-rep Shannon Index_value A B 16 10 114 0.0772 ns
P19_Saliva SM_gtdb-rs214-rep Simpson Index_value A B 16 10 101 0.286 ns
P19_Saliva SM_gtdb-rs214-rep Tail Index_value A B 16 10 111 0.109 ns
P19_Saliva SM_gtdb-rs220-rep Hill_1 Index_value A B 16 10 109 0.135 ns
P19_Saliva SM_gtdb-rs220-rep Hill_2 Index_value A B 16 10 103 0.241 ns
P19_Saliva SM_gtdb-rs220-rep Richness Index_value A B 16 10 118 0.0481 *
P19_Saliva SM_gtdb-rs220-rep Shannon Index_value A B 16 10 109 0.135 ns
P19_Saliva SM_gtdb-rs220-rep Simpson Index_value A B 16 10 103 0.241 ns
P19_Saliva SM_gtdb-rs220-rep Tail Index_value A B 16 10 116 0.0604 ns
P19_Saliva SM_gtdb_rs220 Hill_1 Index_value A B 16 10 108 0.15 ns
P19_Saliva SM_gtdb_rs220 Hill_2 Index_value A B 16 10 100 0.31 ns
P19_Saliva SM_gtdb_rs220 Richness Index_value A B 16 10 119.5 0.0398 *
P19_Saliva SM_gtdb_rs220 Shannon Index_value A B 16 10 108 0.15 ns
P19_Saliva SM_gtdb_rs220 Simpson Index_value A B 16 10 100 0.31 ns
P19_Saliva SM_gtdb_rs220 Tail Index_value A B 16 10 117 0.0532 ns
PD KB10 Hill_1 Index_value A B 231 488 49100 0.00522 **
PD KB10 Hill_2 Index_value A B 231 488 49663 0.00998 **
PD KB10 Richness Index_value A B 231 488 43373 5.88e-7 ****
PD KB10 Shannon Index_value A B 231 488 49100 0.00522 **
PD KB10 Simpson Index_value A B 231 488 49663 0.00998 **
PD KB10 Tail Index_value A B 231 488 48717 0.00328 **
PD KB10_GTDB Hill_1 Index_value A B 231 488 50983 0.0386 *
PD KB10_GTDB Hill_2 Index_value A B 231 488 51206 0.0474 *
PD KB10_GTDB Richness Index_value A B 231 488 49195 0.00584 **
PD KB10_GTDB Shannon Index_value A B 231 488 50983 0.0386 *
PD KB10_GTDB Simpson Index_value A B 231 488 51206 0.0474 *
PD KB10_GTDB Tail Index_value A B 231 488 50026 0.0148 *
PD KB45 Hill_1 Index_value A B 231 488 48237 0.00178 **
PD KB45 Hill_2 Index_value A B 231 488 49169 0.00567 **
PD KB45 Richness Index_value A B 231 488 45161 1.65e-5 ****
PD KB45 Shannon Index_value A B 231 488 48237 0.00178 **
PD KB45 Simpson Index_value A B 231 488 49169 0.00567 **
PD KB45 Tail Index_value A B 231 488 48873 0.00397 **
PD KB45_GTDB Hill_1 Index_value A B 231 488 51829 0.0812 ns
PD KB45_GTDB Hill_2 Index_value A B 231 488 52301 0.118 ns
PD KB45_GTDB Richness Index_value A B 231 488 49738.5 0.0109 *
PD KB45_GTDB Shannon Index_value A B 231 488 51829 0.0812 ns
PD KB45_GTDB Simpson Index_value A B 231 488 52301 0.118 ns
PD KB45_GTDB Tail Index_value A B 231 488 51150 0.045 *
PD KB90 Hill_1 Index_value A B 231 488 47271 4.72e-4 ***
PD KB90 Hill_2 Index_value A B 231 488 48410 0.00223 **
PD KB90 Richness Index_value A B 231 488 47116 3.77e-4 ***
PD KB90 Shannon Index_value A B 231 488 47271 4.72e-4 ***
PD KB90 Simpson Index_value A B 231 488 48410 0.00223 **
PD KB90 Tail Index_value A B 231 488 48160 0.00161 **
PD KB90_GTDB Hill_1 Index_value A B 231 488 52428 0.13 ns
PD KB90_GTDB Hill_2 Index_value A B 231 488 51962 0.0906 ns
PD KB90_GTDB Richness Index_value A B 231 488 50171 0.0173 *
PD KB90_GTDB Shannon Index_value A B 231 488 52428 0.13 ns
PD KB90_GTDB Simpson Index_value A B 231 488 51962 0.0906 ns
PD KB90_GTDB Tail Index_value A B 231 488 51527 0.0629 ns
PD MOTUS3 Hill_1 Index_value A B 215 435 44247 0.264 ns
PD MOTUS3 Hill_2 Index_value A B 215 435 44670 0.353 ns
PD MOTUS3 Richness Index_value A B 215 435 43105.5 0.105 ns
PD MOTUS3 Shannon Index_value A B 215 435 44247 0.264 ns
PD MOTUS3 Simpson Index_value A B 215 435 44670.5 0.353 ns
PD MOTUS3 Tail Index_value A B 215 435 43741 0.18 ns
PD MOTUS4 Hill_1 Index_value A B 231 488 52426 0.13 ns
PD MOTUS4 Hill_2 Index_value A B 231 488 53932 0.35 ns
PD MOTUS4 Richness Index_value A B 231 488 49861 0.0124 *
PD MOTUS4 Shannon Index_value A B 231 488 52426 0.13 ns
PD MOTUS4 Simpson Index_value A B 231 488 53931.5 0.35 ns
PD MOTUS4 Tail Index_value A B 231 488 50699 0.0294 *
PD MPA_db2022 Hill_1 Index_value A B 231 488 50949 0.0373 *
PD MPA_db2022 Hill_2 Index_value A B 231 488 52158 0.106 ns
PD MPA_db2022 Richness Index_value A B 231 488 48395 0.00218 **
PD MPA_db2022 Shannon Index_value A B 231 488 50949 0.0373 *
PD MPA_db2022 Simpson Index_value A B 231 488 52158 0.106 ns
PD MPA_db2022 Tail Index_value A B 231 488 49464 0.00798 **
PD MPA_db2023 Hill_1 Index_value A B 231 488 51248 0.0492 *
PD MPA_db2023 Hill_2 Index_value A B 231 488 52508 0.138 ns
PD MPA_db2023 Richness Index_value A B 231 488 48656 0.00304 **
PD MPA_db2023 Shannon Index_value A B 231 488 51248 0.0492 *
PD MPA_db2023 Simpson Index_value A B 231 488 52508 0.138 ns
PD MPA_db2023 Tail Index_value A B 231 488 49859 0.0124 *
PD MPA_db2025 Hill_1 Index_value A B 231 488 50688 0.0291 *
PD MPA_db2025 Hill_2 Index_value A B 231 488 52155 0.106 ns
PD MPA_db2025 Richness Index_value A B 231 488 47780 9.65e-4 ***
PD MPA_db2025 Shannon Index_value A B 231 488 50688 0.0291 *
PD MPA_db2025 Simpson Index_value A B 231 488 52155 0.106 ns
PD MPA_db2025 Tail Index_value A B 231 488 49103 0.00524 **
PD SM_RefSeq_20250528 Hill_1 Index_value A B 231 488 48708 0.00324 **
PD SM_RefSeq_20250528 Hill_2 Index_value A B 231 488 49199 0.00587 **
PD SM_RefSeq_20250528 Richness Index_value A B 231 488 47886.5 0.00111 **
PD SM_RefSeq_20250528 Shannon Index_value A B 231 488 48708 0.00324 **
PD SM_RefSeq_20250528 Simpson Index_value A B 231 488 49199 0.00587 **
PD SM_RefSeq_20250528 Tail Index_value A B 231 488 48482 0.00244 **
PD SM_genbank-2022.03 Hill_1 Index_value A B 231 488 51811 0.08 ns
PD SM_genbank-2022.03 Hill_2 Index_value A B 231 488 52371 0.125 ns
PD SM_genbank-2022.03 Richness Index_value A B 231 488 48254.5 0.00182 **
PD SM_genbank-2022.03 Shannon Index_value A B 231 488 51811 0.08 ns
PD SM_genbank-2022.03 Simpson Index_value A B 231 488 52371 0.125 ns
PD SM_genbank-2022.03 Tail Index_value A B 231 488 50611 0.027 *
PD SM_gtdb-rs214-full Hill_1 Index_value A B 231 488 49946 0.0136 *
PD SM_gtdb-rs214-full Hill_2 Index_value A B 231 488 50877 0.0349 *
PD SM_gtdb-rs214-full Richness Index_value A B 231 488 48532 0.0026 **
PD SM_gtdb-rs214-full Shannon Index_value A B 231 488 49946 0.0136 *
PD SM_gtdb-rs214-full Simpson Index_value A B 231 488 50877 0.0349 *
PD SM_gtdb-rs214-full Tail Index_value A B 231 488 49348 0.00699 **
PD SM_gtdb-rs214-rep Hill_1 Index_value A B 231 488 50422 0.0223 *
PD SM_gtdb-rs214-rep Hill_2 Index_value A B 231 488 51215 0.0477 *
PD SM_gtdb-rs214-rep Richness Index_value A B 231 488 49365.5 0.00713 **
PD SM_gtdb-rs214-rep Shannon Index_value A B 231 488 50422 0.0223 *
PD SM_gtdb-rs214-rep Simpson Index_value A B 231 488 51215 0.0477 *
PD SM_gtdb-rs214-rep Tail Index_value A B 231 488 50467 0.0234 *
PD SM_gtdb-rs220-rep Hill_1 Index_value A B 231 488 50035 0.015 *
PD SM_gtdb-rs220-rep Hill_2 Index_value A B 231 488 50722 0.0301 *
PD SM_gtdb-rs220-rep Richness Index_value A B 231 488 49452.5 0.00788 **
PD SM_gtdb-rs220-rep Shannon Index_value A B 231 488 50035 0.015 *
PD SM_gtdb-rs220-rep Simpson Index_value A B 231 488 50722 0.0301 *
PD SM_gtdb-rs220-rep Tail Index_value A B 231 488 50553 0.0255 *
RA_Gut KB10 Hill_1 Index_value A B 72 96 3055 0.199 ns
RA_Gut KB10 Hill_2 Index_value A B 72 96 2969 0.119 ns
RA_Gut KB10 Richness Index_value A B 72 96 3165.5 0.353 ns
RA_Gut KB10 Shannon Index_value A B 72 96 3055 0.199 ns
RA_Gut KB10 Simpson Index_value A B 72 96 2969 0.119 ns
RA_Gut KB10 Tail Index_value A B 72 96 3398 0.854 ns
RA_Gut KB10_GTDB Hill_1 Index_value A B 72 96 3290 0.596 ns
RA_Gut KB10_GTDB Hill_2 Index_value A B 72 96 3154 0.334 ns
RA_Gut KB10_GTDB Richness Index_value A B 72 96 3550.5 0.763 ns
RA_Gut KB10_GTDB Shannon Index_value A B 72 96 3290 0.596 ns
RA_Gut KB10_GTDB Simpson Index_value A B 72 96 3154 0.334 ns
RA_Gut KB10_GTDB Tail Index_value A B 72 96 3593 0.662 ns
RA_Gut KB45 Hill_1 Index_value A B 72 96 3114 0.274 ns
RA_Gut KB45 Hill_2 Index_value A B 72 96 3049 0.193 ns
RA_Gut KB45 Richness Index_value A B 72 96 3369.5 0.783 ns
RA_Gut KB45 Shannon Index_value A B 72 96 3114 0.274 ns
RA_Gut KB45 Simpson Index_value A B 72 96 3049 0.193 ns
RA_Gut KB45 Tail Index_value A B 72 96 3514 0.854 ns
RA_Gut KB45_GTDB Hill_1 Index_value A B 72 96 3397 0.851 ns
RA_Gut KB45_GTDB Hill_2 Index_value A B 72 96 3205 0.422 ns
RA_Gut KB45_GTDB Richness Index_value A B 72 96 3616 0.609 ns
RA_Gut KB45_GTDB Shannon Index_value A B 72 96 3397 0.851 ns
RA_Gut KB45_GTDB Simpson Index_value A B 72 96 3205 0.422 ns
RA_Gut KB45_GTDB Tail Index_value A B 72 96 3674 0.486 ns
RA_Gut KB90 Hill_1 Index_value A B 72 96 2991 0.137 ns
RA_Gut KB90 Hill_2 Index_value A B 72 96 2996 0.141 ns
RA_Gut KB90 Richness Index_value A B 72 96 3416.5 0.901 ns
RA_Gut KB90 Shannon Index_value A B 72 96 2991 0.137 ns
RA_Gut KB90 Simpson Index_value A B 72 96 2996 0.141 ns
RA_Gut KB90 Tail Index_value A B 72 96 3222 0.454 ns
RA_Gut KB90_GTDB Hill_1 Index_value A B 72 96 3535 0.801 ns
RA_Gut KB90_GTDB Hill_2 Index_value A B 72 96 3475 0.953 ns
RA_Gut KB90_GTDB Richness Index_value A B 72 96 3600.5 0.644 ns
RA_Gut KB90_GTDB Shannon Index_value A B 72 96 3535 0.801 ns
RA_Gut KB90_GTDB Simpson Index_value A B 72 96 3475 0.953 ns
RA_Gut KB90_GTDB Tail Index_value A B 72 96 3676 0.482 ns
RA_Gut MOTUS3 Hill_1 Index_value A B 72 96 3275 0.563 ns
RA_Gut MOTUS3 Hill_2 Index_value A B 72 96 3173 0.365 ns
RA_Gut MOTUS3 Richness Index_value A B 72 96 3541.5 0.785 ns
RA_Gut MOTUS3 Shannon Index_value A B 72 96 3275 0.563 ns
RA_Gut MOTUS3 Simpson Index_value A B 72 96 3173 0.365 ns
RA_Gut MOTUS3 Tail Index_value A B 72 96 3558 0.745 ns
RA_Gut MOTUS4 Hill_1 Index_value A B 72 96 3399 0.856 ns
RA_Gut MOTUS4 Hill_2 Index_value A B 72 96 3196 0.406 ns
RA_Gut MOTUS4 Richness Index_value A B 72 96 3635 0.567 ns
RA_Gut MOTUS4 Shannon Index_value A B 72 96 3399 0.856 ns
RA_Gut MOTUS4 Simpson Index_value A B 72 96 3196 0.406 ns
RA_Gut MOTUS4 Tail Index_value A B 72 96 3638 0.561 ns
RA_Gut MPA_db2022 Hill_1 Index_value A B 72 96 3366 0.774 ns
RA_Gut MPA_db2022 Hill_2 Index_value A B 72 96 3229 0.468 ns
RA_Gut MPA_db2022 Richness Index_value A B 72 96 3695.5 0.444 ns
RA_Gut MPA_db2022 Shannon Index_value A B 72 96 3366 0.774 ns
RA_Gut MPA_db2022 Simpson Index_value A B 72 96 3229 0.468 ns
RA_Gut MPA_db2022 Tail Index_value A B 72 96 3764 0.324 ns
RA_Gut MPA_db2023 Hill_1 Index_value A B 72 96 3360 0.76 ns
RA_Gut MPA_db2023 Hill_2 Index_value A B 72 96 3171 0.362 ns
RA_Gut MPA_db2023 Richness Index_value A B 72 96 3688.5 0.457 ns
RA_Gut MPA_db2023 Shannon Index_value A B 72 96 3360 0.76 ns
RA_Gut MPA_db2023 Simpson Index_value A B 72 96 3171 0.362 ns
RA_Gut MPA_db2023 Tail Index_value A B 72 96 3773 0.31 ns
RA_Gut MPA_db2025 Hill_1 Index_value A B 72 96 3356 0.75 ns
RA_Gut MPA_db2025 Hill_2 Index_value A B 72 96 3153 0.332 ns
RA_Gut MPA_db2025 Richness Index_value A B 72 96 3680.5 0.473 ns
RA_Gut MPA_db2025 Shannon Index_value A B 72 96 3356 0.75 ns
RA_Gut MPA_db2025 Simpson Index_value A B 72 96 3153 0.332 ns
RA_Gut MPA_db2025 Tail Index_value A B 72 96 3761 0.329 ns
RA_Gut SM_RefSeq_20250528 Hill_1 Index_value A B 72 96 3014 0.157 ns
RA_Gut SM_RefSeq_20250528 Hill_2 Index_value A B 72 96 3008 0.151 ns
RA_Gut SM_RefSeq_20250528 Richness Index_value A B 72 96 3537 0.796 ns
RA_Gut SM_RefSeq_20250528 Shannon Index_value A B 72 96 3014 0.157 ns
RA_Gut SM_RefSeq_20250528 Simpson Index_value A B 72 96 3008 0.151 ns
RA_Gut SM_RefSeq_20250528 Tail Index_value A B 72 96 3373 0.791 ns
RA_Gut SM_genbank-2022.03 Hill_1 Index_value A B 72 96 3286 0.587 ns
RA_Gut SM_genbank-2022.03 Hill_2 Index_value A B 72 96 3177 0.372 ns
RA_Gut SM_genbank-2022.03 Richness Index_value A B 72 96 3680 0.474 ns
