feature	X1XD42.69.sp014287635	X43.108.sp001915545	AF33.28.sp003477885	Acetatifactor.intestinalis	Acetatifactor.sp003447295	Acetatifactor.sp900066565	Acetatifactor.sp900772845	Acidaminococcus.intestini	Actinomyces.graevenitzii	Acutalibacter.ornithocaccae	Acutalibacter.sp900548545	Acutalibacter.timonensis	Adlercreutzia.equolifaciens	Adlercreutzia.hattorii	Agathobacter.faecis	Agathobacter.rectalis	Agathobacter.sp000434275	Agathobacter.sp002474415	Agathobacter.sp900317585	Agathobacter.sp900546625	Agathobacter.sp934365945	Agathobaculum.butyriciproducens	Agathobaculum.sp003481705	Agathobaculum.sp900291975	Akkermansia.muciniphila	Akkermansia.sp905200945	Alangreenwoodia.sp905206455	Alistipes.A.ihumii	Alistipes.A.indistinctus	Alistipes.A.pullistercoris	Alistipes.communis	Alistipes.finegoldii	Alistipes.onderdonkii	Alistipes.putredinis	Alistipes.senegalensis	Alistipes.shahii	Alistipes.sp902363575	Amedibacillus.dolichus	Anaerobutyricum.hallii	Anaerobutyricum.soehngenii	Anaerobutyricum.sp934307085	Anaerococcus.obesiensis	Anaerofustis.stercorihominis	Anaeromassilibacillus.stercoravium	Anaerostipes.caccae	Anaerostipes.hadrus	Anaerostipes.sp019423795	Anaerostipes.sp900066705	Anaerostipes.sp900756035	Anaerostipes.sp905215045	Anaerotardibacter.sp000435675	Anaerotardibacter.sp000436075	Anaerotignum.faecicola	Anaerotignum.sp001304995	Anaerotruncus.colihominis	Anaerotruncus.rubiinfantis	Anaerotruncus.sp014385085	Angelakisella.sp900547385	Avimicrobium.caecorum	Avimicrobium.sp934845495	Avimonas.A.narfia	Bacteroides.acidifaciens	Bacteroides.caccae	Bacteroides.caecimuris	Bacteroides.cellulosilyticus	Bacteroides.eggerthii	Bacteroides.faecalis	Bacteroides.faecis	Bacteroides.finegoldii	Bacteroides.fragilis	Bacteroides.intestinalis	Bacteroides.intestinigallinarum	Bacteroides.luhongzhouii	Bacteroides.nordii	Bacteroides.ovatus	Bacteroides.rodentium	Bacteroides.sp002491635	Bacteroides.sp019412865	Bacteroides.sp900552405	Bacteroides.sp900556625	Bacteroides.sp900557355	Bacteroides.sp900755095	Bacteroides.sp900761785	Bacteroides.sp902362375	Bacteroides.stercoris	Bacteroides.thetaiotaomicron	Bacteroides.timonensis	Bacteroides.uniformis	Bacteroides.xylanisolvens	Bacteroides.zhangwenhongii	Bariatricus.comes	Bariatricus.sp905216215	Barnesiella.intestinihominis	Bianquea.renquensis	Bianquea.sp019423265	Bifidobacterium.adolescentis	Bifidobacterium.angulatum	Bifidobacterium.bifidum	Bifidobacterium.catenulatum	Bifidobacterium.infantis	Bifidobacterium.kashiwanohense	Bifidobacterium.longum	Bifidobacterium.merycicum	Bifidobacterium.pseudocatenulatum	Bifidobacterium.ruminantium	Bifidobacterium.sp002742445	Bifidobacterium.sp022739095	Bilophila.wadsworthia	Bittarella.massiliensis	Blautia.A.caecimuris	Blautia.A.faecis	Blautia.A.hydrogenotrophica	Blautia.A.intestinalis	Blautia.A.luti	Blautia.A.massiliensis	Blautia.A.obeum	Blautia.A.schinkii	Blautia.A.sp000285855	Blautia.A.sp000436615	Blautia.A.sp003471165	Blautia.A.sp003474435	Blautia.A.sp003477525	Blautia.A.sp018919065	Blautia.A.sp900066145	Blautia.A.sp900066205	Blautia.A.sp900066335	Blautia.A.sp900066355	Blautia.A.sp900066505	Blautia.A.sp900120195	Blautia.A.sp900548245	Blautia.A.sp900551715	Blautia.A.sp900751995	Blautia.A.sp900763175	Blautia.A.sp905206915	Blautia.A.sp905209435	Blautia.A.sp934371575	Blautia.A.sp934394545	Blautia.A.sp934394595	Blautia.A.sp934426285	Blautia.A.wexlerae	Blautia.sp001304935	Blautia.sp022717655	Blautia.sp900120295	Blautia.sp900541955	Blautia.stercoris	Bradyrhizobium.sp003020075	Bulleidia.sp900539965	Butyribacter.intestini	Butyribacter.sp003529475	Butyricimonas.faecalis	Butyricimonas.faecihominis	Butyricimonas.paravirosa	Butyricimonas.virosa	CAG.103.sp000432375	CAG.103.sp900317855	CAG.103.sp900543625	CAG.103.sp900757655	CAG.103.sp934591895	CAG.170.sp000432135	CAG.170.sp002404795	CAG.170.sp003516765	CAG.170.sp900545925	CAG.170.sp900549635	CAG.170.sp900553545	CAG.170.sp900751035	CAG.170.sp905214155	CAG.170.sp934646185	CAG.177.sp002438685	CAG.177.sp002451755	CAG.177.sp003514385	CAG.177.sp003538135	CAG.194.sp000432915	CAG.217.sp000436335	CAG.238.sp900542245	CAG.238.sp900551415	CAG.245.sp000435175	CAG.245.sp900761475	CAG.245.sp934131055	CAG.273.sp003534295	CAG.274.sp000432155	CAG.302.sp000431795	CAG.317.sp000433215	CAG.317.sp900543415	CAG.41.sp900066215	CAG.95.sp000438155	CAG.95.sp900066375	CAJFUH01.sp934717555	CAJFUR01.sp904420575	CAKTFW01.sp019421975	CAKTXU01.sp934615635	COE1.sp001916965	Campylobacter.B.hominis	Catenibacillus.scindens	Catenibacillus.sp018369015	Catenibacterium.mitsuokai	Catenibacterium.sp000437715	Catenibacterium.sp900540665	Choladocola.sp003480725	Choladocola.sp003481535	Choladocola.sp018223365	Choladousia.sp902363135	Choladousia.sp902363665	Christensenella.hongkongensis	Christensenella.massiliensis	Christensenella.minuta	Christensenella.sp022846035	Clostridium.A.leptum	Clostridium.AP.scindens	Clostridium.AP.sp000509125	Clostridium.AQ.innocuum	Clostridium.AQ.sp000165065	Clostridium.AQ.sp003481775	Clostridium.Q.fessum	Clostridium.Q.saccharolyticum	Clostridium.Q.sp000435655	Clostridium.Q.symbiosum	Clostridium.saudiense	Clostridium.sp000435835	Clostridium.sp001916075	Clostridium.sp900540255	Collinsella.aerofaciens	Collinsella.aerofaciens.AB	Collinsella.sp003479805	Collinsella.sp018376905	Collinsella.sp018380015	Collinsella.sp018381235	Collinsella.sp019041915	Collinsella.sp022713905	Collinsella.sp022720335	Collinsella.sp022728415	Collinsella.sp023656745	Collinsella.sp900541065	Collinsella.sp905214525	Collinsella.tanakaei	Coprobacillus.cateniformis	Coprococcus.A.catus	Coprococcus.eutactus	Copromonas.sp000435795	Copromonas.sp900066055	Copromonas.sp900066535	Copromonas.sp900066785	Copromonas.sp905215775	Copromonas.sp934370915	DXTB01.sp019410105	Dialister.hominis	Dialister.invisus	Dialister.sp022722495	Dialister.sp900541485	Dielma.fastidiosa	Diplocloster.agilis	Diplocloster.modestus	Dorea.A.longicatena	Dorea.A.sp900550865	Dorea.formicigenerans	Dysosmobacter.faecalis	Dysosmobacter.sp001916835	Dysosmobacter.sp019417795	Dysosmobacter.sp900542115	Dysosmobacter.sp900544105	Dysosmobacter.welbionis	ER4.sp000765235	ER4.sp003522105	ER4.sp900317525	ER4.sp900552015	ER4.sp900552375	Egerieenecus.sp900553315	Egerieimonas.sp900552095	Egerieisoma.sp900552695	Eggerthella.lenta	Eisenbergiella.porci	Eisenbergiella.sp003478085	Eisenbergiella.sp900066775	Eisenbergiella.tayi	Emergencia.sp904420065	Enterenecus.sp900549885	Enterocloster.aldenensis	Enterocloster.asparagiformis	Enterocloster.bolteae	Enterocloster.citroniae	Enterocloster.clostridioformis	Enterocloster.lavalensis	Enterocloster.pacaense	Enterocloster.sp000431375	Enterocloster.sp001517625	Enterocloster.sp005845215	Enterocloster.sp900541315	Enterocloster.sp900543885	Escherichia.coli	Escherichia.fergusonii	Escherichia.sp002965065	Escherichia.sp004211955	Eubacterium.F.sp003491505	Eubacterium.F.sp900539115	Eubacterium.F.sp934322085	Eubacterium.G.sp000432355	Eubacterium.G.sp000435815	Eubacterium.G.sp900548465	Eubacterium.G.sp900764695	Eubacterium.G.ventriosum	Eubacterium.I.ramulus	Eubacterium.I.sp022781925	Eubacterium.I.sp900546495	Eubacterium.R.sp000434995	Eubacterium.R.sp000436835	Eubacterium.R.sp900542875	Evtepia.gabavorous	Ezakiella.sp900540185	F23.B02.sp001916715	Faecalibacillus.faecis	Faecalibacillus.intestinalis	Faecalibacillus.sp900544435	Faecalibacterium.duncaniae	Faecalibacterium.hattorii	Faecalibacterium.longum	Faecalibacterium.prausnitzii	Faecalibacterium.sp003449675	Faecalibacterium.sp900539885	Faecalibacterium.sp900539945	Faecalibacterium.sp900758465	Faecalibacterium.sp900765705	Faecalibacterium.sp900772565	Faecalibacterium.sp905215595	Faecalibacterium.sp934501115	Faecalibacterium.sp934503275	Faecalibacterium.sp934511465	Faecalibacterium.sp934513205	Faecalibacterium.sp934524985	Faecalibacterium.sp934525405	Faecalibacterium.sp934525845	Faecalibacterium.sp934561555	Faecalimonas.phoceensis	Faecalimonas.umbilicata	Faecalitalea.cylindroides	Faecivicinus.sp900553265	Faecousia.sp000434635	Faecousia.sp003525905	Faecousia.sp900544975	Faecousia.sp900546075	Faecousia.sp934569225	Faecousia.sp934615645	Fenollaria.massiliensis	Fenollaria.sp900539225	Fenollaria.sp900539725	Fenollaria.timonensis	Fimadaptatus.sp900553645	Fimenecus.sp000432435	Fimisoma.avicola	Fimisoma.sp000435715	Flavonifractor.plautii	Flemingibacterium.sp900546315	Fournierella.sp900543285	Frisingicoccus.caecimuris	Fusicatenibacter.saccharivorans	Fusicatenibacter.sp900772675	Geddesella.stercoravicola	Gemella.sanguinis	Gemmiger.formicilis	Gemmiger.qucibialis	Gemmiger.sp900539695	Gemmiger.sp900540595	Gemmiger.sp900540775	Gemmiger.sp900554145	Gemmiger.variabilis	Gordonibacter.pamelaeae	Gordonibacter.urolithinfaciens	Guopingia.tenuis	HGM11616.sp900761075	Haemophilus.D.parainfluenzae	Heritagella.sp019418545	Holdemanella.biformis	Holdemanella.porci	Holdemanella.sp003436425	Holdemanella.sp900556915	Holdemania.filiformis	Holdemania.massiliensis	Holdemania.sp900120005	Hominisplanchenecus.faecis	Hungatella.A.hathewayi	Hungatella.effluvii	Hungatella.hathewayi	Hydrogeniiclostridium.mannosilyticum	Instestinimonas.A.gabonensis	Intestinibacter.bartlettii	Intestinibacter.sp900540355	Intestinimonas.butyriciproducens	JAGTTR01.sp018223385	JAGZHZ01.sp018366495	JAGZMM01.sp018364155	JAHZGC01.sp019421015	JAHZIE01.sp019419895	JAJEQR01.sp020687485	JANFXS01.sp024460105	KLE1615.sp900066985	KLE1615.sp934292725	Lachnoclostridium.A.edouardi	Lachnoclostridium.B.sp900066555	Lachnoclostridium.B.sp900066765	Lachnospira.eligens	Lachnospira.rogosae	Lachnospira.sp000436475	Lachnospira.sp000437735	Lachnospira.sp003451515	Lachnospira.sp003537285	Lachnospira.sp019424245	Lachnospira.sp900316325	Lactococcus.lactis	Lawsonibacter.asaccharolyticus	Lawsonibacter.pullicola	Lawsonibacter.sp000177015	Lawsonibacter.sp014287875	Lawsonibacter.sp900066645	Lawsonibacter.sp900066825	Lawsonibacter.sp900549405	Lawsonibacter.sp900754605	Lawsonibacter.sp902363045	Lentihominibacter.excrementipullorum	Lentihominibacter.faecis	Lentihominibacter.hominis	Lentihominibacter.sp900066305	Ligaoa.zhengdingensis	Ligilactobacillus.ruminis	Limiplasma.merdipullorum	Limiplasma.sp900548145	Limivivens.sp900066135	Limivivens.sp900543575	Limivivens.sp905214955	Limousia.pullorum	Longibaculum.muris	Longicatena.caecimuris	Luoshenia.tenuis	Marvinbryantia.sp900066075	Massiliimalia.timonensis	Massilimicrobiota.sp002160865	Massilioclostridium.coli	Massilistercora.timonensis	Mediterranea.massiliensis	Mediterranea.ndongoniae	Mediterraneibacter.A.butyricigenes	Mediterraneibacter.faecis	Mediterraneibacter.lactaris	Mediterraneibacter.massiliensis	Mediterraneibacter.sp014287475	Mediterraneibacter.sp900120155	Mediterraneibacter.sp900541505	Mediterraneibacter.sp934309345	Mediterraneibacter.torques	Megamonas.funiformis	Megasphaera.sp001546855	Merdimonas.faecis	Merdisoma.faecalis	Merdisoma.sp014290175	Merdisoma.sp900066385	Merdisoma.sp900553635	Merdivicinus.sp934869045	Mesorhizobium.terrae	Metalachnospira.sp900548595	Monoglobus.pectinilyticus	Muricomes.contortus	Muricomes.sp000509105	NSJ.51.sp900549795	Negativibacillus.faecipullorum	Negativibacillus.sp000435195	Neoanaerotignum.A.sp944377425	Neobittarella.massiliensis	Odoribacter.sp900762515	Odoribacter.splanchnicus	Oliverpabstia.faecicola	Oliverpabstia.intestinalis	Oliverpabstia.sp934359255	Onthomonas.sp003150485	Onthomonas.sp900758315	Oxalobacter.sp900760095	Parabacteroides.distasonis	Parabacteroides.goldsteinii	Parabacteroides.johnsonii	Parabacteroides.massiliensis	Parabacteroides.merdae	Parabacteroides.sp019411205	Paralachnospira.sp934351765	Paraprevotella.clara	Paraprevotella.sp900760455	Paraprevotella.xylaniphila	Pararuminococcus.gallinarum	Parasutterella.excrementihominis	Paratractidigestivibacter.faecalis	Pauljensenia.sp000278725	Pauljensenia.sp902373545	PeH17.sp000435055	Peptoniphilus.A.grossensis	Peptoniphilus.A.lacrimalis	Phascolarctobacterium.A.sp900753045	Phascolarctobacterium.A.sp900770955	Phascolarctobacterium.A.succinatutens	Phascolarctobacterium.faecium	Phil1.sp001940855	Phil12.sp002633275	Phocaeicola.coprocola	Phocaeicola.dorei	Phocaeicola.faecalis	Phocaeicola.faecicola	Phocaeicola.massiliensis	Phocaeicola.plebeius	Phocaeicola.sartorii	Phocaeicola.sp019414665	Phocaeicola.sp019414725	Phocaeicola.sp900760795	Phocaeicola.vulgatus	Phocea.massiliensis	Porphyromonas.A.bennonis	Porphyromonas.sp900538385	Porphyromonas.sp900546675	Prevotella.bivia	Prevotella.buccalis	Prevotella.copri	Prevotella.corporis	Prevotella.sp000436035	Prevotella.sp015074785	Prevotella.sp900546535	Prevotella.sp900551275	Prevotella.sp900557255	Prevotella.sp900767615	Prevotella.sp934191715	Prevotella.timonensis	Pseudobutyricicoccus.lothianensis	Pseudoflavonifractor.A.gallinarum	Pseudoflavonifractor.A.sp018374635	Pseudoflavonifractor.sp014287675	Pseudolachnospira.sp022867805	Pseudoruminococcus.B.merdavium	Pseudoruminococcus.massiliensis	Pseudoscilispira.sp018369915	Pullichristensenella.excrementipullorum	Pullichristensenella.stercorigallinarum	Pullichristensenella.stercoripullorum	QAMM01.sp003150405	QAMM01.sp900762715	QANA01.sp019420265	QANA01.sp900554725	QAND01.sp003150225	RUG115.sp900066395	RUG115.sp900315735	RUG705.sp905188025	Ralstonia.sp001078575	Romboutsia.ilealis	Romboutsia.sp904418825	Romboutsia.timonensis	Roseburia.hominis	Roseburia.intestinalis	Roseburia.inulinivorans	Roseburia.sp003470905	Roseburia.sp019411365	Roseburia.sp900542495	Roseburia.sp900753715	Roseburia.sp934317215	Ruminiclostridium.E.siraeum	Ruminiclostridium.E.sp900539195	Ruminococcus.B.gnavus	Ruminococcus.C.callidus	Ruminococcus.C.sp000433635	Ruminococcus.C.sp000437175	Ruminococcus.C.sp000980705	Ruminococcus.D.bicirculans	Ruminococcus.D.sp934435205	Ruminococcus.E.bromii	Ruminococcus.E.sp905215855	Ruthenibacterium.lactatiformans	Ruthenibacterium.merdipullorum	Ruthenibacterium.sp018380115	SFEL01.sp004557245	SFEL01.sp934633985	Sarcina.perfringens	Scatomonas.hejianensis	Scatomorpha.intestinigallinarum	Schaedlerella.glycyrrhizinilytica	Schaedlerella.sp900066545	Schaedlerella.sp900765975	Sellimonas.intestinalis	Senegalimassilia.anaerobia	Senegalimassilia.sp934661765	Slackia.A.isoflavoniconvertens	Slackia.A.piriformis	Staphylococcus.aureus	Streptococcus.oralis.BL	Streptococcus.parasanguinis	Streptococcus.salivarius	Streptococcus.sanguinis	Streptococcus.sp000187445	Streptococcus.sp000314795	Streptococcus.sp000448565	Streptococcus.sp001556435	Streptococcus.sp003521145	Streptococcus.sp004166885	Streptococcus.sp024295625	Streptococcus.sp902363395	Streptococcus.thermophilus	Streptococcus.vestibularis	Sutterella.wadsworthensis	Terrisporobacter.sp022782605	Terrisporobacter.sp900557165	Thomasclavelia.ramosa	Thomasclavelia.spiroformis	Turicibacter.bilis	Turicibacter.sanguinis	UBA11524.sp000437595	UBA11774.sp003507655	UBA1417.sp003531055	UBA1417.sp934643185	UBA3402.sp003478355	UBA3402.sp934418055	UBA3818.sp900557155	UBA4285.sp900545225	UBA644.sp900547165	UBA737.sp900549055	UBA737.sp900549755	UBA738.sp002404605	UBA738.sp003522945	UBA9414.sp018365895	UMGS1071.sp900541905	UMGS1071.sp900542375	UMGS1312.sp900550625	UMGS1623.sp934647945	UMGS1696.sp900753285	UMGS1766.sp019420945	UMGS1766.sp900554855	UMGS1975.sp900546685	UMGS1975.sp900751745	UMGS856.sp900546265	UMGS911.sp900545935	Veillonella.atypica	Veillonella.nakazawae	Veillonella.parvula	Veillonella.rogosae	Veillonella.sp900757715	Ventricola.sp900542395	Ventricola.sp900542445	Ventricola.sp900548125	Ventricola.sp934643825	Ventrimonas.sp003478505	Ventrimonas.sp003480315	Ventrimonas.sp003506385	Ventrimonas.sp900538475	Ventrisoma.faecale	Vescimonas.coprocola	Vescimonas.sp000435555	Vescimonas.sp000435975	Vescimonas.sp001916855	Vescimonas.sp002438575	Vescimonas.sp900545585	Wujia.chipingensis	Yeguia.hominis	Zhenpiania.hominis
NS10	0	0	0	0	0	0	0	137	0	0	0	0	0	93	0	22121	0	0	2009	1806	438	1725	1927	148	0	0	0	0	0	0	0	0	41	241	0	0	0	405	11857	552	0	0	0	0	0	23939	819	703	0	336	0	5043	0	1452	0	0	0	0	0	0	0	0	254	0	0	0	0	0	1112	55	0	0	0	0	69	0	0	0	0	0	0	0	0	0	90	102	0	56	0	0	31069	0	158	0	0	17674	0	21905	155	511	280	7417	0	1024	822	0	0	61	0	742	2767	0	0	522	33113	10825	0	1143	0	998	524	0	937	404	988	0	909	1971	0	294	0	2099	0	608	1173	211	0	126	0	61535	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	1623	0	0	0	0	0	0	0	0	0	0	0	0	0	981	400	0	947	0	0	0	0	0	235	270	1374	178	0	0	2094	0	2359	0	0	0	0	0	24989	0	438	3065	0	0	0	5903	0	1079	0	0	0	0	0	1309	0	0	290	2849	0	0	0	0	0	16557	0	0	0	0	0	47844	692	13987	0	264	678	0	0	0	1451	0	0	65	0	0	0	0	0	0	0	4620	0	0	0	0	0	112	0	0	0	0	13845	4389	0	6958	306	210	0	0	0	0	0	0	0	0	0	0	1779	26932	801	0	0	0	0	601	0	0	100	813	108	13965	0	344	10369	283	520	571	865	242	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31613	0	0	316	0	0	0	24617	844	0	0	11528	1187	0	564	1165	209	0	150	707	0	0	0	137	0	0	0	0	0	0	0	349	0	0	0	0	0	0	0	0	302	0	0	0	0	0	0	1013	165	0	0	0	0	0	0	0	0	0	0	0	49	0	0	269	0	0	0	0	135	0	0	253	64	0	0	0	0	0	0	1300	0	0	0	243	0	0	0	0	0	0	0	0	0	15600	0	266	82	0	0	2284	420	0	31208	0	0	0	0	0	0	0	0	0	0	0	0	0	4829	0	891	347	0	2243	12883	748	0	982	101	136	0	0	0	361	0	0	342	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	156	0	0	0	0	0	140	0	0	3475	0	0	0	0	0	0	3721	0	0	0	0	219	0	0	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27239	0	0	0	248	488	1394	960	0	71	0	272	0	0	0	808	0	0	0	0	0	0	433	0	967	0	0	0	0	0	80	0	782	0	0	0	719	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	392	0	0	0	87	30482	1309	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	542	1603	0	0	0	0	0	0	0	0	0	0
NS11	0	1441	67	130	0	955	0	0	0	0	0	381	0	0	1258	7889	162	0	1128	627	0	1237	0	265	2164	0	77	4001	0	839	1260	1061	204	0	0	5655	0	0	1431	510	0	0	0	0	0	1949	94	52	0	0	0	0	0	0	92	0	0	0	0	61	245	956	18356	1176	0	638	0	9976	306	49	0	1894	824	0	20926	758	484	1079	0	804	1377	427	1058	2353	35502	1232	0	4069	9047	0	2679	0	0	0	0	8429	2272	4062	731	112	135	1269	0	224	475	58	0	239	0	0	1664	0	0	0	1070	1228	0	206	0	64	0	0	0	139	202	1601	110	330	0	181	0	85	0	80	68	0	0	40	0	5356	0	0	0	0	0	0	0	0	0	0	93	5004	0	5929	369	0	0	0	0	0	0	0	0	0	0	0	0	1412	3660	17007	1749	0	0	114	0	0	0	0	0	0	0	168	0	186	0	0	157	0	0	167	0	0	0	0	942	4857	287	648	248	98	224	0	0	80	64	0	851	0	0	0	0	0	2291	0	99	0	0	0	0	0	4073	0	0	0	228	99	0	306	527	213	269	0	564	0	0	100	0	328	0	182	263	0	0	0	0	0	0	0	0	34	92	2632	0	1658	119	0	1272	0	0	1952	3066	0	0	247	0	0	0	0	105	0	0	780	43	0	0	0	142	102	0	0	0	65	1911	129	0	723	76	598	58	0	0	65	0	0	0	0	121	0	2122	172	0	0	0	0	0	798	0	0	0	0	0	4987	0	406	22269	578	479	703	173	0	0	625	0	240	0	0	286	0	0	0	72	0	122	0	0	384	0	0	0	0	0	0	0	0	0	47	97	0	269	0	74	0	1012	0	0	0	6480	10078	121	0	1030	200	0	85	0	0	0	0	0	0	112	333	1956	113	0	177	0	0	0	59	214	0	0	0	0	180	0	0	57	151	111	0	83	0	0	80	0	80	366	0	0	606	0	0	0	48	151	0	646	104	0	0	0	119	606	0	156	0	58	0	849	0	0	0	394	0	0	0	0	0	0	0	0	0	0	0	0	96	1961	0	0	0	0	0	184	1929	0	0	0	0	0	154	0	74	0	0	0	0	175	0	0	280	0	0	5205	3588	164	844	0	0	739	1049	22841	0	889	371	19301	455	0	0	0	0	0	134	0	0	0	0	0	0	0	0	7928	0	0	191	5543	5107	0	839	0	0	908	2804	715	1670	86910	73	0	0	0	0	0	191733	0	0	29141	0	9471	0	0	4131	0	0	0	62	0	57	0	0	83	0	0	0	0	163	0	0	0	784	65	0	0	0	0	121	400	0	657	0	0	0	119	0	676	94	0	0	0	0	0	0	0	0	0	2320	0	680	0	0	0	33	0	0	100	0	0	269	55	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	2004	0	0	0	88	0	0	0	0	6037	467	471	0	65	271	0	91	0	0	0	0	0	0	0	343	0	0	153	0	0	171	0	0	0	0	0	0	0	0	0	0	48	0	0	0	32	418	0	6405	343	0	0	0	374	54
NS13	0	1402	0	125	0	5587	128	0	0	0	0	0	0	0	10783	11496	386	0	1392	782	278	1198	77	0	0	0	0	0	0	0	0	450	7104	0	0	160	0	0	49715	2114	0	46	0	0	322	42854	3603	1218	161	1124	0	0	0	0	360	0	0	0	0	0	0	686	0	522	0	0	0	0	0	18098	0	1211	839	0	37733	948	554	4727	0	0	4979	1289	384	558	194	1633	0	10734	11218	2171	16269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12111	0	0	1105	59352	3390	1422	1358	0	3566	0	2252	2212	453	1798	752	124	1076	327	0	0	4188	0	1823	1584	346	0	0	0	163623	0	0	0	488	0	0	0	0	487	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1141	0	0	93	290	0	0	0	0	0	0	4906	19232	1477	0	186	0	0	191	0	0	0	0	1281	139	1723	1277	524	89	2010	0	0	578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1546	0	0	0	244	306	0	0	0	0	0	0	27	0	34	0	29434	0	4471	0	0	506	0	0	365	0	0	0	0	0	0	0	0	2488	679	0	0	103	0	0	47	178	329	0	0	0	108	8052	0	0	646	105	0	0	0	0	0	0	0	0	0	0	0	369	6189	99	260	0	0	0	0	0	0	0	581	0	8038	199	1389	13266	340	5689	5508	10891	234	0	0	342	0	242	0	0	0	0	0	716	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	1105	0	0	0	25422	870	0	0	15710	6707	0	550	1723	692	0	0	0	0	0	0	0	0	0	0	0	0	760	0	0	163	76	290	0	0	530	0	0	0	0	0	0	0	428	0	0	0	91	0	295	207	0	0	53	0	0	0	0	0	194	0	0	0	0	98	0	239	0	562	359	0	0	0	0	0	0	0	3690	0	0	0	0	0	0	0	0	0	0	0	5187	0	0	0	0	79	0	0	0	597	0	0	0	0	0	0	0	0	0	0	530	190	0	0	0	0	0	0	401	0	804	1606	106	0	1768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	98	0	0	0	0	0	0	0	1553	0	0	0	0	471	0	0	813	23516	0	0	0	0	0	423	124	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	449	956	0	0	66	0	0	0	0	1167	0	0	0	0	0	0	0	0	266	0	0	0	0	0	65	0	0	435	0	0	0	0	0	0	0	0	101	849	0	0	0	0	154	0	0	0	0	213	0	0	0	0	65	892	152	0	0	0	120	0	915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	80	0	153	317	0	0	164	0	0	0	0	0	0	0	150
