#Classification	SRR20002433_bracken_P.kreport
k__Bacteria	4080114
k__Bacteria|p__Proteobacteria	3002229
k__Bacteria|p__Actinobacteria	839564
k__Bacteria|p__Firmicutes	224477
k__Bacteria|p__Deinococcus-Thermus	4904
k__Bacteria|p__Cyanobacteria	48
k__Bacteria|p__Chloroflexi	6
k__Bacteria|p__Bacteroidetes	8276
k__Bacteria|p__Gemmatimonadetes	8
k__Bacteria|p__Verrucomicrobia	166
k__Bacteria|p__Chlamydiae	132
k__Bacteria|p__Planctomycetes	67
k__Bacteria|p__Fusobacteria	170
k__Bacteria|p__Synergistetes	26
k__Bacteria|p__Spirochaetes	18
k__Bacteria|p__Acidobacteria	15
k__Bacteria|p__Nitrospirae	3
k__Eukaryota	381459
k__Eukaryota|k__Viridiplantae	352719
k__Eukaryota|k__Viridiplantae|p__Streptophyta	352719
k__Eukaryota|k__Fungi	26061
k__Eukaryota|k__Fungi|p__Basidiomycota	23310
k__Eukaryota|k__Fungi|p__Ascomycota	2751
k__Eukaryota|k__Metazoa	2480
k__Eukaryota|k__Metazoa|p__Chordata	2480
k__Eukaryota|p__Apicomplexa	187
k__Eukaryota|p__Euglenozoa	10
k__Archaea	4
k__Archaea|p__Thaumarchaeota	4
k__Viruses	1113
k__Viruses|k__Heunggongvirae	1033
k__Viruses|k__Heunggongvirae|p__Uroviricota	1033
k__Viruses|k__Shotokuvirae	80
k__Viruses|k__Shotokuvirae|p__Cossaviricota	80
