Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42
NS70_paired_1	(1, 32.340818417728144)	(2, 32.55082328423756)	(3, 32.83282959392203)	(4, 32.94881216970557)	(5, 33.03130999636291)	(6, 36.78805569971213)	(7, 37.11322963524028)	(8, 37.32187770114336)	(9, 37.31327209112538)	(10, 37.36418304040828)	(12, 37.328850179242515)	(14, 37.34082783431153)	(16, 37.37979086007296)	(18, 37.40827368262357)	(20, 37.40359646087512)	(22, 37.36204973017186)	(24, 37.319826821861525)	(26, 37.36303904502652)	(28, 37.396136877735316)	(30, 37.331043334973344)	(32, 37.305664854046064)	(34, 37.312531288032304)	(36, 37.289534629103)	(38, 37.221089260654324)	(40, 37.19793706079944)	(42, 37.13699484511369)	(44, 37.08687625113292)	(46, 37.04443958159969)	(48, 37.027518578751724)	(50, 36.980707893866736)	(52, 36.86273903052607)	(54, 36.83863222486945)	(56, 36.768927682589535)	(58, 36.730489106529234)	(60, 36.704960389581814)	(62, 36.66619516938807)	(64, 36.58034289759097)	(66, 36.62409920813391)	(68, 36.5789584783144)	(70, 36.51282717415911)	(72, 36.42911568353014)	(74, 36.529226755095)	(76, 35.6923827198472)
NS70_paired_2	(1, 31.20899872608445)	(2, 32.26999419087625)	(3, 32.516080154531394)	(4, 32.342791837246644)	(5, 32.12448641978106)	(6, 36.869572433100316)	(7, 36.18576710666967)	(8, 36.5124639475111)	(9, 36.79936042756833)	(10, 36.799767515550144)	(12, 36.577486411798475)	(14, 36.79727556254645)	(16, 36.57507803694733)	(18, 36.8063546068292)	(20, 36.00749947216943)	(22, 35.564914388678034)	(24, 36.12467231365311)	(26, 36.59593349865412)	(28, 36.559847980016194)	(30, 36.43743187018269)	(32, 36.71883047563928)	(34, 36.100592269635115)	(36, 36.78320948136184)	(38, 36.812904055674665)	(40, 36.67969259778632)	(42, 36.41943199933807)	(44, 36.58278778094579)	(46, 36.58449488323413)	(48, 36.63860070718063)	(50, 36.593372373521)	(52, 36.116609215710156)	(54, 35.7129043829052)	(56, 36.19100044722481)	(58, 36.30955951601679)	(60, 36.2456297373562)	(62, 36.34246542122915)	(64, 36.34932303168678)	(66, 36.30383007536936)	(68, 36.23691596678191)	(70, 35.990785028352576)	(72, 35.606105675715156)	(74, 35.791894043727595)	(76, 34.94866595048987)
NS71_paired_1	(1, 32.28792185208471)	(2, 32.50105611513639)	(3, 32.80019383256977)	(4, 32.92034244603104)	(5, 33.005669338134865)	(6, 36.74893514064765)	(7, 37.10057822536407)	(8, 37.31986067647214)	(9, 37.31444425927281)	(10, 37.36204424387124)	(12, 37.328784871418875)	(14, 37.34366669419747)	(16, 37.38187490098461)	(18, 37.4124097765919)	(20, 37.408643615835686)	(22, 37.36812720546517)	(24, 37.32795546906375)	(26, 37.369347991088645)	(28, 37.40017064202728)	(30, 37.335086315943755)	(32, 37.31034567134857)	(34, 37.3154853353375)	(36, 37.29884305939983)	(38, 37.226301288745574)	(40, 37.19512100672232)	(42, 37.11869998835084)	(44, 37.077354469548425)	(46, 37.03887911104292)	(48, 37.01718953648994)	(50, 36.96872806625544)	(52, 36.85085822342619)	(54, 36.81801857816297)	(56, 36.740290682789976)	(58, 36.69887835505662)	(60, 36.675266521547165)	(62, 36.6219042702456)	(64, 36.53354472041799)	(66, 36.57756025389605)	(68, 36.52842071481548)	(70, 36.45331090985265)	(72, 36.37190112557695)	(74, 36.47800118461112)	(76, 35.61032768497934)
NS71_paired_2	(1, 31.12124960087675)	(2, 32.18322703599883)	(3, 32.43907647559012)	(4, 32.26552534318721)	(5, 32.04287820595533)	(6, 36.771494531999274)	(7, 36.084738163883166)	(8, 36.41251967938463)	(9, 36.69890455793604)	(10, 36.698383848448486)	(12, 36.47704288153709)	(14, 36.699882734430474)	(16, 36.47260657582676)	(18, 36.708487973690346)	(20, 35.895717974590724)	(22, 35.4502002205012)	(24, 36.01797296435387)	(26, 36.49370470336925)	(28, 36.454916708526234)	(30, 36.32748477551173)	(32, 36.60705945292854)	(34, 35.98396570425426)	(36, 36.6726146930065)	(38, 36.70260039756055)	(40, 36.56369186480276)	(42, 36.29266437680879)	(44, 36.45463165198471)	(46, 36.45402141838139)	(48, 36.51146942311786)	(50, 36.44997905274545)	(52, 35.962702977225234)	(54, 35.546488229950285)	(56, 36.03389513647141)	(58, 36.162947773537276)	(60, 36.10035708639599)	(62, 36.187272058919405)	(64, 36.185883978225185)	(66, 36.14047182864339)	(68, 36.07179833039829)	(70, 35.8262476805153)	(72, 35.45021187795541)	(74, 35.67766877866182)	(76, 34.84985339791457)
NS72_paired_1	(1, 32.165457532584874)	(2, 32.488991266133816)	(3, 32.7775122485802)	(4, 32.919827821954996)	(5, 33.02298242100468)	(6, 36.77791201362226)	(7, 37.128053133670576)	(8, 37.34863254149051)	(9, 37.348005331058786)	(10, 37.39836432420444)	(12, 37.37303568009896)	(14, 37.388924558934335)	(16, 37.429111221393235)	(18, 37.4587686381543)	(20, 37.44299952791404)	(22, 37.40942740220859)	(24, 37.37790683667646)	(26, 37.41381116267215)	(28, 37.44197602366057)	(30, 37.37805554743305)	(32, 37.36249880231405)	(34, 37.3471278939173)	(36, 37.34384552177637)	(38, 37.28178511389925)	(40, 37.12815041979238)	(42, 37.1755081406783)	(44, 37.155351201060625)	(46, 37.11486484125535)	(48, 37.0938363954554)	(50, 37.03938275459711)	(52, 36.90312315220082)	(54, 36.884874422133784)	(56, 36.827080014902734)	(58, 36.799874115629194)	(60, 36.75232484786126)	(62, 36.70663092232283)	(64, 36.64140811653442)	(66, 36.69517681312825)	(68, 36.64320814955576)	(70, 36.57509014702889)	(72, 36.50509705681456)	(74, 36.59847717573619)	(76, 35.69252541686733)
NS72_paired_2	(1, 31.1438387264603)	(2, 32.223311005340804)	(3, 32.470831404622174)	(4, 32.30086514764226)	(5, 32.0852323437183)	(6, 36.78471146756942)	(7, 36.11976491700611)	(8, 36.43562849501312)	(9, 36.71833378114374)	(10, 36.72148716641573)	(12, 36.49365212652934)	(14, 36.71174478429607)	(16, 36.479887611541116)	(18, 36.710297469328665)	(20, 35.93054924912217)	(22, 35.46689605226159)	(24, 36.03736311208189)	(26, 36.503892318423915)	(28, 36.4625913252779)	(30, 36.33996766293908)	(32, 36.5907267337665)	(34, 35.965658228888685)	(36, 36.65331980155102)	(38, 36.70047508822417)	(40, 36.58277635189549)	(42, 36.30323155439498)	(44, 36.438887166305385)	(46, 36.44086870437874)	(48, 36.52200528397893)	(50, 36.41902968941977)	(52, 35.95823419137842)	(54, 35.56544824062702)	(56, 36.05944408909541)	(58, 36.18731302016117)	(60, 36.139675207525656)	(62, 36.21648257459768)	(64, 36.22777485243432)	(66, 36.187466775814485)	(68, 36.11958578719904)	(70, 35.883844576395916)	(72, 35.51699580672671)	(74, 35.74261881090563)	(76, 34.88138336484992)
NS77_paired_1	(1, 22.14497109475231)	(2, 25.69926593643969)	(3, 27.323775582825643)	(4, 30.142892021881483)	(5, 30.721534810540685)	(6, 35.4414928125933)	(7, 36.55681753265155)	(8, 37.00845198841595)	(9, 37.319259537127685)	(10, 37.26634600691655)	(12, 37.292201309860936)	(14, 37.30329845980323)	(16, 37.408679735258715)	(18, 37.3746529555169)	(20, 37.424550648134364)	(22, 37.46640234562645)	(24, 37.429806216788094)	(26, 37.412623135398356)	(28, 37.410358555646575)	(30, 37.4075496403975)	(32, 37.33204515989415)	(34, 37.356019053853)	(36, 37.288724716174755)	(38, 37.25352636142267)	(40, 37.28725943131673)	(42, 37.14570988603653)	(44, 37.1623349834403)	(46, 37.1975981192664)	(48, 37.14987070519349)	(50, 37.05595396484213)	(52, 36.983669723168276)	(54, 36.881224068008585)	(56, 36.790174475557826)	(58, 36.76659538355355)	(60, 36.71249881313845)	(62, 36.59553704505724)	(64, 36.512648612221206)	(66, 36.48648227839144)	(68, 36.43254267341723)	(70, 36.367457476147145)	(72, 36.30047575575519)	(74, 36.40903181172496)	(76, 34.0777294233677)
NS77_paired_2	(1, 32.22174657317405)	(2, 32.35285671310061)	(3, 32.39907916320413)	(4, 32.44900240804366)	(5, 32.46272502066269)	(6, 36.79325899737921)	(7, 36.840352418047864)	(8, 36.80918923193341)	(9, 36.83728086085098)	(10, 36.81800041480149)	(12, 36.820176349730005)	(14, 36.83951324705425)	(16, 36.81649868707167)	(18, 36.82418709179411)	(20, 36.84254048183949)	(22, 36.82927730267592)	(24, 36.82635047574129)	(26, 36.77868753318904)	(28, 36.759030895394325)	(30, 36.76971631123845)	(32, 36.77082890226472)	(34, 36.716363552963315)	(36, 36.64902655320505)	(38, 36.65606984874379)	(40, 36.61077057115689)	(42, 36.542355481500394)	(44, 36.48712998173354)	(46, 36.441983933055425)	(48, 36.39265370801296)	(50, 36.347060208828665)	(52, 36.31509418401843)	(54, 36.186538784629604)	(56, 36.12410065809018)	(58, 36.07345222055956)	(60, 36.006409901944195)	(62, 35.89456681356087)	(64, 35.64362620986231)	(66, 35.536111421808904)	(68, 35.53768025951355)	(70, 35.49312999055109)	(72, 35.4681377170395)	(74, 35.72531146662245)	(76, 33.65347990624056)
NS78_paired_1	(1, 24.174151461579484)	(2, 27.335208597684606)	(3, 28.247984686084493)	(4, 30.38704800221115)	(5, 30.796649473712815)	(6, 35.350454787115055)	(7, 36.529312147354375)	(8, 36.77416105439138)	(9, 37.240478756793536)	(10, 37.04010910416861)	(12, 37.145927014209164)	(14, 37.12069016507596)	(16, 37.318209112594914)	(18, 37.23773324325148)	(20, 37.301094108915606)	(22, 37.34504171020485)	(24, 37.28612743535968)	(26, 37.213518426570246)	(28, 37.201816877200756)	(30, 37.18051294370872)	(32, 37.102831512620384)	(34, 37.18019682007206)	(36, 37.0516210960069)	(38, 36.8871925805707)	(40, 36.93390669254393)	(42, 35.98657407750498)	(44, 36.64889711482802)	(46, 36.93849546008855)	(48, 36.834304073747454)	(50, 36.63176789881149)	(52, 36.59395144651603)	(54, 36.09447731389851)	(56, 36.08958019627559)	(58, 36.05463072966384)	(60, 36.0767327188746)	(62, 35.77176533628223)	(64, 35.758433757781326)	(66, 35.59819110969377)	(68, 35.64476735372865)	(70, 35.47932803344192)	(72, 35.37639530998007)	(74, 35.76280503746956)	(76, 33.18140690758355)
NS78_paired_2	(1, 31.741735566111767)	(2, 32.025147851443435)	(3, 32.02195011024185)	(4, 32.05722537728296)	(5, 32.10746803837015)	(6, 36.32574712085269)	(7, 36.49445352948232)	(8, 36.32824221259922)	(9, 36.42122222304564)	(10, 36.441165390781514)	(12, 36.363365559142906)	(14, 36.43707352128658)	(16, 36.32931752701427)	(18, 36.40776658890863)	(20, 36.43921107836655)	(22, 36.399222055891926)	(24, 36.49529293483228)	(26, 36.29070639051445)	(28, 36.11576626667797)	(30, 36.17050420313376)	(32, 36.22218290404471)	(34, 35.686674438353904)	(36, 35.565536540104674)	(38, 35.94088882548576)	(40, 35.97175939306457)	(42, 35.68545210963637)	(44, 35.55211603844042)	(46, 35.60789940612398)	(48, 35.382137518653835)	(50, 35.46493775236622)	(52, 35.40637206657444)	(54, 35.4107530973011)	(56, 35.0285079225653)	(58, 35.01491762323117)	(60, 35.202306229914896)	(62, 34.69253900080399)	(64, 34.75712798108624)	(66, 34.720842459730505)	(68, 35.011518195399546)	(70, 34.90820486638586)	(72, 34.92403753985068)	(74, 35.37391622477378)	(76, 33.63310413444892)
NS79_paired_1	(1, 32.32729980820579)	(2, 32.53836381454625)	(3, 32.83029286051197)	(4, 32.94513558178353)	(5, 33.02816190258167)	(6, 36.78831864444633)	(7, 37.12239911564858)	(8, 37.33219788851625)	(9, 37.31993427257724)	(10, 37.369855396257535)	(12, 37.338760570112264)	(14, 37.355316713442946)	(16, 37.392154334596924)	(18, 37.42654591614935)	(20, 37.421634774605174)	(22, 37.38136090171463)	(24, 37.342747570536986)	(26, 37.383174501082934)	(28, 37.414822458709)	(30, 37.35120045387199)	(32, 37.32459563273529)	(34, 37.32974996621435)	(36, 37.31014578984369)	(38, 37.24064934805911)	(40, 37.208933877975014)	(42, 37.11030791387799)	(44, 37.07947634219326)	(46, 37.06040005735176)	(48, 37.04403500810709)	(50, 36.99595077667256)	(52, 36.88064989968777)	(54, 36.84504706183675)	(56, 36.77093365721255)	(58, 36.73032599181494)	(60, 36.706721823260445)	(62, 36.652363097612714)	(64, 36.568344236582)	(66, 36.611425524413974)	(68, 36.56334343908051)	(70, 36.48963543139297)	(72, 36.40499073785413)	(74, 36.502149072711944)	(76, 35.61536277732346)
NS79_paired_2	(1, 31.140839989120344)	(2, 32.19313163846764)	(3, 32.44878610835423)	(4, 32.28426374914006)	(5, 32.061426217296685)	(6, 36.78795822499717)	(7, 36.107262734305735)	(8, 36.4311531486722)	(9, 36.70675982974035)	(10, 36.7188368230067)	(12, 36.501902262788136)	(14, 36.72059032304961)	(16, 36.48920677303806)	(18, 36.717540848567175)	(20, 35.907783689260775)	(22, 35.44800411111156)	(24, 36.01262491790396)	(26, 36.493419668088166)	(28, 36.45741870132153)	(30, 36.33224551495179)	(32, 36.605790933303396)	(34, 35.98048301618952)	(36, 36.67056235612419)	(38, 36.70067394200918)	(40, 36.56366777798938)	(42, 36.2870595297497)	(44, 36.44487247440895)	(46, 36.4468981717391)	(48, 36.51482382366676)	(50, 36.44238918523088)	(52, 35.95821638925044)	(54, 35.549179653888956)	(56, 36.04012207585452)	(58, 36.16674445152765)	(60, 36.103589361519006)	(62, 36.19322318241755)	(64, 36.199174044971684)	(66, 36.15300472766045)	(68, 36.08071647201483)	(70, 35.831669434362865)	(72, 35.4472966639655)	(74, 35.66248466883138)	(76, 34.85297981908774)
NS7_paired_1	(1, 32.90656443585426)	(2, 33.08469565754544)	(3, 33.15336836433327)	(4, 33.126952231450964)	(5, 33.17424525884545)	(6, 36.74089813085577)	(7, 37.10269967674492)	(8, 37.270371550871715)	(9, 37.330981086285256)	(10, 37.372816619744)	(12, 37.366024970592385)	(14, 37.36138922333911)	(16, 37.35453310703937)	(18, 37.33904212913411)	(20, 37.33588077069287)	(22, 37.31883361425341)	(24, 37.313544704061144)	(26, 37.294328602844054)	(28, 37.283531340544414)	(30, 37.25363617812117)	(32, 37.228996639375346)	(34, 37.22414018214924)	(36, 37.17493342923473)	(38, 37.066880488368874)	(40, 36.92620275500029)	(42, 36.884161048944584)	(44, 36.82781599160256)	(46, 36.76522760684813)	(48, 36.70272069480143)	(50, 36.619296497468696)	(52, 36.601720354381)	(54, 36.563777279793484)	(56, 36.56010276231936)	(58, 36.50245297932781)	(60, 36.41238859358528)	(62, 36.363147585498524)	(64, 36.32733322380536)	(66, 36.321651255654764)	(68, 36.31927658246845)	(70, 36.26971207279973)	(72, 36.20748492557239)	(74, 36.31180899247562)	(76, 35.27244436213576)
NS7_paired_2	(1, 31.932754311011262)	(2, 32.57044617606782)	(3, 32.674638266159334)	(4, 32.716670257987246)	(5, 32.66703829815062)	(6, 37.02957839707905)	(7, 36.97448387107585)	(8, 36.98621535224786)	(9, 36.98486568596895)	(10, 36.961191071207146)	(12, 36.97352651015031)	(14, 37.006270817092)	(16, 37.01430622706005)	(18, 37.008864651777316)	(20, 36.94873670656611)	(22, 36.88810522922543)	(24, 36.905453979604374)	(26, 36.88502425658532)	(28, 36.90972386956505)	(30, 36.879909296737914)	(32, 36.85568244284434)	(34, 36.83865931156966)	(36, 36.80958258982128)	(38, 36.79814984945891)	(40, 36.80641063404063)	(42, 36.7461214869933)	(44, 36.72091512645207)	(46, 36.68413124053089)	(48, 36.62125387448239)	(50, 36.59456584306987)	(52, 36.59237771210064)	(54, 36.61279133672387)	(56, 36.54938821738709)	(58, 36.46119021860926)	(60, 36.36943674699066)	(62, 36.2820506168153)	(64, 36.205047647271485)	(66, 36.30350210455471)	(68, 36.37592285568671)	(70, 36.36537735606839)	(72, 36.2995889758097)	(74, 36.41311865279786)	(76, 35.05914043672486)
NS81_paired_1	(1, 26.78752741997009)	(2, 26.676549306696515)	(3, 28.050395236060286)	(4, 31.011232467814132)	(5, 31.94002965379334)	(6, 36.75034797475359)	(7, 37.13787147922384)	(8, 37.067945791128274)	(9, 37.316631789147884)	(10, 37.250755339686435)	(12, 37.383654470598415)	(14, 37.34884852185293)	(16, 37.340957137818556)	(18, 37.368388059071435)	(20, 37.34170509005803)	(22, 37.315579070307386)	(24, 37.174007137833854)	(26, 37.17028882011613)	(28, 37.1667913610614)	(30, 37.16731322377479)	(32, 37.03995265915971)	(34, 37.0202372915264)	(36, 36.95071471637557)	(38, 36.83426508973989)	(40, 36.79982355778834)	(42, 36.43907552601529)	(44, 36.541880492215036)	(46, 36.54377785778721)	(48, 36.28080184542402)	(50, 36.107471169417266)	(52, 35.89050330480487)	(54, 35.63175206107077)	(56, 35.57629526982767)	(58, 35.46619468988232)	(60, 35.36685019220059)	(62, 35.1543810973027)	(64, 35.138119012499004)	(66, 34.9793590320006)	(68, 35.01686323658182)	(70, 34.94924187539563)	(72, 34.91231523850514)	(74, 35.33566816659145)	(76, 32.96965426575429)
NS81_paired_2	(1, 31.89542348425036)	(2, 32.10052837834986)	(3, 32.12624134345694)	(4, 32.16826885045513)	(5, 32.19187674495933)	(6, 36.56068177417416)	(7, 36.606815600452606)	(8, 36.59430814800222)	(9, 36.63925729085954)	(10, 36.65721826984462)	(12, 36.65886693999711)	(14, 36.680328161712595)	(16, 36.650786296607066)	(18, 36.64772550755431)	(20, 36.66724461075802)	(22, 36.599927196174804)	(24, 36.616343724600874)	(26, 36.54086099394352)	(28, 36.515920330590546)	(30, 36.516660543599855)	(32, 36.453701508599266)	(34, 36.41254443556999)	(36, 36.2566940823032)	(38, 36.20907970764676)	(40, 36.11434960335681)	(42, 35.96877177805601)	(44, 35.896571062192514)	(46, 35.71454140166941)	(48, 35.632708923271196)	(50, 35.49682088472963)	(52, 35.42704635830862)	(54, 35.33682778290149)	(56, 35.14959823501063)	(58, 35.15008584223358)	(60, 35.05585162560456)	(62, 34.85123688625329)	(64, 34.82122818639938)	(66, 34.748903457031446)	(68, 34.72273016336919)	(70, 34.6304770236786)	(72, 34.60193650818525)	(74, 35.28905127118609)	(76, 33.01054326226834)
NS83_paired_1	(1, 32.338204279245765)	(2, 32.541856731362)	(3, 32.83583623860037)	(4, 32.95270561850301)	(5, 33.03657756000085)	(6, 36.794258094003105)	(7, 37.136199326119765)	(8, 37.347788578048934)	(9, 37.34279538062541)	(10, 37.39165924406369)	(12, 37.363431952977194)	(14, 37.3779670128186)	(16, 37.41341119980443)	(18, 37.44178753640441)	(20, 37.43435588103995)	(22, 37.395162544376184)	(24, 37.35680597776408)	(26, 37.396862710188984)	(28, 37.42716146553008)	(30, 37.36623915839374)	(32, 37.341829388193275)	(34, 37.347075051550775)	(36, 37.32855889011714)	(38, 37.262024005654645)	(40, 37.21988440934504)	(42, 37.18515417401841)	(44, 37.13976028889692)	(46, 37.09386285368083)	(48, 37.0747597840182)	(50, 37.02803789456645)	(52, 36.91170370166036)	(54, 36.885960092477944)	(56, 36.81402804766229)	(58, 36.779144813540654)	(60, 36.752810512882526)	(62, 36.71144573592726)	(64, 36.62800569003036)	(66, 36.67395175938641)	(68, 36.62581665147599)	(70, 36.56052279641735)	(72, 36.48172008162439)	(74, 36.57946979048809)	(76, 35.69332266197355)
NS83_paired_2	(1, 31.17991640271253)	(2, 32.225856646329795)	(3, 32.47719537212219)	(4, 32.30227508981527)	(5, 32.084182043323906)	(6, 36.81292053740354)	(7, 36.13215423779256)	(8, 36.45291830530814)	(9, 36.74441056737739)	(10, 36.74627311813099)	(12, 36.51946225101507)	(14, 36.736570996577456)	(16, 36.51012220722349)	(18, 36.745871075232245)	(20, 35.933039715354695)	(22, 35.47377649284667)	(24, 36.04595818009821)	(26, 36.51705203971004)	(28, 36.48086087136753)	(30, 36.35019437830829)	(32, 36.621294163601966)	(34, 35.99685768797432)	(36, 36.695994371930865)	(38, 36.72448523628324)	(40, 36.58873557109756)	(42, 36.31546326608703)	(44, 36.47775969367148)	(46, 36.47742405561107)	(48, 36.53525958738122)	(50, 36.47538417536869)	(52, 35.986530633064135)	(54, 35.57325185715062)	(56, 36.061865102030566)	(58, 36.19046564583478)	(60, 36.125604485426976)	(62, 36.21494005899954)	(64, 36.213447051835956)	(66, 36.173628460001865)	(68, 36.10438239782779)	(70, 35.85359725554485)	(72, 35.47078835632819)	(74, 35.685056824580855)	(76, 34.845289233861656)
NS86_paired_1	(1, 31.32015712207196)	(2, 31.31883736794194)	(3, 32.32196980182003)	(4, 32.18620849369619)	(5, 32.85582298294131)	(6, 36.73129675915274)	(7, 36.99134682161315)	(8, 37.1126974097899)	(9, 37.368812472312506)	(10, 37.3444584895217)	(12, 37.399103359503535)	(14, 37.2858423660071)	(16, 37.38872709873854)	(18, 37.402632761841446)	(20, 37.36186231635481)	(22, 37.374118496920346)	(24, 37.297759152407764)	(26, 37.25764581033397)	(28, 37.30203575982884)	(30, 37.315332788390066)	(32, 37.27486489512289)	(34, 37.23870515606808)	(36, 37.07710282337618)	(38, 37.113758345751265)	(40, 37.176511693661496)	(42, 36.37094162857424)	(44, 36.95862579487548)	(46, 37.18399503521866)	(48, 37.102218495878134)	(50, 36.9960585360394)	(52, 36.99070477827247)	(54, 36.67520422456127)	(56, 36.61241940708037)	(58, 36.61752387815626)	(60, 36.66976114374779)	(62, 36.452689274560925)	(64, 36.648820918523434)	(66, 36.63391162033061)	(68, 36.655014999282756)	(70, 36.503235165793456)	(72, 36.50327402096631)	(74, 36.50320254945089)	(76, 34.496271266239006)
NS86_paired_2	(1, 32.01392978547173)	(2, 32.38266481965714)	(3, 32.38633248435296)	(4, 32.48532362581225)	(5, 32.478650610937514)	(6, 36.54518694023357)	(7, 36.85131319262157)	(8, 36.54458194786139)	(9, 36.659530162374644)	(10, 36.687051095603806)	(12, 36.670198413067524)	(14, 36.799889485370414)	(16, 36.67349594929114)	(18, 36.700364121694186)	(20, 36.80500460426259)	(22, 36.400281349189584)	(24, 36.7893070778112)	(26, 36.54558469316066)	(28, 36.5025910113722)	(30, 36.66595915189225)	(32, 36.576971985440736)	(34, 36.584588546351874)	(36, 36.24805101906222)	(38, 36.51856029970236)	(40, 36.46969300321307)	(42, 36.23399840842796)	(44, 36.0494563473657)	(46, 36.09674056086945)	(48, 36.176177454567295)	(50, 36.3997217238352)	(52, 36.283297513028714)	(54, 36.19807342474364)	(56, 35.73456724580217)	(58, 35.88442864407145)	(60, 36.11405137118419)	(62, 35.67452038622866)	(64, 35.72848926811784)	(66, 35.80474205812618)	(68, 35.98484666762597)	(70, 36.017513368837186)	(72, 35.91384185951519)	(74, 36.13002797399455)	(76, 34.212083208033036)
NS9_paired_1	(1, 32.87587508553669)	(2, 33.05795889654887)	(3, 33.12250148181303)	(4, 33.08265116438595)	(5, 33.14040239509722)	(6, 36.69989253869903)	(7, 37.05239083279583)	(8, 37.222024891667836)	(9, 37.29150046645644)	(10, 37.341175165355736)	(12, 37.34399161650491)	(14, 37.337123722410944)	(16, 37.3307744293309)	(18, 37.321201538756085)	(20, 37.305761242899095)	(22, 37.2811111630559)	(24, 37.28544651617075)	(26, 37.26708204485958)	(28, 37.25692735179146)	(30, 37.21867953404059)	(32, 37.19931414452329)	(34, 37.15383615804138)	(36, 37.11749576362228)	(38, 37.01258431359141)	(40, 36.60706094442172)	(42, 36.60605801342963)	(44, 36.737417793124564)	(46, 36.68963634754384)	(48, 36.64079115799763)	(50, 36.52566999484863)	(52, 36.474080311969686)	(54, 36.44075149066354)	(56, 36.470512123579425)	(58, 36.435917144611565)	(60, 36.31551472298706)	(62, 36.24545127316442)	(64, 36.21114690093955)	(66, 36.21816875015921)	(68, 36.1941286034874)	(70, 36.157785744083995)	(72, 36.11970625095455)	(74, 36.19120800540634)	(76, 35.23807660260027)
NS9_paired_2	(1, 31.929607399924414)	(2, 32.47608694870396)	(3, 32.556019993244554)	(4, 32.6167760181973)	(5, 32.58717035195254)	(6, 36.9158536308485)	(7, 36.852253727183125)	(8, 36.870642700808816)	(9, 36.86813380335553)	(10, 36.84138006696727)	(12, 36.83723115150734)	(14, 36.8401076105155)	(16, 36.825616088289486)	(18, 36.80985057989437)	(20, 36.79365951487135)	(22, 36.722332069643684)	(24, 36.69936972425315)	(26, 36.716644929472785)	(28, 36.72224865979317)	(30, 36.64792033854738)	(32, 36.61205555203392)	(34, 36.59537382346622)	(36, 36.58315495129514)	(38, 36.59748445766931)	(40, 36.62583417230725)	(42, 36.5133400476295)	(44, 36.45367175905095)	(46, 36.40652917173642)	(48, 36.357886441621446)	(50, 36.25432367156127)	(52, 36.25208527913756)	(54, 36.33975405870609)	(56, 36.295660279948706)	(58, 36.21900673439963)	(60, 36.136527003449146)	(62, 36.03060203670596)	(64, 35.933569705446466)	(66, 36.060715996771854)	(68, 36.14069075383122)	(70, 36.14515979961341)	(72, 36.082310273913095)	(74, 36.205076358430375)	(76, 34.980719497870595)
