#Classification	SRR5091457_bracken_F.kreport
k__Bacteria	3259270
k__Bacteria|p__Bacteroidetes	2384382
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2384382
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2384382
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	2288600
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae	70115
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	24646
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	360
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae	488
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae	139
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae	29
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	1
k__Bacteria|p__Firmicutes	321814
k__Bacteria|p__Firmicutes|c__Clostridia	182396
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	182396
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae	113584
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae	66790
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae	1093
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae	596
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae	331
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	96418
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	96418
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	96418
k__Bacteria|p__Firmicutes|c__Bacilli	40580
