#Classification	SRR5091457_bracken_P.kreport
k__Bacteria	3259567
k__Bacteria|p__Bacteroidetes	2384382
k__Bacteria|p__Firmicutes	321814
k__Bacteria|p__Actinobacteria	202076
k__Bacteria|p__Verrucomicrobia	345685
k__Bacteria|p__Proteobacteria	5606
k__Bacteria|p__Fusobacteria	2
k__Archaea	10
k__Archaea|p__Euryarchaeota	9
k__Archaea|p__Candidatus_Thermoplasmatota	1
k__Eukaryota	1
k__Eukaryota|k__Viridiplantae	1
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1
k__Viruses	10
k__Viruses|k__Heunggongvirae	10
k__Viruses|k__Heunggongvirae|p__Uroviricota	10
