#Classification	S-19-POLPIL-B_bracken_O.kreport
k__Bacteria	1829216
k__Bacteria|p__Proteobacteria	946155
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	555077
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	330081
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	116142
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	73869
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	25827
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales	8176
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Maricaulales	305
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomonadales	227
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales	25
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Parvularculales	174
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Emcibacterales	223
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales	13
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Holosporales	8
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Magnetococcales	1
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Kordiimonadales	1
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	287911
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	276298
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales	7078
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	1503
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales	3029
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	91279
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	21875
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	18214
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	39250
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales	1787
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales	2890
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales	324
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Nevskiales	1962
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales	175
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	1180
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales	314
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales	301
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales	2316
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales	283
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Acidiferrobacterales	127
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales	40
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Salinisphaerales	20
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Immundisolibacterales	80
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	97
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales	20
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Orbales	15
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	11344
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales	9310
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales	829
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	454
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales	242
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bradymonadales	25
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfarculales	335
