#Classification	SRR20002364_bracken_P.kreport
k__Bacteria	148836
k__Bacteria|p__Proteobacteria	139068
k__Bacteria|p__Actinobacteria	3030
k__Bacteria|p__Firmicutes	6662
k__Bacteria|p__Deinococcus-Thermus	12
k__Bacteria|p__Bacteroidetes	61
k__Eukaryota	1381
k__Eukaryota|k__Metazoa	1186
k__Eukaryota|k__Metazoa|p__Chordata	1186
k__Eukaryota|k__Fungi	83
k__Eukaryota|k__Fungi|p__Basidiomycota	77
k__Eukaryota|k__Fungi|p__Ascomycota	6
k__Eukaryota|k__Viridiplantae	111
k__Eukaryota|k__Viridiplantae|p__Streptophyta	111
