#Classification	SRR5091468_bracken_P.kreport
k__Bacteria	2076365
k__Bacteria|p__Firmicutes	1006415
k__Bacteria|p__Actinobacteria	7406
k__Bacteria|p__Bacteroidetes	1001308
k__Bacteria|p__Proteobacteria	60516
k__Bacteria|p__Synergistetes	636
k__Bacteria|p__Verrucomicrobia	68
k__Bacteria|p__Spirochaetes	5
k__Bacteria|p__Fusobacteria	4
k__Bacteria|p__Candidatus_Saccharibacteria	2
k__Eukaryota	6
k__Eukaryota|k__Viridiplantae	6
k__Eukaryota|k__Viridiplantae|p__Streptophyta	6
k__Viruses	1166
k__Viruses|k__Heunggongvirae	1166
k__Viruses|k__Heunggongvirae|p__Uroviricota	1166
