#Classification	SRR5091545_bracken_P.kreport
k__Bacteria	1616156
k__Bacteria|p__Bacteroidetes	1255195
k__Bacteria|p__Firmicutes	331481
k__Bacteria|p__Actinobacteria	4605
k__Bacteria|p__Proteobacteria	23932
k__Bacteria|p__Fusobacteria	617
k__Bacteria|p__Verrucomicrobia	180
k__Bacteria|p__Kiritimatiellaeota	2
k__Bacteria|p__Synergistetes	113
k__Bacteria|p__Chrysiogenetes	21
k__Bacteria|p__Candidatus_Saccharibacteria	3
k__Bacteria|p__Spirochaetes	2
k__Eukaryota	1
k__Eukaryota|k__Viridiplantae	1
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1
k__Viruses	32
k__Viruses|k__Heunggongvirae	32
k__Viruses|k__Heunggongvirae|p__Uroviricota	32
