#Classification	SRR5091545_bracken_C.kreport
k__Bacteria	1616155
k__Bacteria|p__Bacteroidetes	1255195
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	1255195
k__Bacteria|p__Firmicutes	331481
k__Bacteria|p__Firmicutes|c__Clostridia	291918
k__Bacteria|p__Firmicutes|c__Negativicutes	21378
k__Bacteria|p__Firmicutes|c__Bacilli	15184
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2982
k__Bacteria|p__Firmicutes|c__Tissierellia	16
k__Bacteria|p__Actinobacteria	4605
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2847
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	1757
k__Bacteria|p__Proteobacteria	23932
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	23493
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	377
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	21
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	1
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	39
k__Bacteria|p__Fusobacteria	617
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	617
k__Bacteria|p__Verrucomicrobia	179
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	179
k__Bacteria|p__Kiritimatiellaeota	2
k__Bacteria|p__Kiritimatiellaeota|c__Kiritimatiellae	2
k__Bacteria|p__Synergistetes	113
k__Bacteria|p__Synergistetes|c__Synergistia	113
k__Bacteria|p__Chrysiogenetes	21
k__Bacteria|p__Chrysiogenetes|c__Chrysiogenetes	21
k__Bacteria|p__Candidatus_Saccharibacteria	3
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharimonia	3
k__Bacteria|p__Spirochaetes	2
k__Bacteria|p__Spirochaetes|c__Spirochaetia	2
k__Eukaryota	1
k__Eukaryota|k__Viridiplantae	1
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	1
k__Viruses	32
k__Viruses|k__Heunggongvirae	32
k__Viruses|k__Heunggongvirae|p__Uroviricota	32
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes	32
