#Classification	SRR20002464_bracken_P.kreport
k__Bacteria	597522
k__Bacteria|p__Proteobacteria	476063
k__Bacteria|p__Actinobacteria	36169
k__Bacteria|p__Firmicutes	65060
k__Bacteria|p__Deinococcus-Thermus	3387
k__Bacteria|p__Cyanobacteria	6
k__Bacteria|p__Bacteroidetes	16032
k__Bacteria|p__Verrucomicrobia	752
k__Bacteria|p__Chlamydiae	7
k__Bacteria|p__Synergistetes	23
k__Bacteria|p__Candidatus_Saccharibacteria	10
k__Bacteria|p__Aquificae	2
k__Bacteria|p__Acidobacteria	2
k__Bacteria|p__Coprothermobacterota	4
k__Eukaryota	5080
k__Eukaryota|k__Metazoa	3311
k__Eukaryota|k__Metazoa|p__Chordata	3311
k__Eukaryota|k__Fungi	1516
k__Eukaryota|k__Fungi|p__Basidiomycota	1248
k__Eukaryota|k__Fungi|p__Ascomycota	268
k__Eukaryota|k__Viridiplantae	236
k__Eukaryota|k__Viridiplantae|p__Streptophyta	236
k__Eukaryota|p__Apicomplexa	16
k__Archaea	24
k__Archaea|p__Euryarchaeota	24
k__Viruses	83
k__Viruses|k__Heunggongvirae	83
k__Viruses|k__Heunggongvirae|p__Uroviricota	83
