name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Pseudomonas aeruginosa	138123	S	14	213	227	0.27582
Stutzerimonas stutzeri_AO	139038	S	6	79	85	0.10328
Aquabacterium parvum	126468	S	4	44	48	0.05832
Paraburkholderia phytofirmans	128028	S	1	6	7	0.00851
Hylemonella sp019746735	127249	S	2	11	13	0.01580
Pantoea piersonii	133270	S	1	4	5	0.00608
Cutibacterium modestum	48421	S	25	48	73	0.08870
Cutibacterium acnes	48418	S	21	307	328	0.39854
UBA3913 sp002391425	44759	S	7	3	10	0.01215
Actinomyces sp000195595	42457	S	1	0	1	0.00122
Lawsonella clevelandensis_A	46365	S	3	3	6	0.00729
Hymenobacter sp913778455	85237	S	1	3	4	0.00486
Streptococcus sp000187445	56205	S	1	9	10	0.01215
