#Classification	SRR20002475_bracken_P.kreport
k__Bacteria	2358704
k__Bacteria|p__Proteobacteria	1966191
k__Bacteria|p__Actinobacteria	131141
k__Bacteria|p__Firmicutes	259144
k__Bacteria|p__Deinococcus-Thermus	282
k__Bacteria|p__Cyanobacteria	4
k__Bacteria|p__Bacteroidetes	1883
k__Bacteria|p__Planctomycetes	30
k__Bacteria|p__Chlamydiae	7
k__Bacteria|p__Verrucomicrobia	2
k__Bacteria|p__Fusobacteria	16
k__Bacteria|p__Spirochaetes	2
k__Eukaryota	4897
k__Eukaryota|k__Fungi	4230
k__Eukaryota|k__Fungi|p__Basidiomycota	3931
k__Eukaryota|k__Fungi|p__Ascomycota	299
k__Eukaryota|k__Metazoa	321
k__Eukaryota|k__Metazoa|p__Chordata	321
k__Eukaryota|k__Viridiplantae	345
k__Eukaryota|k__Viridiplantae|p__Streptophyta	345
k__Viruses	15
k__Viruses|k__Heunggongvirae	15
k__Viruses|k__Heunggongvirae|p__Uroviricota	15
