name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Pseudomonas_E sp002874965	138653	S	1	245	246	0.20777
Caballeronia sp001557535	126764	S	2	67	69	0.05828
Caballeronia sordidicola_C	126762	S	1	15	16	0.01351
Paraburkholderia solitsugae	128043	S	1	23	24	0.02027
Rhodanobacter sp014200755	140600	S	1	108	109	0.09206
Luteibacter sp018449605	140544	S	1	75	76	0.06419
CAMBHM01 sp945867185	135176	S	1	0	1	0.00084
Methylobacterium sp022829585	118333	S	4	71	75	0.06334
Methylobacterium sp022829365	118326	S	3	60	63	0.05321
Mesorhizobium sp020616515	119638	S	1	16	17	0.01436
Lichenicoccus roseus	113922	S	10	80	90	0.07601
Acidisoma sp009765865	113615	S	4	17	21	0.01774
Sphingomonas_N sp937859915	125357	S	4	30	34	0.02872
CAHJWH01 sp009765965	114500	S	1	11	12	0.01014
Granulicella mallensis_A	40166	S	1	12	13	0.01098
Granulicella_D sp903642265	40207	S	1	0	1	0.00084
Occallatibacter gabretensis	40248	S	1	14	15	0.01267
EB88 sp003858395	40122	S	1	2	3	0.00253
Granulicella_C sibirica	40198	S	1	8	9	0.00760
Pedobacter cryoconitis_C	90024	S	2	8	10	0.00845
Puia sp013288945	83678	S	1	5	6	0.00507
NSF051 sp029379285	96829	S	1	5	6	0.00507
Nakamurella silvestris	47164	S	1	257	258	0.21791
