#Classification	GQ56_bracken_C.kreport
k__Bacteria	13692829
k__Bacteria|p__Firmicutes	9317677
k__Bacteria|p__Firmicutes|c__Clostridia	9105405
k__Bacteria|p__Firmicutes|c__Bacilli	161698
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	49686
k__Bacteria|p__Firmicutes|c__Tissierellia	818
k__Bacteria|p__Firmicutes|c__Negativicutes	68
k__Bacteria|p__Actinobacteria	2353687
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	1469331
k__Bacteria|p__Actinobacteria|c__Actinomycetia	884356
k__Bacteria|p__Chloroflexi	3
k__Bacteria|p__Chloroflexi|c__Dehalococcoidia	3
k__Bacteria|p__Bacteroidetes	1320136
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	1320135
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	1
k__Bacteria|p__Verrucomicrobia	534041
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	534041
k__Bacteria|p__Proteobacteria	166805
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	16702
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	125321
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	24294
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	487
k__Bacteria|p__Synergistetes	364
k__Bacteria|p__Synergistetes|c__Synergistia	364
k__Bacteria|p__Spirochaetes	93
k__Bacteria|p__Spirochaetes|c__Spirochaetia	93
k__Bacteria|p__Candidatus_Saccharibacteria	15
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharimonia	15
k__Bacteria|p__Fusobacteria	4
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	4
k__Archaea	23135
k__Archaea|p__Euryarchaeota	23135
k__Archaea|p__Euryarchaeota|c__Methanobacteria	23135
k__Eukaryota	300
k__Eukaryota|k__Fungi	297
k__Eukaryota|k__Fungi|p__Ascomycota	297
k__Eukaryota|k__Fungi|p__Ascomycota|c__Saccharomycetes	297
k__Eukaryota|k__Viridiplantae	3
k__Eukaryota|k__Viridiplantae|p__Streptophyta	3
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	3
k__Viruses	702
k__Viruses|k__Heunggongvirae	702
k__Viruses|k__Heunggongvirae|p__Uroviricota	702
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes	702
