#Classification	SRR20002487_bracken_P.kreport
k__Bacteria	255167
k__Bacteria|p__Proteobacteria	185987
k__Bacteria|p__Actinobacteria	1982
k__Bacteria|p__Firmicutes	67151
k__Bacteria|p__Deinococcus-Thermus	32
k__Bacteria|p__Bacteroidetes	13
k__Eukaryota	2002
k__Eukaryota|k__Fungi	1781
k__Eukaryota|k__Fungi|p__Basidiomycota	1775
k__Eukaryota|k__Fungi|p__Ascomycota	6
k__Eukaryota|k__Metazoa	211
k__Eukaryota|k__Metazoa|p__Chordata	211
k__Eukaryota|k__Viridiplantae	9
k__Eukaryota|k__Viridiplantae|p__Streptophyta	9
