#Classification	SRR20002432_bracken_P.kreport
k__Eukaryota	37883
k__Eukaryota|k__Fungi	32934
k__Eukaryota|k__Fungi|p__Ascomycota	32914
k__Eukaryota|k__Fungi|p__Basidiomycota	19
k__Eukaryota|k__Metazoa	4520
k__Eukaryota|k__Metazoa|p__Chordata	4520
k__Eukaryota|p__Apicomplexa	419
k__Eukaryota|k__Viridiplantae	9
k__Eukaryota|k__Viridiplantae|p__Streptophyta	9
k__Bacteria	6109
k__Bacteria|p__Actinobacteria	492
k__Bacteria|p__Firmicutes	2395
k__Bacteria|p__Deinococcus-Thermus	279
k__Bacteria|p__Proteobacteria	2740
k__Bacteria|p__Bacteroidetes	65
k__Bacteria|p__Synergistetes	85
k__Bacteria|p__Fusobacteria	51
