#Classification	SRR5091529_bracken_O.kreport
k__Bacteria	13592421
k__Bacteria|p__Bacteroidetes	5897566
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	5893966
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	5893957
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales	9
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	3208
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	3208
k__Bacteria|p__Bacteroidetes|c__Cytophagia	224
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales	224
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	95
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales	95
k__Bacteria|p__Bacteroidetes|c__Chitinophagia	57
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales	57
k__Bacteria|p__Bacteroidetes|c__Saprospiria	4
k__Bacteria|p__Bacteroidetes|c__Saprospiria|o__Saprospirales	4
k__Bacteria|p__Bacteroidetes|o__Bacteroidetes_Order_II._Incertae_sedis	10
k__Bacteria|p__Chlorobi	23
k__Bacteria|p__Chlorobi|c__Chlorobia	23
k__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales	23
k__Bacteria|p__Ignavibacteriae	6
k__Bacteria|p__Ignavibacteriae|c__Ignavibacteria	6
k__Bacteria|p__Ignavibacteriae|c__Ignavibacteria|o__Ignavibacteriales	6
k__Bacteria|p__Gemmatimonadetes	90
k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes	90
k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes|o__Gemmatimonadales	90
k__Bacteria|p__Fibrobacteres	11
k__Bacteria|p__Fibrobacteres|c__Fibrobacteria	11
k__Bacteria|p__Fibrobacteres|c__Fibrobacteria|o__Fibrobacterales	11
k__Bacteria|p__Firmicutes	4652517
k__Bacteria|p__Firmicutes|c__Clostridia	4399729
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	4399637
k__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales	77
k__Bacteria|p__Firmicutes|c__Clostridia|o__Thermosediminibacterales	8
k__Bacteria|p__Firmicutes|c__Clostridia|o__Halanaerobiales	4
k__Bacteria|p__Firmicutes|c__Clostridia|o__Natranaerobiales	2
k__Bacteria|p__Firmicutes|c__Negativicutes	203149
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	142266
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	60330
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	552
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	33900
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	33900
k__Bacteria|p__Firmicutes|c__Bacilli	15581
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	13250
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	2330
k__Bacteria|p__Firmicutes|c__Tissierellia	139
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	139
k__Bacteria|p__Firmicutes|c__Limnochordia	17
k__Bacteria|p__Firmicutes|c__Limnochordia|o__Limnochordales	17
k__Bacteria|p__Actinobacteria	36685
k__Bacteria|p__Actinobacteria|c__Actinomycetia	22325
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales	14072
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	2666
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales	3866
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	864
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	469
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales	232
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptosporangiales	37
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales	43
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales	27
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Jiangellales	29
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Geodermatophilales	10
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Frankiales	1
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinopolysporales	1
