#Classification	SRR20002439_bracken_P.kreport
k__Bacteria	38854
k__Bacteria|p__Proteobacteria	29600
k__Bacteria|p__Actinobacteria	6042
k__Bacteria|p__Firmicutes	3164
k__Bacteria|p__Deinococcus-Thermus	10
k__Bacteria|p__Cyanobacteria	2
k__Bacteria|p__Bacteroidetes	34
k__Eukaryota	2355
k__Eukaryota|k__Metazoa	2169
k__Eukaryota|k__Metazoa|p__Chordata	2169
k__Eukaryota|k__Fungi	167
k__Eukaryota|k__Fungi|p__Basidiomycota	167
k__Eukaryota|k__Viridiplantae	18
k__Eukaryota|k__Viridiplantae|p__Streptophyta	18
