#Classification	S-2-POLPIL-G_bracken_C.kreport
k__Bacteria	546
k__Bacteria|p__Proteobacteria	516
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	364
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	148
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	3
k__Bacteria|p__Acidobacteria	26
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	26
k__Bacteria|p__Actinobacteria	2
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2
k__Bacteria|p__Bacteroidetes	1
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	1
